rank,priority,score,cited_work_id,cited_work_key,cited_work_full,cited_year,cited_type,is_primary,why_primary,worldspec_components,cited_by_sources,n_citing_sources,anchor_vn_ids,corpus_status,external_status,phase1_external_access,phase1_full_text_read,phase1_external_ids,relations,dependent_claims_n,dependent_kinds,dependent_claims,topic_tags,lookup_hint,status,scope,scale,confidence,notes
61,P3,36,CW-1634,NOAUTHOR|1985|гост 21153 3 85 породы,"ГОСТ 21153.3−85. Породы горные. Методы определения предела прочности при одноосном растяжении. – М.: Изд-во стандартов, 1985. – 14 с.",1985,normative,Y,,,VKM-SRC-025,1,EV-VN-S025-1070;EV-VN-S025-0173,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data;reproduces_formula,4,engineering_rule:1;claim:1;formula:1;parameter:1,EV-VN-S025-0201;EV-VN-S025-0225;EV-VN-S025-0281;EV-VN-S025-0282,rheology/properties,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
62,P3,35,CW-0372,dzhinoridze|1992|зоны разрывных флексурно складчатых дислокаций,"Джиноридзе Н.М., Киселева О.В., Мелкова Н.В., Павленский А.Н., Плотников Ю.А., Поликарпов А.И., Протопопов А.Л., Рогова М.С. Зоны разрывных и флексурно-складчатых дислокаций на Верхнекамском месторождении калийных солей: парагенез с аномальным типом строения и состояния пород водозащитной толщи, природа и время образования / Тектоника, минералообразование и их значение в решении проблемы безопасной эксплуатации месторождений калийных солей. СПб.: ВНИИГ, 1992. С. 55–98.",1992,article,UNKNOWN,,,VKM-SRC-011,1,EV-VN-S011-2178;EV-VN-S011-3009;EV-VN-S011-0451;EV-VN-S011-0973;EV-VN-S011-1053,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data,4,claim:2;thermal:1;rheology_law:1,EV-VN-S011-0385;EV-VN-S011-0951;EV-VN-S011-1764;EV-VN-S011-1983,ВЗТ/flooding;VKM;tectonics,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
63,P3,35,CW-1873,NOAUTHOR|1978|методические указания расчету применению жестких,"Методические указания по расчету и применению жестких естественных целиков различного назначения на калийных месторождениях.— Л.: ВНИИГ, 1978.— 160 с.",1978,normative,Y,,,VKM-SRC-037,1,EV-VN-S037-1219;EV-VN-S037-0226,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data,4,mining_geometry:1;parameter:1;conflict_note:1;information_lifecycle:1,EV-VN-S037-0225;EV-VN-S037-0609;EV-VN-S037-1231;EV-VN-S037-1250,pillars/mining;VKM,,UNKNOWN,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
64,P3,35,CW-1932,iarushin|2009|заключение состоянии бетонной крепи зумпфовой,"Заключение о состоянии бетонной крепи зумпфовой части ствола № 5 рудника СКРУ-2 ОАО «Сильвинит»: отчет о НИР / Ярушин А.Д. – Пермь: ОАО «Галургия», 2009.",2009,report,Y,,,VKM-SRC-040,1,EV-VN-S040-0436,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data;reproduces_figure,6,chronology_event:5;information_lifecycle:1,EV-VN-S040-0068;EV-VN-S040-0070;EV-VN-S040-0072;EV-VN-S040-0075;EV-VN-S040-0076;EV-VN-S040-0086,VKM,,UNKNOWN,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
65,P3,35,CW-1934,zhukov|2015|разработка технологии диагностики бетонной крепи,"Разработка технологии диагностики бетонной крепи шахтных стволов методами неразрушающего контроля: отчет о НИР / Жуков А.А. – Пермь: ОАО «Галургия», 2015.",2015,report,Y,,,VKM-SRC-040,1,EV-VN-S040-0440;EV-VN-S040-0233,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data;reproduces_figure;same_author_series,9,monitoring_observation:4;mining_geometry:1;spatial_entity:1;visual_check:1;claim:1;chronology_event:1,EV-VN-S040-0056;EV-VN-S040-0058;EV-VN-S040-0060;EV-VN-S040-0081;EV-VN-S040-0083;EV-VN-S040-0084;EV-VN-S040-0087;EV-VN-S040-0115;EV-VN-S040-0350,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
66,P3,34,CW-0016,berardino|2002|new algorithm surface deformation monitoring,"Berardino, P. A new algorithm for surface deformation monitoring based on small baseline differential SAR interferograms / P. Berardino, G. Fornaro, R. Lanari, E. Sansosti // IEEE Transact. Geoscience and Remote Sensing. – 2002. –Vol. 40. – No. 11. – Pp. 2375–2383.",2002,article,Y,,,VKM-SRC-003;VKM-SRC-004;VKM-SRC-007,3,EV-VN-S003-0445;EV-VN-S004-0079;EV-VN-S007-0032,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_figure,1,subsidence_method:1,EV-VN-S003-0075,subsidence/InSAR,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
67,P3,34,CW-0311,bariah|1995|геомеханические аспекты защиты калийных рудников,Барях А.А. Геомеханические аспекты защиты калийных рудников от затопления // Изв. ВУЗов. Горный журнал. Уральское горное обозрение. 1995. №6.,1995,article,UNKNOWN,,,VKM-SRC-011,1,EV-VN-S011-2113,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,1,claim:1,EV-VN-S011-2084,subsidence/InSAR;ВЗТ/flooding;stress,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
68,P3,34,CW-0519,preobrazhenskii|1929|геолого разведочные работы калий соликамском,"Преображенский П.И. Геолого-разведочные работы на калий в Соликамском и Березниковском районах за период с 1 октября 1926 г. по 1 октября 1927 г. // Мат-лы по общ. и прикл. геологии. Л.: Геол. комитет, 1929. Вып. 126. 70 с.",1929,article,UNKNOWN,,,VKM-SRC-011,1,EV-VN-S011-2331;EV-VN-S011-2800;EV-VN-S011-3554;EV-VN-S011-0741,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data;reproduces_figure,10,borehole:8;claim:1;visual_check:1,EV-VN-S011-0685;EV-VN-S011-2673;EV-VN-S011-2674;EV-VN-S011-2675;EV-VN-S011-2676;EV-VN-S011-2677;EV-VN-S011-2678;EV-VN-S011-2679;EV-VN-S011-2680;EV-VN-S011-2682,VKM,,UNKNOWN,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
69,P3,34,CW-1631,galperin|1977|реологические расчеты горно технических сооружений,"Гальперин А.М. Реологические расчеты горно-технических сооружений / А.М. Гальперин, Е.М. Шафаренко. – М.: Недра, 1977. – 246 с.",1977,book,UNKNOWN,,,VKM-SRC-025,1,EV-VN-S025-1067;EV-VN-S025-0204,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data,10,parameter:10,EV-VN-S025-0178;EV-VN-S025-0179;EV-VN-S025-0180;EV-VN-S025-0181;EV-VN-S025-0182;EV-VN-S025-0183;EV-VN-S025-0184;EV-VN-S025-0185;EV-VN-S025-0186;EV-VN-S025-0189,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
70,P3,34,CW-1640,zilbershmidt|1987|исследование прочности массива соляных горных,"Зильбершмидт В.Г. Исследование прочности массива соляных горных пород методами механики разрушения / В.Г. Зильбершмидт, В.В. Тимофеев // Горный журнал. − 1987.− № 9. − С. 22−25.",1987,article,Y,,,VKM-SRC-025,1,EV-VN-S025-1077,NOT_IN_CORPUS,NONE,METADATA_ONLY,N,EXTWEB-RHEOLOGY_MECH-015=METADATA_ONLY:SAME_WORK,cites;reproduces_data;reproduces_figure;reproduces_formula,6,claim:2;parameter:2;formula:1;visual_check:1,EV-VN-S025-0911;EV-VN-S025-0912;EV-VN-S025-0913;EV-VN-S025-0914;EV-VN-S025-0915;EV-VN-S025-0916,rheology/properties,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
71,P3,34,CW-1656,lodus|1978|структурно механические исследования соляных пород,"Лодус Е.В. Структурно-механические исследования соляных пород / Е.В. Лодус. – М.: ЦНИЭИуголь, 1978. – № 1. – С. 30−31.",1978,article,Y,,,VKM-SRC-025,1,EV-VN-S025-1098;EV-VN-S025-0204,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data,10,parameter:10,EV-VN-S025-0178;EV-VN-S025-0179;EV-VN-S025-0180;EV-VN-S025-0181;EV-VN-S025-0182;EV-VN-S025-0183;EV-VN-S025-0184;EV-VN-S025-0185;EV-VN-S025-0186;EV-VN-S025-0189,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
72,P3,34,CW-1662,nesterov|1974|механика горных пород разработке месторождений,"Механика горных пород при разработке месторождений природных солей / под ред. М.П. Нестерова. – Л.: ВНИИГ, 1974. – 158 с.",1974,book,UNKNOWN,,,VKM-SRC-025,1,EV-VN-S025-1106;EV-VN-S025-0204,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data,10,parameter:10,EV-VN-S025-0178;EV-VN-S025-0179;EV-VN-S025-0180;EV-VN-S025-0181;EV-VN-S025-0182;EV-VN-S025-0183;EV-VN-S025-0184;EV-VN-S025-0185;EV-VN-S025-0186;EV-VN-S025-0189,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
73,P3,34,CW-1677,stavrogin|1979|пластичность горных пород,"Ставрогин А.Н. Пластичность горных пород / А.Н. Ставрогин, А.Г. Протосеня. – М., Недра, 1979. – С. 300.",1979,book,UNKNOWN,,,VKM-SRC-025,1,EV-VN-S025-1122;EV-VN-S025-0204,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data,10,parameter:10,EV-VN-S025-0178;EV-VN-S025-0179;EV-VN-S025-0180;EV-VN-S025-0181;EV-VN-S025-0182;EV-VN-S025-0183;EV-VN-S025-0184;EV-VN-S025-0185;EV-VN-S025-0186;EV-VN-S025-0189,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
74,P3,34,CW-1860,de|2008|computational methods plasticity theory applications,"de Souza Neto, E.A., Perić, D. and Owen, D.R.J. (2008). Computational Methods for Plasticity: Theory and Applications, Chichester, John Wiley & Sons Ltd. DOI: 10.1002/9780470694626.",2008,book,UNKNOWN,,,VKM-SRC-036,1,EV-VN-S036-0140,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data;reproduces_formula,10,formula:5;claim:2;rheology_law:2;conflict_note:1,EV-VN-S036-0017;EV-VN-S036-0018;EV-VN-S036-0025;EV-VN-S036-0026;EV-VN-S036-0030;EV-VN-S036-0031;EV-VN-S036-0072;EV-VN-S036-0073;EV-VN-S036-0074;EV-VN-S036-0146,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
75,P3,33,CW-0019,malinin|1975|прикладная теория пластичности ползучести,"Малинин Н.Н. Прикладная теория пластичности и ползучести. – М.: Машиностроение, 1975. – 400 с.",1975,book,UNKNOWN,,,VKM-SRC-005;VKM-SRC-035;VKM-SRC-039,3,EV-VN-S005-0050;EV-VN-S035-0025;EV-VN-S039-0036,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites,3,claim:2;subsidence_method:1,EV-VN-S005-0008;EV-VN-S035-0007;EV-VN-S039-0008,rheology/properties;stress,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
76,P3,33,CW-0070,ppi|1985|инструкция расчету количества воздуха необходимого,"Инструкция по расчету количества воздуха, необходимого для проветривания Верхнекамских калийных рудников/ППИ.— Пермь, 1985.— 43 с.",1985,normative,Y,,,VKM-SRC-020;VKM-SRC-037,2,EV-VN-S020-0465;EV-VN-S020-0243;EV-VN-S037-1217;EV-VN-S037-0987,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data,4,engineering_rule:1;claim:1;chronology_event:1;conflict_note:1,EV-VN-S020-0187;EV-VN-S037-0845;EV-VN-S037-0857;EV-VN-S037-1231,VKM,,UNKNOWN,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
77,P3,33,CW-1849,bariah|2023|прогноз оседаний земной поверхности данным,"Барях А.А., Евсеев А.В., Глебова П.А., Васильева Е.Л. Прогноз оседаний земной поверхности по данным измерения деформаций горных выработок // Горный журнал. – 2023. – № 11. – С.",2023,article,Y,,,VKM-SRC-034,1,EV-VN-S034-0051,NOT_IN_CORPUS,NONE,NOT_FOUND,N,EXTWEB-SUBSIDENCE_FORMULAS-015=METADATA_ONLY:RELATED;EXTWEB-SUBSIDENCE_FORMULAS-016=NOT_FOUND:SAME_WORK,cites;reproduces_formula;same_author_series,2,formula:1;subsidence_method:1,EV-VN-S034-0029;EV-VN-S034-0041,subsidence/InSAR;pillars/mining,,UNKNOWN,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
78,P3,33,CW-1861,de|2012|non linear finite element analysis,"de Borst, R., Crisfield, M.A., Remmers, J.J.C., Verhoosel, C.V. (2012). Non-Linear Finite Element Analysis of Solids and Structures, 2nd Edition, Chichester, John Wiley & Sons Ltd. DOI: 10.1002/9781118375938.",2012,book,UNKNOWN,,,VKM-SRC-036,1,EV-VN-S036-0142,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data;reproduces_formula,9,formula:5;rheology_law:2;claim:1;conflict_note:1,EV-VN-S036-0017;EV-VN-S036-0018;EV-VN-S036-0025;EV-VN-S036-0026;EV-VN-S036-0052;EV-VN-S036-0053;EV-VN-S036-0072;EV-VN-S036-0073;EV-VN-S036-0147,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
79,P3,33,CW-1865,NOAUTHOR|1983|инструкция определению учету нормированию эксплуатационных,"Инструкция по определению, учету и нормированию эксплуатационных потерь и разубоживания сильвинитовых руд для рудников производственного объединения «Уралкалий»/УФ ВНИИГ.— Пермь, 1983.— 109 с.",1983,normative,Y,,,VKM-SRC-037,1,EV-VN-S037-1121;EV-VN-S037-1215,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data;reproduces_formula,3,formula:2;parameter:1,EV-VN-S037-1114;EV-VN-S037-1115;EV-VN-S037-1143,VKM,,UNKNOWN,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
80,P3,32,CW-0049,andreiko|2000|газодинамические явления калийных рудниках генезис,"Андрейко С.С., Калугин П.А., Щерба В.Я. Газодинамические явления в калийных рудниках: генезис, прогноз и управление: монография / под ред. В.Я. Прушака. – Минск: Высш. шк., 2000. – 335 с.",2000,book,UNKNOWN,,,VKM-SRC-011;VKM-SRC-014,2,EV-VN-S011-2849;EV-VN-S014-1245,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data;reproduces_figure,8,parameter:4;stratigraphic_unit:1;claim:1;mining_geometry:1;visual_check:1,EV-VN-S014-1147;EV-VN-S014-1148;EV-VN-S014-1149;EV-VN-S014-1150;EV-VN-S014-1151;EV-VN-S014-1159;EV-VN-S014-1163;EV-VN-S014-1165,,,UNKNOWN,VKM_REGIONAL,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
81,P3,32,CW-0084,zienkievicz|2014|finite element method solid structural,"Zienkiewicz O.S., Taylor R.L., Fox D.D. The Finite Element Method for Solid and Structural Mechanics. – 7th edition. – Oxford: Butterworth-Heinemann, Waltham, 2014. – 672 p. – DOI: 10.1016/C2009-0-26332-X.",2014,book,UNKNOWN,,,VKM-SRC-032;VKM-SRC-036,2,EV-VN-S032-0033;EV-VN-S036-0141,NOT_IN_CORPUS,NONE,NO_PHASE1_RECORD,N,,cites;reproduces_data;reproduces_formula,7,formula:4;claim:2;rheology_law:1,EV-VN-S032-0009;EV-VN-S036-0017;EV-VN-S036-0018;EV-VN-S036-0025;EV-VN-S036-0026;EV-VN-S036-0072;EV-VN-S036-0073,,,UNKNOWN,GENERAL_METHOD,NOT_APPLICABLE,MEDIUM,auto-ranked (dependency weight + hub + normative/report + reproduces + topic)
