vn_id,kind,source_id,pdf_page,locator_extra,in_merged,model_ids,disposition,reason
EV-VN-S037-0594,engineering_rule,VKM-SRC-037,95,Табл. 6.5 «Рекомендуемые способы охраны сопряжений ствола с горизонтальной выработкой»,True,,EXCLUDED,CLASSIFICATION: крепь сопряжений по категориям
EV-VN-S037-0595,engineering_rule,VKM-SRC-037,95,"§6.5, с. 188",True,,EXCLUDED,TECHNOLOGY_RULE: балки на скользящих опорах
EV-VN-S037-0598,formula,VKM-SRC-037,95,с. 189,True,MM-ROOF-002,MAPPED,
EV-VN-S037-0601,engineering_rule,VKM-SRC-037,96,Рис. 6.9 «Типы крепи горизонтальных горных выработок»,True,,EXCLUDED,CLASSIFICATION: типы крепи
EV-VN-S037-0603,engineering_rule,VKM-SRC-037,96,"§6.6, с. 190",True,,EXCLUDED,TECHNOLOGY_RULE: «сосулька» в кровле
EV-VN-S037-0604,formula,VKM-SRC-037,96,с. 190 (формула без номера),True,MM-ROOF-002,MAPPED,
EV-VN-S037-0605,formula,VKM-SRC-037,98,"с. 194, формула (6.5) в примере 1 (определение (6.5) — в §6.2, вне чанка)",True,MM-ROOF-002,MAPPED,
EV-VN-S037-0606,formula,VKM-SRC-037,98,"с. 194, формула (6.7) в примере 2 (определение (6.7) — в §6.2, вне чанка)",True,MM-ROOF-002,MAPPED,
EV-VN-S037-0620,formula,VKM-SRC-037,99,"§6.7, с. 197 (условие НЗНД)",True,MM-STR-006,MAPPED,
EV-VN-S037-0630,engineering_rule,VKM-SRC-037,102,"§6.8, с. 202",True,,EXCLUDED,DESIGN_RULE: камеры у ствола (≥2D)
EV-VN-S037-0631,formula,VKM-SRC-037,102,"§6.9.1, формулы (6.9), (6.10)",True,MM-ROOF-013,MAPPED,
EV-VN-S037-0632,formula,VKM-SRC-037,103,"§6.9.1, формула (6.11)",True,MM-ROOF-013,MAPPED,
EV-VN-S037-0637,formula,VKM-SRC-037,103,"§6.9.1, формулы (6.12)–(6.14), табл. 6.8",True,MM-ROOF-014,MAPPED,
EV-VN-S037-0641,engineering_rule,VKM-SRC-037,104,§6.9.2,True,,EXCLUDED,SITING_RULE: сопряжения в монолитных породах
EV-VN-S037-0642,formula,VKM-SRC-037,104,"§6.9.2, с. 207, h=0,7Lр и (6.15)",True,MM-ROOF-003;MM-ROOF-007,MAPPED,
EV-VN-S037-0643,formula,VKM-SRC-037,104,"§6.9.2, формула (6.16)",True,MM-ROOF-015,MAPPED,
EV-VN-S037-0646,engineering_rule,VKM-SRC-037,105,"§6.9.2, с. 208, рис. 6.19–6.22",True,MM-ROOF-015,MAPPED,
EV-VN-S037-0649,formula,VKM-SRC-037,105,"§6.9.3, формула (6.17)",True,MM-ROOF-016,MAPPED,
EV-VN-S037-0652,engineering_rule,VKM-SRC-037,106,"§6.9.3, формула (6.18)",True,MM-ROOF-016,MAPPED,
EV-VN-S037-0654,formula,VKM-SRC-037,107,"§6.10.1, формула (6.19), табл. 6.11",True,MM-ROOF-017,MAPPED,
EV-VN-S037-0656,formula,VKM-SRC-037,107,"§6.10.1, формулы (6.20), (6.21)",True,MM-ROOF-004;MM-STR-005,MAPPED,
EV-VN-S037-0664,formula,VKM-SRC-037,108,"§6.10.1, формулы (6.22), (6.23), табл. 6.14",True,MM-ROOF-012,MAPPED,
EV-VN-S037-0667,engineering_rule,VKM-SRC-037,108,"§6.10.1, с. 215",True,MM-ROOF-004,MAPPED,
EV-VN-S037-0670,formula,VKM-SRC-037,108,"§6.10.1, формулы (6.24), (6.25)",True,MM-ROOF-003;MM-ROOF-017,MAPPED,
EV-VN-S037-0672,formula,VKM-SRC-037,109,"§6.10.1, формула (6.26)",True,MM-ROOF-005,MAPPED,
EV-VN-S037-0677,formula,VKM-SRC-037,109,"§6.10.1, формула (6.27)",True,MM-ROOF-017,MAPPED,
EV-VN-S037-0678,engineering_rule,VKM-SRC-037,110,"§6.10.1, с. 218",True,MM-ROOF-017,MAPPED,
EV-VN-S037-0688,formula,VKM-SRC-037,111,"§6.10.2, формула (6.28), табл. 6.19",True,MM-ROOF-018,MAPPED,
EV-VN-S037-0692,formula,VKM-SRC-037,112,"§6.10.3, формулы (6.29), (6.30)",True,MM-ROOF-019,MAPPED,
EV-VN-S037-0696,engineering_rule,VKM-SRC-037,114,"§6.10.3, формулы (6.31)–(6.32)",True,MM-ROOF-019,MAPPED,
EV-VN-S037-0697,engineering_rule,VKM-SRC-037,114,Табл. 6.20 «Высота зоны возможного обрушения пород кровли при сроке службы выработки до 5 лет»,True,MM-ROOF-019,MAPPED,
EV-VN-S037-0699,formula,VKM-SRC-037,115,"§6.10.3, формулы (6.33)–(6.38), табл. 6.21–6.22",True,MM-SUPPORT-001,MAPPED,
EV-VN-S037-0702,formula,VKM-SRC-037,116,"§6.10.3, формулы (6.39)–(6.42)",True,MM-SUPPORT-001,MAPPED,
EV-VN-S037-0708,formula,VKM-SRC-037,118,"§6.10.4, формула Hпр=H·Kс и (6.43)",True,MM-ROOF-012,MAPPED,
EV-VN-S037-0712,engineering_rule,VKM-SRC-037,119,"§6.10.4, (6.44)–(6.46)",True,MM-ROOF-018,MAPPED,
EV-VN-S037-0713,formula,VKM-SRC-037,119,"§6.10.4, формулы Lэ=2S/p, (6.47)–(6.53)",True,MM-ROOF-014,MAPPED,
EV-VN-S037-0716,formula,VKM-SRC-037,120,"§6.10.4, формула (6.54)",True,MM-ROOF-012,MAPPED,
EV-VN-S037-0730,formula,VKM-SRC-037,121,"§6.10.4, пример: длина анкеров",True,MM-SUPPORT-001,MAPPED,
EV-VN-S037-0732,formula,VKM-SRC-037,121,"§6.10.4 пример: число анкеров и расстояние до 2-го ряда, ф. (6.50)-(6.52)",True,MM-SUPPORT-001,MAPPED,
EV-VN-S037-0733,formula,VKM-SRC-037,121,§6.10.4 пример: время устойчивого состояния сечения сопряжения по ф. (6.28),True,MM-ROOF-018,MAPPED,
EV-VN-S037-0736,formula,VKM-SRC-037,122,"§6.10.5, ф. (6.55)",True,MM-ROOF-020,MAPPED,
EV-VN-S037-0737,formula,VKM-SRC-037,122,"§6.10.5, ф. (6.56), (6.57)",True,MM-ROOF-020,MAPPED,
EV-VN-S037-0743,formula,VKM-SRC-037,122,"§7.1.1, ф. (7.1)–(7.4)",True,MM-ECON-001,MAPPED,
EV-VN-S037-0759,formula,VKM-SRC-037,127,"Табл. 7.9, ф. (7.5)–(7.18): регрессии производительности комбайновых комплексов",True,MM-MINE-003,MAPPED,
EV-VN-S037-0770,formula,VKM-SRC-037,130,"§7.3.1, ф. (7.19)",True,MM-ECON-001,MAPPED,
EV-VN-S037-0771,formula,VKM-SRC-037,131,"§7.3.1, ф. (7.20), (7.21); рис. 7.10 граф трудоемкости",True,MM-ECON-001,MAPPED,
EV-VN-S037-0772,formula,VKM-SRC-037,132,"§7.3.1, экономико-математическая модель (7.22)–(7.27)",True,MM-ECON-001,MAPPED,
EV-VN-S037-0774,engineering_rule,VKM-SRC-037,133,"§7.3.1, п. 1",True,,EXCLUDED,SEQUENCING_RULE: опережение вышележащих пластов (качественно)
EV-VN-S037-0791,formula,VKM-SRC-037,137,"§8.1.1, ф. (8.1)–(8.4)",True,MM-MINE-004,MAPPED,
EV-VN-S037-0792,formula,VKM-SRC-037,138,"§8.1.1, ф. (8.5)–(8.15); рис. 8.1",True,MM-MINE-004,MAPPED,
EV-VN-S037-0795,formula,VKM-SRC-037,139,"§8.1.1, ф. (8.16)–(8.21); табл. 8.1 «Расчетные формулы для определения показателей работы комбайнового комплекса»",True,MM-MINE-004,MAPPED,
EV-VN-S037-0796,formula,VKM-SRC-037,140,"§8.1.2, ф. (8.22), (8.23)",True,MM-MINE-004,MAPPED,
EV-VN-S037-0798,formula,VKM-SRC-037,140,"§8.1.3, ф. (8.24)–(8.32)",True,MM-MINE-004,MAPPED,
EV-VN-S037-0799,formula,VKM-SRC-037,141,"§8.1.3, ф. (8.33); рис. 8.2",True,MM-MINE-004,MAPPED,
EV-VN-S037-0801,formula,VKM-SRC-037,141,"§8.1.4, ф. (8.34)–(8.40)",True,MM-MINE-004,MAPPED,
EV-VN-S037-0802,formula,VKM-SRC-037,142,"§8.1.4, ф. (8.41)–(8.52)",True,MM-MINE-004,MAPPED,
EV-VN-S037-0803,formula,VKM-SRC-037,142,"§8.1.5–8.1.6, ф. (8.53)–(8.58)",True,MM-MINE-004,MAPPED,
EV-VN-S037-0806,formula,VKM-SRC-037,143,"§8.1.7, ф. (8.59)–(8.61) и таблица k_v",True,MM-MINE-004,MAPPED,
EV-VN-S037-0810,formula,VKM-SRC-037,145,"§8.1.7, ф. (8.62)",True,MM-MINE-004,MAPPED,
EV-VN-S037-0821,formula,VKM-SRC-037,148,"§8.2.1, ф. (8.63)–(8.69); табл. 8.8",True,MM-BLAST-001,MAPPED,
EV-VN-S037-0833,formula,VKM-SRC-037,151,формула (8.70),True,MM-BLAST-001,MAPPED,
EV-VN-S037-0835,formula,VKM-SRC-037,151,формулы (8.71)-(8.76),True,MM-BLAST-001,MAPPED,
EV-VN-S037-0836,engineering_rule,VKM-SRC-037,151,"§8.2.3, к (8.73)",True,MM-BLAST-001,MAPPED,
EV-VN-S037-0843,engineering_rule,VKM-SRC-037,152,"§8.2.4, сноска *",True,,EXCLUDED,DESIGN_LIMIT: ≤600 кг ВВ под городской застройкой
EV-VN-S037-0846,formula,VKM-SRC-037,153,формулы (8.79)-(8.82),True,MM-VENT-002,MAPPED,
EV-VN-S037-0848,formula,VKM-SRC-037,154,формулы к (8.82)-(8.85); Табл. 8.12,True,MM-VENT-002,MAPPED,
EV-VN-S037-0849,engineering_rule,VKM-SRC-037,155,"§8.3.1, выбор ГВУ",True,,EXCLUDED,EQUIPMENT_RULE: выбор ГВУ по депрессии
EV-VN-S037-0853,formula,VKM-SRC-037,156,"формулы (8.86)-(8.99); табл. 8.14, 8.15; рис. 8.6-8.8",True,MM-VENT-002,MAPPED,
EV-VN-S037-0858,engineering_rule,VKM-SRC-037,160,§8.3.3,True,MM-VENT-002,MAPPED,
EV-VN-S037-0861,formula,VKM-SRC-037,160,"формулы (8.100), (8.101)",True,MM-VENT-002,MAPPED,
EV-VN-S037-0865,formula,VKM-SRC-037,161,формулы (8.102)-(8.104),True,MM-VENT-002,MAPPED,
EV-VN-S037-0870,formula,VKM-SRC-037,162,формулы (8.105)-(8.110),True,MM-VENT-002,MAPPED,
EV-VN-S037-0874,formula,VKM-SRC-037,163,формулы (8.111)-(8.122); табл. 8.24,True,MM-VENT-002,MAPPED,
EV-VN-S037-0878,engineering_rule,VKM-SRC-037,166,§8.4 (вводная),True,MM-PILLAR-003,MAPPED,
EV-VN-S037-0880,engineering_rule,VKM-SRC-037,166,§8.4.1,True,MM-PILLAR-003,MAPPED,
EV-VN-S037-0881,formula,VKM-SRC-037,166,"формулы (8.123), (8.124)",True,MM-PILLAR-001,MAPPED,
EV-VN-S037-0884,formula,VKM-SRC-037,166,формула (8.125),True,MM-PILLAR-002,MAPPED,
EV-VN-S037-0892,formula,VKM-SRC-037,167,"формулы (8.126), (8.127)",True,MM-STR-003;MM-PILLAR-002,MAPPED,
EV-VN-S037-0898,formula,VKM-SRC-037,167,формула (8.128),True,MM-PILLAR-003,MAPPED,
EV-VN-S037-0900,engineering_rule,VKM-SRC-037,167,§8.4.2,True,MM-PILLAR-004,MAPPED,
EV-VN-S037-0902,rheology_law,VKM-SRC-037,168,Рис. 8.13 б,True,MM-PILLAR-004,MAPPED,
EV-VN-S037-0905,formula,VKM-SRC-037,168,"§8.4.2, рис. 8.14",True,MM-PILLAR-004,MAPPED,
EV-VN-S037-0906,subsidence_method,VKM-SRC-037,168,"§8.4.2, рис. 8.14",True,MM-PILLAR-004,MAPPED,
EV-VN-S037-0907,engineering_rule,VKM-SRC-037,168,§8.4.3,True,MM-ROOF-021,MAPPED,
EV-VN-S037-0909,formula,VKM-SRC-037,168,формула (8.129),True,MM-ROOF-007;MM-ROOF-021,MAPPED,
EV-VN-S037-0910,formula,VKM-SRC-037,168,формула (8.130),True,MM-ROOF-021;MM-STRESS-001,MAPPED,
EV-VN-S037-0913,rheology_law,VKM-SRC-037,169,Рис. 8.15 б,True,MM-ROOF-021,MAPPED,
EV-VN-S037-0914,formula,VKM-SRC-037,169,формула (8.131),True,MM-ROOF-021,MAPPED,
EV-VN-S037-0916,formula,VKM-SRC-037,169,формулы (8.132)-(8.134),True,MM-ROOF-021,MAPPED,
EV-VN-S037-0918,subsidence_method,VKM-SRC-037,169,§8.4.3 (кровля),True,MM-ROOF-021,MAPPED,
EV-VN-S037-0924,subsidence_method,VKM-SRC-037,169,§8.5.1,True,MM-SUBS-010,MAPPED,
EV-VN-S037-0925,formula,VKM-SRC-037,169,формула (8.135),True,MM-SUBS-015,MAPPED,
EV-VN-S037-0926,formula,VKM-SRC-037,170,формула (8.136),True,MM-SUBS-015,MAPPED,
EV-VN-S037-0930,formula,VKM-SRC-037,170,формула (8.137),True,MM-SUBS-012,MAPPED,
EV-VN-S037-0933,formula,VKM-SRC-037,170,"§8.5.1, методика типовых кривых; (8.138)-(8.142)",True,MM-SUBS-010,MAPPED,
EV-VN-S037-0935,subsidence_method,VKM-SRC-037,170,Табл. 8.26,True,MM-SUBS-017,MAPPED,
EV-VN-S037-0939,engineering_rule,VKM-SRC-037,171,§8.5.2 п.1-2; (8.143),True,MM-WPS-003,MAPPED,
EV-VN-S037-0940,formula,VKM-SRC-037,171,формула (8.143),True,MM-WPS-003,MAPPED,
EV-VN-S037-0942,engineering_rule,VKM-SRC-037,171,§8.5.2 п.2,True,MM-WPS-003,MAPPED,
EV-VN-S037-0944,formula,VKM-SRC-037,171,формула (8.144),True,MM-WPS-004,MAPPED,
EV-VN-S037-0947,subsidence_method,VKM-SRC-037,171,Табл. 8.27,True,MM-SUBS-017,MAPPED,
EV-VN-S037-0951,formula,VKM-SRC-037,172,формула (8.145),True,MM-WPS-005,MAPPED,
EV-VN-S037-0952,engineering_rule,VKM-SRC-037,172,§8.5.2 п.7 а)-е),True,MM-WPS-004,MAPPED,
EV-VN-S037-0954,formula,VKM-SRC-037,172,формула (8.146),True,MM-WPS-004,MAPPED,
EV-VN-S037-0955,formula,VKM-SRC-037,172,формула (8.147),True,MM-WPS-006,MAPPED,
EV-VN-S037-0959,formula,VKM-SRC-037,173,формулы (8.148)-(8.157),True,MM-BACKFILL-005,MAPPED,
EV-VN-S037-0964,formula,VKM-SRC-037,174,формулы (8.158)-(8.160),True,MM-BACKFILL-005,MAPPED,
EV-VN-S037-0969,formula,VKM-SRC-037,175,формулы (8.161)-(8.164),True,MM-BACKFILL-005,MAPPED,
EV-VN-S037-0972,formula,VKM-SRC-037,176,формулы (8.165)-(8.179),True,MM-BACKFILL-005,MAPPED,
EV-VN-S037-0978,formula,VKM-SRC-037,179,формулы (8.180)-(8.182),True,MM-HYDTR-001,MAPPED,
EV-VN-S037-0982,formula,VKM-SRC-037,180,формулы (8.183)-(8.191),True,MM-HYDTR-001,MAPPED,
EV-VN-S037-1010,formula,VKM-SRC-037,181,"формула (8.192), с.361",True,MM-HYDTR-001,MAPPED,
EV-VN-S037-1011,formula,VKM-SRC-037,181,"формула (8.193), с.361",True,MM-HYDTR-001,MAPPED,
EV-VN-S037-1013,formula,VKM-SRC-037,182,"формула (8.194), с.362",True,MM-HYDTR-001,MAPPED,
EV-VN-S037-1014,formula,VKM-SRC-037,182,"формула (8.195), с.362",True,MM-HYDTR-001,MAPPED,
EV-VN-S037-1016,formula,VKM-SRC-037,182,"§8.6.4, формула (8.196), с.362; рис. 8.23",True,MM-BACKFILL-006,MAPPED,
EV-VN-S037-1019,formula,VKM-SRC-037,182,"формула (8.197), с.363",True,MM-BACKFILL-006,MAPPED,
EV-VN-S037-1020,formula,VKM-SRC-037,182,"формула (8.198), с.363",True,MM-BACKFILL-006,MAPPED,
EV-VN-S037-1022,formula,VKM-SRC-037,182,"формула (8.199), с.363",True,MM-BACKFILL-006,MAPPED,
EV-VN-S037-1024,formula,VKM-SRC-037,183,"формула (8.200), с.364",True,MM-BACKFILL-006,MAPPED,
EV-VN-S037-1027,formula,VKM-SRC-037,183,"§8.6.5, формула (8.201), с.364; рис. 8.24",True,MM-BACKFILL-004,MAPPED,
EV-VN-S037-1028,formula,VKM-SRC-037,183,"формула (8.202), с.365",True,MM-BACKFILL-004,MAPPED,
EV-VN-S037-1035,formula,VKM-SRC-037,183,"формула (8.203), с.365",True,MM-BACKFILL-004,MAPPED,
EV-VN-S037-1036,formula,VKM-SRC-037,183,"формула (8.204), с.365; рис. 8.25",True,MM-BACKFILL-004,MAPPED,
EV-VN-S037-1037,formula,VKM-SRC-037,183,"формула (8.205), с.365",True,MM-BACKFILL-004,MAPPED,
EV-VN-S037-1040,formula,VKM-SRC-037,184,"формулы (8.206)-(8.208), с.366",True,MM-BACKFILL-004,MAPPED,
EV-VN-S037-1041,formula,VKM-SRC-037,184,"формула (8.209), с.366",True,MM-BACKFILL-004,MAPPED,
EV-VN-S037-1042,formula,VKM-SRC-037,184,"формула (8.210), с.366",True,MM-BACKFILL-004,MAPPED,
EV-VN-S037-1043,formula,VKM-SRC-037,184,"формула (8.211), с.366",True,MM-BACKFILL-004,MAPPED,
EV-VN-S037-1044,formula,VKM-SRC-037,184,"формулы (8.212), (8.213), с.367",True,MM-BACKFILL-004,MAPPED,
EV-VN-S037-1045,formula,VKM-SRC-037,184,"формулы (8.214), (8.215), с.367",True,MM-BACKFILL-003,MAPPED,
EV-VN-S037-1049,formula,VKM-SRC-037,185,"§8.6.6, формула (8.216), с.369",True,MM-BACKFILL-001,MAPPED,
EV-VN-S037-1062,engineering_rule,VKM-SRC-037,186,"§8.6.7, с.371",True,,EXCLUDED,ANALOGUE_RULE: размеры перемычек по аналогии с плотинами
EV-VN-S037-1063,engineering_rule,VKM-SRC-037,187,"§8.6.7, с.372",True,,EXCLUDED,TECHNOLOGY_RULE: намыв перемычек
EV-VN-S037-1070,engineering_rule,VKM-SRC-037,187,"§8.6.7, с.373",True,,EXCLUDED,SITING_RULE: шламовый горизонт у границ поля
EV-VN-S037-1084,engineering_rule,VKM-SRC-037,189,"§8.6.7, с.376",True,,EXCLUDED,USAGE_RULE: плотность шламового массива — по натурному опробованию
EV-VN-S037-1085,formula,VKM-SRC-037,189,"формулы (8.217), (8.218), с.376",True,MM-BACKFILL-001,MAPPED,
EV-VN-S037-1086,formula,VKM-SRC-037,189,"формулы (8.219), (8.220), с.376",True,MM-BACKFILL-001,MAPPED,
EV-VN-S037-1088,formula,VKM-SRC-037,189,"формулы (8.221)-(8.224), с.377",True,MM-BACKFILL-001,MAPPED,
EV-VN-S037-1089,formula,VKM-SRC-037,189,"формулы (8.225)-(8.227), с.377",True,MM-BACKFILL-001,MAPPED,
EV-VN-S037-1094,formula,VKM-SRC-037,190,"формулы (8.228), (8.229), с.379",True,MM-GEOL-008,MAPPED,
EV-VN-S037-1095,formula,VKM-SRC-037,190,"формула (8.230), с.379",True,MM-GEOL-008,MAPPED,
EV-VN-S037-1096,subsidence_method,VKM-SRC-037,190,"§8.7.2, с.379, рис. 8.31",True,MM-GEOL-008,MAPPED,
EV-VN-S037-1099,engineering_rule,VKM-SRC-037,191,"§8.7.2, с.380",True,MM-GEOL-008,MAPPED,
EV-VN-S037-1100,formula,VKM-SRC-037,191,"формула (8.231), с.380",True,MM-GEOL-008,MAPPED,
EV-VN-S037-1105,formula,VKM-SRC-037,191,"формулы (8.232)-(8.235), с.381",True,MM-MINE-005,MAPPED,
EV-VN-S037-1106,formula,VKM-SRC-037,191,"формула (8.236), с.381-383",True,MM-MINE-005,MAPPED,
EV-VN-S037-1107,formula,VKM-SRC-037,192,"Табл. 8.30, с.382",True,MM-MINE-005,MAPPED,
EV-VN-S037-1109,formula,VKM-SRC-037,192,"Табл. 8.31, с.382",True,MM-MINE-005,MAPPED,
EV-VN-S037-1110,formula,VKM-SRC-037,192,"Табл. 8.32, с.383",True,MM-MINE-005,MAPPED,
EV-VN-S037-1111,formula,VKM-SRC-037,192,"формулы (8.237), (8.238), с.383",True,MM-MINE-005,MAPPED,
EV-VN-S037-1114,formula,VKM-SRC-037,193,"формула (8.239), с.384",True,MM-GEOL-009,MAPPED,
EV-VN-S037-1117,formula,VKM-SRC-037,193,"формула (8.240), с.384",True,MM-GEOL-008,MAPPED,
EV-VN-S037-1118,formula,VKM-SRC-037,193,"формулы (8.241)-(8.244), с.385",True,MM-MINE-002,MAPPED,
EV-VN-S037-1123,formula,VKM-SRC-037,194,"формулы (8.245)-(8.250), с.386",True,MM-MINE-002,MAPPED,
EV-VN-S037-1124,formula,VKM-SRC-037,194,"формулы (8.251)-(8.256), с.387",True,MM-MINE-002,MAPPED,
EV-VN-S037-1128,engineering_rule,VKM-SRC-037,195,"§8.7.6, Пример 1, с.388",True,,EXCLUDED,"DESIGN_EXAMPLE: защитный слой 0,6 м (пример)"
EV-VN-S037-1137,formula,VKM-SRC-037,198,"формулы (8.257), (8.258), с.394",True,MM-ECON-002,MAPPED,
EV-VN-S037-1138,formula,VKM-SRC-037,198,"формулы (8.259)-(8.261), с.394",True,MM-ECON-002,MAPPED,
EV-VN-S037-1139,formula,VKM-SRC-037,198,"Табл. 8.35, с.395",True,MM-GEOL-010,MAPPED,
EV-VN-S037-1143,formula,VKM-SRC-037,199,"формула (8.262), с.396",True,MM-ECON-002,MAPPED,
EV-VN-S037-1152,formula,VKM-SRC-037,201,"Табл. 8.38 (формулы в графе показателей), с.400",True,MM-ECON-002,MAPPED,
EV-VN-S037-1154,formula,VKM-SRC-037,202,"формулы (8.263), (8.264), с.402",True,MM-ECON-002,MAPPED,
EV-VN-S037-1157,formula,VKM-SRC-037,202,"формулы (8.265)-(8.271), с.403",True,MM-MINE-002,MAPPED,
EV-VN-S037-1165,engineering_rule,VKM-SRC-037,204,"Табл. 8.39, примечание, с.406",True,,EXCLUDED,"DESIGN_EXAMPLE: защитная пачка 0,5 м (БКПРУ-2)"
EV-VN-S037-1181,engineering_rule,VKM-SRC-037,209,"гл. 9, §9.x бункеры-перегружатели; бункер БПС-22 (рис. 9.8)",True,,EXCLUDED,EQUIPMENT_LIMIT: размеры выработок для БПС-22
EV-VN-S037-1201,engineering_rule,VKM-SRC-037,220,"гл. 9, погрузочные машины 1ПНБ-2, 2ПНБ-2, ПНБ-3Д2 (рис. 9.23), тех. характеристики с. 439-441",True,,EXCLUDED,EQUIPMENT_LIMIT: размеры выработок для погрузочных машин
EV-VN-S037-1239,formula,VKM-SRC-037,232,"Приложение, рис. П.16 «Аэродинамические характеристики вентиляторной установки ВЦД-47У»",True,MM-VENT-001,MAPPED,
EV-VN-S038-0013,formula,VKM-SRC-038,2,Таблица (без номера) «новые» параметры отработки пласта В,True,MM-DISS-001,MAPPED,
EV-VN-S038-0015,subsidence_method,VKM-SRC-038,2,с. 241–242,True,MM-DISS-001,MAPPED,
EV-VN-S038-0016,formula,VKM-SRC-038,2,"с. 241, конец 2-й колонки",True,MM-DISS-001,MAPPED,
EV-VN-S038-0017,rheology_law,VKM-SRC-038,3,"с. 242, 1-я колонка (метод переменных модулей)",True,MM-CREEP-012,MAPPED,
EV-VN-S038-0018,formula,VKM-SRC-038,3,"с. 242, 1-я колонка",True,MM-CREEP-012,MAPPED,
EV-VN-S038-0024,formula,VKM-SRC-038,4,формула (1),True,MM-WPS-008,MAPPED,
EV-VN-S038-0025,formula,VKM-SRC-038,4,после формулы (1),True,MM-WPS-008,MAPPED,
EV-VN-S038-0026,formula,VKM-SRC-038,4,"с. 243, 1-я колонка (итерационная корректировка)",True,MM-WPS-008,MAPPED,
EV-VN-S038-0029,subsidence_method,VKM-SRC-038,4,с. 243–245,True,MM-GEOMECH-004,MAPPED,
EV-VN-S038-0034,engineering_rule,VKM-SRC-038,6,с. 245,True,MM-OBS-002,MAPPED,
EV-VN-S038-0036,engineering_rule,VKM-SRC-038,6,с. 245,True,MM-OBS-002,MAPPED,
EV-VN-S039-0007,subsidence_method,VKM-SRC-039,2,с. 58 (постановка модели),True,MM-GEOMECH-004,MAPPED,
EV-VN-S039-0012,engineering_rule,VKM-SRC-039,3,"с. 59, 1-й абзац",True,MM-SUBS-018,MAPPED,
EV-VN-S039-0014,formula,VKM-SRC-039,3,"с. 59, 2-й абзац",True,MM-SUBS-019,MAPPED,
EV-VN-S040-0006,engineering_rule,VKM-SRC-040,5,Введение,True,,EXCLUDED,SAFETY_RULE: визуальный осмотр крепи стволов (ЕПБ)
EV-VN-S040-0042,engineering_rule,VKM-SRC-040,14,§1.1,True,,EXCLUDED,CONTEXT: Указания 2004 основаны на петротектонической концепции (без уравнения)
EV-VN-S040-0052,engineering_rule,VKM-SRC-040,17,§1.1,True,,EXCLUDED,PRINCIPLE: сохранность ВЗТ и герметичность крепи стволов (без уравнения; → PHYSICS_CAUSAL)
EV-VN-S040-0097,engineering_rule,VKM-SRC-040,35,§1.3,True,,EXCLUDED,PRINCIPLE: главный критерий безопасности — сохранность ВЗТ (без уравнения)
EV-VN-S040-0105,engineering_rule,VKM-SRC-040,37,§1.3.1,True,,EXCLUDED,PROCEDURE: комплекс геофизических исследований ВЗТ по инструкции Уралкалия [18]
EV-VN-S040-0165,formula,VKM-SRC-040,71,§2.2.5 p.71,True,MM-GPR-001,MAPPED,
EV-VN-S040-0199,engineering_rule,VKM-SRC-040,88,§3.1 p.88,True,,EXCLUDED,SURVEY_RULE: прижим антенны ГРЛ
EV-VN-S040-0209,engineering_rule,VKM-SRC-040,93,§3.1 p.93,True,,EXCLUDED,SURVEY_RULE: очистка штыба перед ГРЛ/УЗТ
EV-VN-S040-0243,engineering_rule,VKM-SRC-040,106,выводы по опытным работам в стволе,True,,EXCLUDED,"SURVEY_RULE: ГРЛ крепи ствола (одометр, соляная корка)"
EV-VN-S040-0253,engineering_rule,VKM-SRC-040,111,§3.5 Георадиолокационные исследования,True,,EXCLUDED,SURVEY_RULE: схема профилей ГРЛ ≤ 1 м
EV-VN-S040-0256,engineering_rule,VKM-SRC-040,112,§3.5,True,,EXCLUDED,"SURVEY_RULE: привязка расстояний, профили ≤ 10 м"
EV-VN-S040-0264,engineering_rule,VKM-SRC-040,114,§3.5 Ультразвуковые исследования,True,,EXCLUDED,SURVEY_RULE: УЗ-томография крепи (сетка 200×100 мм)
EV-VN-S040-0274,formula,VKM-SRC-040,118,§4.1 (p118-119),True,MM-GPR-001,MAPPED,
EV-VN-S040-0318,formula,VKM-SRC-040,130,Рис. 4.14 (equations printed on figure only),True,MM-GPR-003,MAPPED,
EV-VN-S040-0320,formula,VKM-SRC-040,131,Рис. 4.15 (equations on figure) + text p131,True,MM-GPR-003,MAPPED,
EV-VN-S040-0346,engineering_rule,VKM-SRC-040,137,§5.1,True,,EXCLUDED,SAFETY_RULE: запрет работ в выработках с заколами
EV-VN-S040-0351,engineering_rule,VKM-SRC-040,139,§5.1,True,,EXCLUDED,SURVEY_RULE: технология ГРЛ кровли требует опробования
EV-VN-S040-0353,engineering_rule,VKM-SRC-040,139,§5.2,True,,EXCLUDED,PROCEDURE: контроль МКЦ опробованием и расчётом нагрузки (без уравнения; см. MM-PILLAR-010)
EV-VN-S040-0366,engineering_rule,VKM-SRC-040,142,§5.3,True,,EXCLUDED,DESIGN_RULE: варианты паспорта по коржам (нормативы не приведены)
EV-VN-S040-0367,engineering_rule,VKM-SRC-040,142,§5.3,True,,EXCLUDED,"ANALOGUE_RULE: Канада — соляная балка ≥ 0,5–1 м под глиной (OTHER_POTASH_SITE; → MINING/GEOLOGY)"
EV-VN-S041-0019,formula,VKM-SRC-041,3,формула (1),True,MM-GPR-001,MAPPED,
EV-VN-S041-0020,formula,VKM-SRC-041,3,формула (2),True,MM-GPR-001,MAPPED,
