entity_id,name,aliases,level,entity_type_as_source,parent_id,parent_level,parent_allowed_by_schema,also_within,site_scope,mine_attribution,attribution_status,location_evidence,dimensions_as_printed,schema_note,stream_overlap,node_basis,superseded_by,borehole_id,n_source_records,source_ids,locators,vn_ids,existing_evidence_ids,status,evidence_type,scope,scale,confidence,extraction_method,quote_check,notes
MF:SKRU1,Шахтное поле СКРУ-1,,mine_field,шахтное поле,MINE:SKRU1,mine,YES,GEO:RUDNICHNY_DOME,SKRU1,СКРУ-1,TEXT_CONFIRMED,"сводовая часть Соликамской брахиантиклинали, центральная часть Соликамского участка (SRC-014 p28; SRC-020 p12; SRC-037 p19); «15 Рудничный купол (шахтное поле СКРУ-1)» (SRC-011 p22); полигоны на OSM-подложке SRC-023 Рис.13б (Соликамск, Новая Рубцова; западная граница — берег Камского водохранилища)","6,5 км (меридиональное) × 6,2 км (широтное) — как напечатано (SRC-014 p28; SRC-037 p19)",,,SOURCE_STATED,,,15,VKM-SRC-014;VKM-SRC-037;VKM-SRC-020;VKM-SRC-023;VKM-SRC-025;VKM-SRC-002,"VKM-SRC-014 pdf p.28 (printed 28); §2.1 || VKM-SRC-037 pdf p.19 (printed 36); §1.3.1, СКПРУ-1 || VKM-SRC-020 pdf p.12 (printed 12); §1.2.1 || VKM-SRC-023 pdf p.41 (printed 41); Рис.13а,б (image15.png), rendered p.41 || VKM-SRC-025 pdf p.163 (printed 163); §6.3, с.163 || VKM-SRC-014 pdf p.78 (printed 78); Рис. 3.1 || VKM-SRC-014 pdf p.81 (printed 81); §3.1 || VKM-SRC-023 pdf p.97 (printed 97); rendered p.97; Рис. 50а (media/image56.jpeg) || VKM-SRC-002 pdf p.14; слайд 14, карта — оверлей горного плана || VKM-SRC-014 pdf p.70 (printed 70); §2.8, Рис. 2.24 || VKM-SRC-014 pdf p.79 (printed 79); Рис. 3.2 || VKM-SRC-014 pdf p.80 (printed 80); Рис. 3.3 || VKM-SRC-037 pdf p.37 (printed 72-73); рис. 2.7 а (пласт Красный-II) || VKM-SRC-037 pdf p.37 (printed 72); рис. 2.7 б (пласт АБ) || VKM-SRC-037 pdf p.37 (printed 73); рис. 2.7 в (пласты Вс и Вк)",EV-VN-S014-0335;EV-VN-S037-0198;EV-VN-S020-0108;EV-VN-S023-0209;EV-VN-S025-0880;EV-VN-S014-0458;EV-VN-S014-0538;EV-VN-S023-0446;EV-VN-S002-0028;EV-VN-S014-0443;EV-VN-S014-0460;EV-VN-S014-0461;EV-VN-S037-0306;EV-VN-S037-0307;EV-VN-S037-0308,EV-MIN-0113;EV-MIN-0094,FACT,DESCRIPTIVE;DESIGN_VALUE,SKRU1,NOT_APPLICABLE;FIELD;DESIGN,HIGH;MEDIUM;LOW,TEXT_LAYER;OCR_VISUALLY_CONFIRMED;VISUAL_READ,EXACT;NOT_FOUND;FUZZY_64;FUZZY_81;FUZZY_73,"Геометрия контура (полигон, CRS) в корпусе отсутствует; есть только схемы без сетки и полигоны ВКР SRC-023 в локальной СК рудника (ориентация осей не указана)."
MINE:SKRU2,СКРУ-2 (Второй Соликамский рудник),СКПРУ-2; «Южный участок»/«южный рудник» (до ввода),neighbour_mine,рудник,AREA:SOLIKAMSKY,district,YES,AREA:NOVO_SOLIKAMSKY;DIST:SOLIKAMSK;VKM:PART:C,SKRU2,СКРУ-2,TEXT_CONFIRMED,южная часть Соликамской брахиантиклинали; расширен на восток (Ново-Соликамский участок) (SRC-014 p8/p92),,,,SOURCE_STATED,,,5,VKM-SRC-011;VKM-SRC-014;VKM-SRC-020;VKM-SRC-037,"VKM-SRC-011 pdf p.148 (printed 294-295); Прилож. 2, Таблица (с.294) || VKM-SRC-014 pdf p.84 (printed 84); §3.2 || VKM-SRC-014 pdf p.28 (printed 28); §2.1 || VKM-SRC-020 pdf p.13 (printed 13); §1.2.1 || VKM-SRC-037 pdf p.19 (printed 36); §1.3.1, СКПРУ-2",EV-VN-S011-2721;EV-VN-S014-0551;EV-VN-S014-0337;EV-VN-S020-0111;EV-VN-S037-0200,EV-MIN-0095;EV-MIN-0096,FACT,DESCRIPTIVE,SKRU2,NOT_APPLICABLE;FIELD,HIGH,TEXT_LAYER;OCR_VISUALLY_CONFIRMED,NOT_FOUND;FUZZY_67;EXACT,Смежен с СКРУ-1 через междушахтный целик СКРУ-1–СКРУ-2 (SRC-012).
MF:SKRU2,Шахтное поле СКРУ-2,,mine_field,шахтное поле / горный отвод,MINE:SKRU2,neighbour_mine,YES,,SKRU2,СКРУ-2,TEXT_CONFIRMED,,"7120 м (З–В) × 8500 м (С–Ю), 50,4 км² (SRC-014 p84; поле расширено западной частью Ново-Соликамского участка 24,2 км²) vs 6,1 × 7,2 км (SRC-020 p13; SRC-037 p19) — MC-SP-05",,,SOURCE_STATED,,,6,VKM-SRC-014;VKM-SRC-003;VKM-SRC-037,VKM-SRC-014 pdf p.66 (printed 66); Рис. 2.21 || VKM-SRC-014 pdf p.86 (printed 86); Рис. 3.6–3.8 || VKM-SRC-003 pdf p.64 (printed 64); Рис. 3.16; Рис. 3.17 || VKM-SRC-037 pdf p.26 (printed 50); Рис. 1.21 || VKM-SRC-037 pdf p.38 (printed 75); рис. 2.9 а–в (СКПРУ-2) || VKM-SRC-014 pdf p.28 (printed 28); §2.1,EV-VN-S014-0437;EV-VN-S014-0561;EV-VN-S003-0232;EV-VN-S037-0244;EV-VN-S037-0320;EV-VN-S014-0337,,FACT,DESCRIPTIVE;DESIGN_VALUE,SKRU2,NOT_APPLICABLE;FIELD;DESIGN,MEDIUM;LOW;HIGH,VISUAL_READ;TEXT_LAYER,EXACT;NOT_FOUND,
MINE:SKRU3,СКРУ-3 (Третий Соликамский рудник),СКПРУ-3,neighbour_mine,рудник,AREA:NOVO_SOLIKAMSKY,district,YES,DIST:SOLIKAMSK;VKM:PART:C,SKRU3,СКРУ-3,CONFLICTING,Тверитинская мульда; Ново-Соликамский участок (SRC-011 табл.; SRC-014 p8) vs «Соликамский участок (по тексту)» SRC-020,,,,SOURCE_STATED,,,7,VKM-SRC-011;VKM-SRC-014;VKM-SRC-020;VKM-SRC-037;VKM-SRC-025;VKM-SRC-040,"VKM-SRC-011 pdf p.148 (printed 294-295); Прилож. 2, Таблица (с.294) || VKM-SRC-014 pdf p.92 (printed 92); §3.3 || VKM-SRC-014 pdf p.28 (printed 28); §2.1 (pp.28-29) || VKM-SRC-020 pdf p.13 (printed 13); §1.2.1 || VKM-SRC-037 pdf p.19 (printed 36); §1.3.1, СКПРУ-3 || VKM-SRC-025 pdf p.85 (printed 85); Табл. 3.4 || VKM-SRC-040 pdf p.116 (printed 116); §4",EV-VN-S011-2723;EV-VN-S014-0571;EV-VN-S014-0341;EV-VN-S020-0114;EV-VN-S037-0202;EV-VN-S025-0471;EV-VN-S040-0269,EV-MIN-0144,FACT,DESCRIPTIVE,SKRU3,NOT_APPLICABLE;FIELD,HIGH,TEXT_LAYER;OCR_VISUALLY_CONFIRMED,NOT_FOUND;EXACT;FUZZY_62,Смежность с СКРУ-1 в корпусе не установлена; смежен с СКРУ-2 (целик СКРУ-2–СКРУ-3).
MF:SKRU3,Шахтное поле СКРУ-3,,mine_field,шахтное поле,MINE:SKRU3,neighbour_mine,YES,,SKRU3,СКРУ-3,TEXT_CONFIRMED,,"горный отвод ~8,5 км (З–В) × 15,4 км (С–Ю) (SRC-014 p28) vs 8,0 км (С–Ю) × 8,5 км (З–В) (SRC-014 p92); 8,5 (широтн.) × 8 км (меридиан.) (SRC-020 p13; SRC-037 p19) — MC-SP-06",,,SOURCE_STATED,,,5,VKM-SRC-014;VKM-SRC-037;VKM-SRC-025;VKM-SRC-011,"VKM-SRC-014 pdf p.67 (printed 67); Рис. 2.22 || VKM-SRC-014 pdf p.93 (printed 93); Рис. 3.10–3.13 || VKM-SRC-037 pdf p.39 (printed 77); рис. 2.11 (СКПРУ-3; а — каменная соль; б — Красный-II; в — АБ) || VKM-SRC-025 pdf p.163 (printed 163); §6.3, с.163 || VKM-SRC-011 pdf p.22 (printed 42-43); §1.3.2 Тверитинская мульда",EV-VN-S014-0439;EV-VN-S014-0578;EV-VN-S037-0325;EV-VN-S025-0881;EV-VN-S011-0351,EV-GEO-0098,FACT,DESCRIPTIVE;DESIGN_VALUE,SKRU3,NOT_APPLICABLE;DESIGN,MEDIUM;LOW;HIGH,VISUAL_READ;TEXT_LAYER,EXACT;NOT_FOUND,
MINE:BKPRU1,БКПРУ-1 (Первый Березниковский рудник; затоплен 2006),БКРУ-1; БПКРУ-1 (опечатка),neighbour_mine,рудник,AREA:BEREZNIKOVSKY,district,YES,DIST:BEREZNIKI;VKM:PART:S,BKPRU1,БКПРУ-1,CONFLICTING,"Березниковский участок (SRC-011; SRC-020) vs SRC-037 Рис.1.1 (визуально, LOW): «БКРУ-1 — участок 5 (Быгельско-Троицкий)»",,,,SOURCE_STATED,,,3,VKM-SRC-011;VKM-SRC-020;VKM-SRC-037,"VKM-SRC-011 pdf p.148 (printed 294-295); Прилож. 2, Таблица (с.294) || VKM-SRC-020 pdf p.12 (printed 12); §1.2.1 || VKM-SRC-037 pdf p.17 (printed 33); §1.3.1, БКПРУ-1",EV-VN-S011-2715;EV-VN-S020-0103;EV-VN-S037-0188,,FACT,DESCRIPTIVE,BKPRU1,NOT_APPLICABLE;FIELD,HIGH,TEXT_LAYER;OCR_VISUALLY_CONFIRMED,NOT_FOUND;EXACT;FUZZY_75,Не сосед СКРУ-1; уровень neighbour_mine использован для «другого рудника ВКМ» (SpatialLevel не различает).
MF:BKPRU1,Шахтное поле БКПРУ-1,,mine_field,шахтное поле,MINE:BKPRU1,neighbour_mine,YES,,BKPRU1,БКПРУ-1,TEXT_CONFIRMED,,,,,SOURCE_STATED,,,3,VKM-SRC-037;VKM-SRC-011;VKM-SRC-020,"VKM-SRC-037 pdf p.34 (printed 66-67); рис. 2.1 (а — КрII, б — АБ, в — Вк) || VKM-SRC-011 pdf p.26 (printed 50-51); Рис. 1.40 || VKM-SRC-020 pdf p.12 (printed 12); §1.2.1",EV-VN-S037-0277;EV-VN-S011-0471;EV-VN-S020-0103,,FACT,DESCRIPTIVE,BKPRU1,DESIGN;NOT_APPLICABLE;FIELD,MEDIUM;HIGH,VISUAL_READ;TEXT_LAYER,EXACT;FUZZY_85,
MINE:BKPRU2,БКПРУ-2,БКРУ-2; БПКРУ-2,neighbour_mine,рудник,AREA:DURYMANSKY,district,YES,DIST:BEREZNIKI;VKM:PART:S,BKPRU2,БКПРУ-2,TEXT_CONFIRMED,,,,,SOURCE_STATED,,,5,VKM-SRC-011;VKM-SRC-014;VKM-SRC-020;VKM-SRC-037,"VKM-SRC-011 pdf p.148 (printed 294-295); Прилож. 2, Таблица (с.294) || VKM-SRC-014 pdf p.97 (printed 97); §3.4 || VKM-SRC-014 pdf p.29 (printed 29); §2.1 || VKM-SRC-020 pdf p.12 (printed 12); §1.2.1 || VKM-SRC-037 pdf p.17 (printed 33); §1.3.1, БКПРУ-2",EV-VN-S011-2717;EV-VN-S014-0580;EV-VN-S014-0344;EV-VN-S020-0105;EV-VN-S037-0189,EV-MIN-0146,FACT,DESCRIPTIVE,BKPRU2,NOT_APPLICABLE;FIELD,HIGH,TEXT_LAYER;OCR_VISUALLY_CONFIRMED,NOT_FOUND;EXACT;FUZZY_87,
MF:BKPRU2,Шахтное поле БКПРУ-2,,mine_field,шахтное поле,MINE:BKPRU2,neighbour_mine,YES,,BKPRU2,БКПРУ-2,TEXT_CONFIRMED,,,,,SOURCE_STATED,,,3,VKM-SRC-014;VKM-SRC-037;VKM-SRC-020,"VKM-SRC-014 pdf p.99 (printed 99); Рис. 3.15 (also Рис. 3.16, same base) || VKM-SRC-037 pdf p.35 (printed 68-69); рис. 2.3 БКПРУ-2, с.68 || VKM-SRC-020 pdf p.12 (printed 12); §1.2.1",EV-VN-S014-0589;EV-VN-S037-0290;EV-VN-S020-0105,,FACT,DESCRIPTIVE;DESIGN_VALUE,BKPRU2,NOT_APPLICABLE;DESIGN;FIELD,HIGH;MEDIUM,VISUAL_READ;TEXT_LAYER,EXACT,
MINE:BKPRU3,БКПРУ-3 (Третий Березниковский рудник; затоплен 1986),БКРУ-3,neighbour_mine,рудник,AREA:BALAKHONTSEVSKY,district,YES,DIST:BEREZNIKI;VKM:PART:S,BKPRU3,БКПРУ-3,TEXT_CONFIRMED,,,,,SOURCE_STATED,,,1,VKM-SRC-011,"VKM-SRC-011 pdf p.148 (printed 294-295); Прилож. 2, Таблица (с.294)",EV-VN-S011-2719,,FACT,DESCRIPTIVE,BKPRU3,NOT_APPLICABLE,HIGH,TEXT_LAYER,NOT_FOUND,
MF:BKPRU3,Шахтное поле БКПРУ-3,,mine_field,шахтное поле (контейнер),MINE:BKPRU3,neighbour_mine,YES,,BKPRU3,БКПРУ-3,TEXT_CONFIRMED,,,,,SYNTHESIS_CONTAINER,,,1,VKM-SRC-011,VKM-SRC-011 pdf p.33 (printed 64-65); Рис. 1.59,EV-VN-S011-0612,,FACT,FIELD_OBSERVATION,BKPRU3,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,
MINE:BKPRU4,БКПРУ-4 (БКЗ-4),БКЗ-4,neighbour_mine,рудник,AREA:BYGELSKO_TROITSKY,district,YES,DIST:BEREZNIKI;VKM:PART:S,BKPRU4,БКПРУ-4,TEXT_CONFIRMED,,,,,SOURCE_STATED,,,5,VKM-SRC-011;VKM-SRC-014;VKM-SRC-020;VKM-SRC-037,"VKM-SRC-011 pdf p.148 (printed 294-295); Прилож. 2, Таблица (с.294) || VKM-SRC-014 pdf p.102 (printed 102); §3.5 || VKM-SRC-014 pdf p.29 (printed 29); §2.1 || VKM-SRC-020 pdf p.12 (printed 12); §1.2.1 || VKM-SRC-037 pdf p.17 (printed 33); §1.3.1, БКЗ-4",EV-VN-S011-2725;EV-VN-S014-0659;EV-VN-S014-0345;EV-VN-S020-0106;EV-VN-S037-0190,EV-MIN-0150,FACT,DESCRIPTIVE,BKPRU4,NOT_APPLICABLE;FIELD,HIGH,TEXT_LAYER;OCR_VISUALLY_CONFIRMED,NOT_FOUND;EXACT;FUZZY_82,Руда перерабатывалась на фабрике БКПРУ-3 (SRC-011 табл. p148).
MF:BKPRU4,Шахтное поле БКПРУ-4,,mine_field,шахтное поле,MINE:BKPRU4,neighbour_mine,YES,,BKPRU4,БКПРУ-4,TEXT_CONFIRMED,,"11631,2 м (меридиан) × 17375 м (широта) (SRC-014 p102) vs 10,37 × 17,37 км (SRC-020 p12) — MC-SP-07",,,SOURCE_STATED,,,3,VKM-SRC-014;VKM-SRC-037;VKM-SRC-020,"VKM-SRC-014 pdf p.103 (printed 103); Рис. 3.18 (same base Рис. 3.19, 3.20) || VKM-SRC-037 pdf p.36 (printed 70); рис. 2.5 (а — каменная соль; б — Красный-II) || VKM-SRC-020 pdf p.12 (printed 12); §1.2.1",EV-VN-S014-0663;EV-VN-S037-0294;EV-VN-S020-0106,,FACT,DESCRIPTIVE;DESIGN_VALUE,BKPRU4,NOT_APPLICABLE;DESIGN;FIELD,HIGH;MEDIUM,VISUAL_READ;TEXT_LAYER,EXACT;NOT_FOUND;FUZZY_82,
MINE:USOLSKY,Рудник Усольского калийного комбината (ООО «ЕвроХим – УКК»),УКК,neighbour_mine,рудник (контейнер),VKM,deposit,YES,,USOLSKY,Усольский (УКК),TEXT_CONFIRMED,,,,,SYNTHESIS_CONTAINER,,,1,VKM-SRC-027,VKM-SRC-027 pdf p.1 (printed 56); Заголовок/аннотация; Табл. 1,EV-VN-S027-0006,,FACT,DESCRIPTIVE,USOLSKY,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,Участок(и) недр рудника в корпусе явно не названы → родитель = месторождение.
MF:USOLSKY,Шахтное поле рудника УКК,,mine_field,,MINE:USOLSKY,neighbour_mine,YES,,USOLSKY,Усольский (УКК),TEXT_CONFIRMED,,,,,SYNTHESIS_CONTAINER,,,1,VKM-SRC-027,VKM-SRC-027 pdf p.1 (printed 56); Заголовок/аннотация; Табл. 1,EV-VN-S027-0006,,FACT,DESCRIPTIVE,USOLSKY,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
IMP:SKRU1-SKRU2,Междушахтный целик СКРУ-1–СКРУ-2,,intermine_pillar,междушахтный (барьерный) целик,AREA:SOLIKAMSKY,district,YES,MF:SKRU1;MF:SKRU2,SKRU1_SKRU2_PILLAR,СКРУ-1/СКРУ-2,FIGURE_ONLY,"широтная (E–W) полоса: СКРУ-1 к северу (12 ЗП, 4–5 ЮЗП, 1 ЮВП, блоки 159–199), СКРУ-2 к югу (I СЗП/СВП −220 и −143); ступенчатый контур на западе, полуокружности вокруг скв. 74, 75, 30/234с, 222, 122 со стороны СКРУ-1 (SRC-012 Рис.1.x/2.1, схемы без масштаба)","ширина на схемах не масштабирована; нормативно ≥200 м (SRC-012 p48); по профилю 1 — ≈X 37395–37595 м (чтение графика, GRAPH_DIGITIZED_APPROX, SRC-012)",,,SOURCE_STATED,,,9,VKM-SRC-012;VKM-SRC-014,"VKM-SRC-012 pdf p.7 (printed 7); Введение, Предмет, объект || VKM-SRC-012 pdf p.28 (printed 28); Рис. 1.1 || VKM-SRC-012 pdf p.48 (printed 48); Рис. 2.1, 2.4 || VKM-SRC-012 pdf p.107 (printed 107); Рис. 4.12 p.107; Рис. 4.13 p.108 || VKM-SRC-012 pdf p.88 (printed 87); Рис. 3.21–3.22 (верхняя полоса) || VKM-SRC-012 pdf p.94 (printed 94); Рис. 4.1 || VKM-SRC-012 pdf p.45 (printed 45); Рис. 2.1 || VKM-SRC-012 pdf p.84 (printed 84); Рис. 3.17 + карты Рис. 3.3–3.7 || VKM-SRC-014 pdf p.20 (printed 20); Рис. 1.7",EV-VN-S012-0008;EV-VN-S012-0075;EV-VN-S012-0231;EV-VN-S012-0581;EV-VN-S012-0485;EV-VN-S012-0498;EV-VN-S012-0219;EV-VN-S012-0468;EV-VN-S014-0219,EV-SYN-0020;EV-SYN-0021;EV-GEO-0231;EV-MIN-0076;EV-SYN-0009;EV-SYN-0010,FACT;DERIVATION,DESCRIPTIVE;INTERPRETATION,SOLIKAMSK_GROUP;SKRU1_SKRU2_PILLAR;VKM_REGIONAL,NOT_APPLICABLE;FIELD;DESIGN,HIGH;MEDIUM,TEXT_LAYER;VISUAL_READ;GRAPH_DIGITIZED_APPROX,EXACT;NOT_FOUND;EXACT_ADJACENT_PAGE,Через целик в начале 1970-х пройдена сбойка по КрII (затем изолирована) — см. SKRU1:W:SBOYKA_KRII. [review-fix 26.09.2026] области записей пересмотрены (D-17/находки): S012-0008: SKRU1_SKRU2→SOLIKAMSK_GROUP; S012-0075: SKRU1_SKRU2→SOLIKAMSK_GROUP; S012-0231: SKRU1_SKRU2→SOLIKAMSK_GROUP; S012-0581: SKRU1_SKRU2→SKRU1_SKRU2_PILLAR; S012-0485: SKRU1_SKRU2→SKRU1_SKRU2_PILLAR; S012-0498: SKRU1_SKRU2→SOLIKAMSK_GROUP; S012-0219: SKRU1_SKRU2→SOLIKAMSK_GROUP; S012-0468: SKRU1_SKRU2→SOLIKAMSK_GROUP; S014-0219: SKRU1_SKRU2→VKM_REGIONAL
IMP:SKRU2-SKRU3,Междушахтный целик СКРУ-2–СКРУ-3,,intermine_pillar,междушахтный целик,AREA:SOLIKAMSKY,district,YES,MF:SKRU2;MF:SKRU3;AREA:NOVO_SOLIKAMSKY,SKRU2,СКРУ-2/СКРУ-3,FIGURE_ONLY,"меридиональная (N–S) полоса вдоль восточного края панелей −143 СКРУ-2, западнее блоков 1–15 СКРУ-3; на юге поворачивает на восток","по профилю 2 — ≈Y 27455–27655 м (чтение графика, SRC-012)",,,SOURCE_STATED,,,4,VKM-SRC-012,"VKM-SRC-012 pdf p.7 (printed 7); Введение, Предмет, объект || VKM-SRC-012 pdf p.28 (printed 28); Рис. 1.1 || VKM-SRC-012 pdf p.48 (printed 48); Рис. 2.1, 2.4 || VKM-SRC-012 pdf p.105 (printed 105); Рис. 4.10 p.105; Рис. 4.11 p.106",EV-VN-S012-0008;EV-VN-S012-0075;EV-VN-S012-0231;EV-VN-S012-0571,EV-SYN-0020;EV-SYN-0021,FACT,DESCRIPTIVE,SOLIKAMSK_GROUP;SKRU2,NOT_APPLICABLE;FIELD;DESIGN,HIGH;MEDIUM,TEXT_LAYER;VISUAL_READ;GRAPH_DIGITIZED_APPROX,EXACT;NOT_FOUND,"[review-fix 26.09.2026] site_scope SKRU1_SKRU2 → SKRU2: целик СКРУ-2–СКРУ-3, с СКРУ-1 не граничит (ATTRIBUTION-012; SRC-012 Рис.2.4) [review-fix 26.09.2026] области записей пересмотрены (D-17/находки): S012-0008: SKRU1_SKRU2→SOLIKAMSK_GROUP; S012-0075: SKRU1_SKRU2→SOLIKAMSK_GROUP; S012-0231: SKRU1_SKRU2→SOLIKAMSK_GROUP"
