event_id,event,event_type_source,event_type_vkm,event_subtype_note,event_class,event_class_note,date_start_as_printed,date_end_as_printed,date_start_iso,date_start_precision,date_end_iso,date_end_precision,date_qualifier,planned_or_actual,object,spatial_entity_ids,mine_attribution_scope,mines_named_in_text,seams_named,relevance,skru1_relevance,visual_recheck,conflict_ids,part,source_ids,locators,vn_ids,existing_evidence_ids,status,evidence_type,scope,scale,confidence,extraction_method,quote_check,notes
CHR-0041,Over-salt water inrushes into mines No.7 and 8 (Solotvino rock salt) in the 1950s; karst; mining in mine No.7 stopped 1952; cause: water-conducting fractures in water-protective pillar due to mining [81],flooding,WATER_INFLOW,,PHYSICAL,,1950s,1952,1950,decade,1952,year,DECADE,ACTUAL,"Солотвинские рудники №7, №8",NONVKM,не ВКМ,,каменная соль,NON_VKM,NON_VKM,,,,VKM-SRC-025,pdf p.19 (printed 19); §1.3,EV-VN-S025-0138,,FACT,LITERATURE_CITED,NON_VKM,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,EXACT,
CHR-0042,Начало добычи сильвинита на БКПРУ-1,shaft,EXTRACTION_START,запись EV-VN-S011-2707 разделена на части (a–f) без изменения дат,PHYSICAL,,1954,,1954,year,,,,ACTUAL,БКПРУ-1,MINE:BKPRU1,БКПРУ-1,БКПРУ-1,В (карналлит),MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,,e,VKM-SRC-011,pdf p.147 (printed 292-293); Прилож. 2 «История открытия и освоения месторождения»,EV-VN-S011-2707,,FACT,DESCRIPTIVE,BKPRU1,NOT_APPLICABLE,HIGH,TEXT_LAYER,FUZZY_86,
CHR-0043,Выемка зоны 208 («18П блок») СКРУ-1; интервал как напечатан: 1955-1957,mining_start,EXTRACTION_PERIOD,строка таблицы «Участки_признаки» ГИС предприятия (SRC-023 Рис.17); вторичный источник (ВКР) — первичная маркшейдерская документация недоступна,PHYSICAL,,1955-1957,1955-1957,1955,year,1957,year,,ACTUAL,18П блок зона 208,SKRU1:ZONE:18P-208,СКРУ-1,,КрII,MINING_SKRU1,SKRU1_DIRECT,VISUAL_RECHECK_OK 2026-09-26: SRC-023 Рис.17 (media image19.png) — строка совпадает,CC-18,a,VKM-SRC-023,"pdf p.43 (printed 43); Рис.17 (image19.png), rendered p.43",EV-VN-S023-0243,EV-MIN-0308,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,"Backfill delay after mining ranges from ~same period (57П 1989-1991) to many decades (19П: mined 1934-1935, backfilled 2016-2017) as printed; no calculation made."
CHR-0044,Выемка зоны 207 («18П блок») СКРУ-1; интервал как напечатан: 1955-1957,mining_start,EXTRACTION_PERIOD,строка таблицы «Участки_признаки» ГИС предприятия (SRC-023 Рис.17); вторичный источник (ВКР) — первичная маркшейдерская документация недоступна,PHYSICAL,,1955-1957,1955-1957,1955,year,1957,year,,ACTUAL,18П блок зона 207,SKRU1:ZONE:18P-207,СКРУ-1,,КрII,MINING_SKRU1,SKRU1_DIRECT,VISUAL_RECHECK_OK 2026-09-26: SRC-023 Рис.17 (media image19.png) — строка совпадает,,a,VKM-SRC-023,"pdf p.43 (printed 43); Рис.17 (image19.png), rendered p.43",EV-VN-S023-0247,EV-MIN-0310,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,"Backfill delay after mining ranges from ~same period (57П 1989-1991) to many decades (19П: mined 1934-1935, backfilled 2016-2017) as printed; no calculation made."
CHR-0045,Выемка зоны 207 («18П блок») СКРУ-1; интервал как напечатан: 1956-1957,mining_start,EXTRACTION_PERIOD,строка таблицы «Участки_признаки» ГИС предприятия (SRC-023 Рис.17); вторичный источник (ВКР) — первичная маркшейдерская документация недоступна,PHYSICAL,,1956-1957,1956-1957,1956,year,1957,year,,ACTUAL,18П блок зона 207,SKRU1:ZONE:18P-207,СКРУ-1,,АБ,MINING_SKRU1,SKRU1_DIRECT,VISUAL_RECHECK_OK 2026-09-26: SRC-023 Рис.17 (media image19.png) — строка совпадает,,a,VKM-SRC-023,"pdf p.43 (printed 43); Рис.17 (image19.png), rendered p.43",EV-VN-S023-0245,EV-MIN-0309,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,"Backfill delay after mining ranges from ~same period (57П 1989-1991) to many decades (19П: mined 1934-1935, backfilled 2016-2017) as printed; no calculation made."
CHR-0046,discovery of the Durinsky 'trough' (depression of salt top) by salt-exploration borehole 209а and seismic surveys,survey,GEOLOGICAL_MODEL_UPDATE,открытие прогиба,INFORMATION,,1957,,1957,year,,,,ACTUAL,Дуринская площадь,VKM,ВКМ (регионально),,,INFORMATION,VKM_REGIONAL_CONTEXT,,,,VKM-SRC-011,pdf p.59 (printed 116-117); стр. 116,EV-VN-S011-1120,,FACT,FIELD_OBSERVATION,VKM_REGIONAL,FIELD,HIGH,TEXT_LAYER,EXACT,
CHR-0047,Выемка зоны 127 («52П блок») СКРУ-1; интервал как напечатан: 1957-1959,mining_start,EXTRACTION_PERIOD,строка таблицы «Участки_признаки» ГИС предприятия (SRC-023 Рис.17); вторичный источник (ВКР) — первичная маркшейдерская документация недоступна,PHYSICAL,,1957-1959,1957-1959,1957,year,1959,year,,ACTUAL,52П блок зона 127,SKRU1:ZONE:52P-127,СКРУ-1,,КрII,MINING_SKRU1,SKRU1_DIRECT,VISUAL_RECHECK_OK 2026-09-26: SRC-023 Рис.17 (media image19.png) — строка совпадает,,a,VKM-SRC-023,"pdf p.43 (printed 43); Рис.17 (image19.png), rendered p.43",EV-VN-S023-0265,EV-MIN-0319,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,"Backfill delay after mining ranges from ~same period (57П 1989-1991) to many decades (19П: mined 1934-1935, backfilled 2016-2017) as printed; no calculation made."
CHR-0048,start of open-pit mining of Sarbai magnetite deposit,mining_start,EXTRACTION_START,не ВКМ (карьер),PHYSICAL,,1957,,1957,year,,,,ACTUAL,Сарбайский карьер,NONVKM,не ВКМ,,,NON_VKM,NON_VKM,,,,VKM-SRC-029,pdf p.136 (printed 136); §5.3,EV-VN-S029-0256,,FACT,DESCRIPTIVE,NON_VKM,NOT_APPLICABLE,HIGH,TEXT_LAYER,EXACT,
CHR-0049,Год в скобках у названия участка «Дурыманский участок» на карте участков детальной разведки (SRC-011 p147); значение года источником не пояснено (вероятно — год детальной разведки/утверждения запасов),(spatial_entity.year_in_parentheses),EXPLORATION_DRILLING,смысл даты UNKNOWN,PHYSICAL,может быть и INFORMATION (утверждение запасов) — смысл не указан,1958,,1958,year,,,MEANING_UNKNOWN,ACTUAL,Дурыманский участок,AREA:DURYMANSKY,другой объект ВКМ,BKPRU-2,,INFORMATION,VKM_OTHER_MINE_CONTEXT,,,y,VKM-SRC-011,pdf p.147 (printed 292-293); Прилож. 2 «История открытия и освоения месторождения»; карта участков детальной разведки с.293,EV-VN-S011-2689,,FACT,DESCRIPTIVE,OTHER_VKM_SITE,NOT_APPLICABLE,LOW,TEXT_LAYER,FUZZY_71,использование на 2013: BKPRU-2 | src-notes: Meaning of year in parentheses not defined by author (likely completion of detailed exploration / reserve approval) — UNKNOWN.
CHR-0050,"Выемка зоны 101 («57П блок») СКРУ-1; интервал как напечатан: 1958-1959, 1971-1972",mining_start,EXTRACTION_PERIOD,строка таблицы «Участки_признаки» ГИС предприятия (SRC-023 Рис.17); вторичный источник (ВКР) — первичная маркшейдерская документация недоступна,PHYSICAL,,"1958-1959, 1971-1972","1958-1959, 1971-1972",1958,year,1972,year,; MULTIPLE_INTERVALS,ACTUAL,57П блок зона 101,SKRU1:ZONE:57P-101,СКРУ-1,,не показан (Рис.16 не содержит строк 57П),MINING_SKRU1,SKRU1_DIRECT,VISUAL_RECHECK_OK 2026-09-26: SRC-023 Рис.17 (media image19.png) — строка совпадает,,a,VKM-SRC-023,"pdf p.43 (printed 43); Рис.17 (image19.png), rendered p.43",EV-VN-S023-0269,EV-MIN-0321,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,"Backfill delay after mining ranges from ~same period (57П 1989-1991) to many decades (19П: mined 1934-1935, backfilled 2016-2017) as printed; no calculation made."
CHR-0051,Год в скобках у названия участка «Соликамский участок» на карте участков детальной разведки (SRC-011 p147); значение года источником не пояснено (вероятно — год детальной разведки/утверждения запасов),(spatial_entity.year_in_parentheses),EXPLORATION_DRILLING,смысл даты UNKNOWN,PHYSICAL,может быть и INFORMATION (утверждение запасов) — смысл не указан,1961,,1961,year,,,MEANING_UNKNOWN,ACTUAL,Соликамский участок,AREA:SOLIKAMSKY,СКРУ-1/СКРУ-2,"SKRU-1, SKRU-2",,INFORMATION,SKRU1_SHARED_WITH_SKRU2,,,y,VKM-SRC-011,pdf p.147 (printed 292-293); Прилож. 2 «История открытия и освоения месторождения»; карта участков детальной разведки с.293,EV-VN-S011-2690,,FACT,DESCRIPTIVE,SKRU1_SKRU2,NOT_APPLICABLE,LOW,TEXT_LAYER,FUZZY_71,"использование на 2013: SKRU-1, SKRU-2 | src-notes: Meaning of year in parentheses not defined by author (likely completion of detailed exploration / reserve approval) — UNKNOWN."
CHR-0052,Выемка зоны 106 («46П блок») СКРУ-1; интервал как напечатан: 1961,mining_start,EXTRACTION_PERIOD,строка таблицы «Участки_признаки» ГИС предприятия (SRC-023 Рис.17); вторичный источник (ВКР) — первичная маркшейдерская документация недоступна,PHYSICAL,,1961,1961,1961,year,1961,year,,ACTUAL,46П блок зона 106,SKRU1:ZONE:46P-106,СКРУ-1,,АБ,MINING_SKRU1,SKRU1_DIRECT,VISUAL_RECHECK_OK 2026-09-26: SRC-023 Рис.17 (media image19.png) — строка совпадает,,a,VKM-SRC-023,"pdf p.43 (printed 43); Рис.17 (image19.png), rendered p.43",EV-VN-S023-0257,EV-MIN-0315,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,"Backfill delay after mining ranges from ~same period (57П 1989-1991) to many decades (19П: mined 1934-1935, backfilled 2016-2017) as printed; no calculation made."
CHR-0053,Выемка зоны 107 («46П блок») СКРУ-1; интервал как напечатан: 1961-1962,mining_start,EXTRACTION_PERIOD,строка таблицы «Участки_признаки» ГИС предприятия (SRC-023 Рис.17); вторичный источник (ВКР) — первичная маркшейдерская документация недоступна,PHYSICAL,,1961-1962,1961-1962,1961,year,1962,year,,ACTUAL,46П блок зона 107,SKRU1:ZONE:46P-107,СКРУ-1,,КрII,MINING_SKRU1,SKRU1_DIRECT,VISUAL_RECHECK_OK 2026-09-26: SRC-023 Рис.17 (media image19.png) — строка совпадает,CC-18,a,VKM-SRC-023,"pdf p.43 (printed 43); Рис.17 (image19.png), rendered p.43",EV-VN-S023-0263,EV-MIN-0318,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,"Backfill delay after mining ranges from ~same period (57П 1989-1991) to many decades (19П: mined 1934-1935, backfilled 2016-2017) as printed; no calculation made."
CHR-0054,Выемка зоны 106 («46П блок») СКРУ-1; интервал как напечатан: 1962,mining_start,EXTRACTION_PERIOD,строка таблицы «Участки_признаки» ГИС предприятия (SRC-023 Рис.17); вторичный источник (ВКР) — первичная маркшейдерская документация недоступна,PHYSICAL,,1962,1962,1962,year,1962,year,,ACTUAL,46П блок зона 106,SKRU1:ZONE:46P-106,СКРУ-1,,КрII,MINING_SKRU1,SKRU1_DIRECT,VISUAL_RECHECK_OK 2026-09-26: SRC-023 Рис.17 (media image19.png) — строка совпадает,,a,VKM-SRC-023,"pdf p.43 (printed 43); Рис.17 (image19.png), rendered p.43",EV-VN-S023-0259,EV-MIN-0316,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,"Backfill delay after mining ranges from ~same period (57П 1989-1991) to many decades (19П: mined 1934-1935, backfilled 2016-2017) as printed; no calculation made."
CHR-0055,Выемка зоны 118 («54П блок») СКРУ-1; интервал как напечатан: 1962-1965,mining_start,EXTRACTION_PERIOD,строка таблицы «Участки_признаки» ГИС предприятия (SRC-023 Рис.17); вторичный источник (ВКР) — первичная маркшейдерская документация недоступна,PHYSICAL,,1962-1965,1962-1965,1962,year,1965,year,,ACTUAL,54П блок зона 118,SKRU1:ZONE:54P-118,СКРУ-1,,КрII,MINING_SKRU1,SKRU1_DIRECT,VISUAL_RECHECK_OK 2026-09-26: SRC-023 Рис.17 (media image19.png) — строка совпадает,,a,VKM-SRC-023,"pdf p.43 (printed 43); Рис.17 (image19.png), rendered p.43",EV-VN-S023-0261,EV-MIN-0317,FACT,DESCRIPTIVE,SKRU1,NOT_APPLICABLE,HIGH,VISUAL_READ,NOT_FOUND,"Backfill delay after mining ranges from ~same period (57П 1989-1991) to many decades (19П: mined 1934-1935, backfilled 2016-2017) as printed; no calculation made."
CHR-0056,Год в скобках у названия участка «Березниковский участок» на карте участков детальной разведки (SRC-011 p147); значение года источником не пояснено (вероятно — год детальной разведки/утверждения запасов),(spatial_entity.year_in_parentheses),EXPLORATION_DRILLING,смысл даты UNKNOWN,PHYSICAL,может быть и INFORMATION (утверждение запасов) — смысл не указан,1963,,1963,year,,,MEANING_UNKNOWN,ACTUAL,Березниковский участок,AREA:BEREZNIKOVSKY,другой объект ВКМ,BKPRU-1 (flooded 2006),,INFORMATION,VKM_OTHER_MINE_CONTEXT,,,y,VKM-SRC-011,pdf p.147 (printed 292-293); Прилож. 2 «История открытия и освоения месторождения»; карта участков детальной разведки с.293,EV-VN-S011-2691,,FACT,DESCRIPTIVE,OTHER_VKM_SITE,NOT_APPLICABLE,LOW,TEXT_LAYER,FUZZY_71,использование на 2013: BKPRU-1 (flooded 2006) | src-notes: Meaning of year in parentheses not defined by author (likely completion of detailed exploration / reserve approval) — UNKNOWN.
CHR-0057,1st Soligorsk mine (1 РУ): commissioned 1963; mining of II horizon completed 2004,mining_start,EXTRACTION_PERIOD,аналог,PHYSICAL,,1963,2004,1963,year,2004,year,,ACTUAL,1st Soligorsk mine (1 РУ),AN:OTHER_POTASH,аналог: другое калийное месторождение,,,ANALOGUE,ANALOGUE_NOT_TRANSFERABLE_WITHOUT_REVIEW,,,,VKM-SRC-014,pdf p.221 (printed 221); §8.3.1,EV-VN-S014-1155,,FACT,LITERATURE_CITED,OTHER_POTASH_SITE,FIELD,MEDIUM,TEXT_LAYER,EXACT,
CHR-0058,Год в скобках у названия участка «Балахонцевский участок» на карте участков детальной разведки (SRC-011 p147); значение года источником не пояснено (вероятно — год детальной разведки/утверждения запасов),(spatial_entity.year_in_parentheses),EXPLORATION_DRILLING,смысл даты UNKNOWN,PHYSICAL,может быть и INFORMATION (утверждение запасов) — смысл не указан,1964,,1964,year,,,MEANING_UNKNOWN,ACTUAL,Балахонцевский участок,AREA:BALAKHONTSEVSKY,другой объект ВКМ,BKPRU-3 (flooded 1986); transferred to ОАО «Ковдорский ГОК»,,INFORMATION,VKM_OTHER_MINE_CONTEXT,,,y,VKM-SRC-011,pdf p.147 (printed 292-293); Прилож. 2 «История открытия и освоения месторождения»; карта участков детальной разведки с.293,EV-VN-S011-2692,,FACT,DESCRIPTIVE,OTHER_VKM_SITE,NOT_APPLICABLE,LOW,TEXT_LAYER,FUZZY_71,использование на 2013: BKPRU-3 (flooded 1986); transferred to ОАО «Ковдорский ГОК» | src-notes: Meaning of year in parentheses not defined by author (likely completion of detailed exploration / reserve approval) — UNKNOWN.
CHR-0059,"Cane Creek (Moab, Utah): potash found 1924 by oil drilling; mining started 1964; conventional room mining until 1972, then solution mining (flooding of workings implied, not stated)",mining_end,EXTRACTION_PERIOD,не ВКМ,PHYSICAL,,1964,1972,1964,year,1972,year,,ACTUAL,"Cane Creek mine, Paradox basin, USA",NONVKM,не ВКМ,,,NON_VKM,NON_VKM,,,,VKM-SRC-014,"pdf p.248 (printed 248); §8.7, Кейн-Крик",EV-VN-S014-1209,,FACT,LITERATURE_CITED,NON_VKM,NOT_APPLICABLE,MEDIUM,TEXT_LAYER,FUZZY_81,Ref [22] Walsh 2008.
CHR-0060,"Выемка пласта АБ, 3–4 западные панели БКПРУ-1",backfill,EXTRACTION_PERIOD,запись EV-VN-S025-0145 разделена (a–c) без изменения дат,PHYSICAL,,1964,1965,1964,year,1965,year,,ACTUAL,"БКПРУ-1, 3-4 западные панели",MF:BKPRU1,другой объект ВКМ,БКПРУ-1,АБ,MINING_VKM_CONTEXT,VKM_OTHER_MINE_CONTEXT,,,a,VKM-SRC-025,pdf p.20 (printed 20); §1.3,EV-VN-S025-0145,EV-MIN-0338,FACT,DESCRIPTIVE,OTHER_VKM_SITE,NOT_APPLICABLE,HIGH,OCR_VISUALLY_CONFIRMED,FUZZY_81,"Multi-seam sequence: АБ (upper seam, per Fig.1.3/1.4 АБ lies above КрII) mined 1964-65; КрII (lower seam) mined 1976-77, i.e. ~11-12 years later (not computed further); backfill 1994-96, i.e. decades after mining. OCR 'КрИ' visually 'КрII'."
CHR-0061,Год в скобках у названия участка «Быгельско-Троицкий участок» на карте участков детальной разведки (SRC-011 p147); значение года источником не пояснено (вероятно — год детальной разведки/утверждения запасов),(spatial_entity.year_in_parentheses),EXPLORATION_DRILLING,смысл даты UNKNOWN,PHYSICAL,может быть и INFORMATION (утверждение запасов) — смысл не указан,1965,,1965,year,,,MEANING_UNKNOWN,ACTUAL,Быгельско-Троицкий участок,AREA:BYGELSKO_TROITSKY,другой объект ВКМ,BKPRU-4,,INFORMATION,VKM_OTHER_MINE_CONTEXT,,,y,VKM-SRC-011,pdf p.147 (printed 292-293); Прилож. 2 «История открытия и освоения месторождения»; карта участков детальной разведки с.293,EV-VN-S011-2693,,FACT,DESCRIPTIVE,OTHER_VKM_SITE,NOT_APPLICABLE,LOW,TEXT_LAYER,FUZZY_71,использование на 2013: BKPRU-4 | src-notes: Meaning of year in parentheses not defined by author (likely completion of detailed exploration / reserve approval) — UNKNOWN.
