unit_id,name_ru,abbrev,rank,parent_unit,order_index,global_order_top_down,tree_depth,functional,grouping_type,lithology,age_as_printed,aliases,thickness_ranges_by_source_as_printed,n_observation_rows,n_sources,source_ids,vn_ids,scopes_of_evidence,skru1_specific_rows,skru1_specific_note,status,scope,confidence,notes
MK_SHLYAPKA,Маркирующий горизонт «Шляпка»,Шляпка,marker,PDKS_MIDDLE,3,84,3,FALSE,LITHOSTRAT,глинисто-ангидритовый прослой ± галит,P1br2,Шляпка,"VKM-SRC-011 p.43 [VKM_REGIONAL; FACT]: 5,9–11,8 см (ср. 9,8 см) (marker thickness, cm) (EV-VN-S011-0807)",1,1,VKM-SRC-011,EV-VN-S011-0807,VKM_REGIONAL:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"Положение 11,7 м ниже подошвы МГ (SRC-011 §2.1; в тексте — «ниже пласта МГ», т.е. вне верхней пачки по определению §1.2). Относится к «верхней части ПдКС» по заголовку §2.1."
MK_TOLSTY,Маркирующий горизонт «Толстый»,Толстый,marker,PDKS_MIDDLE,4,85,3,FALSE,LITHOSTRAT,глинисто-ангидритовый прослой ± галит,P1br2,Толстый,"VKM-SRC-011 p.43 [VKM_REGIONAL; FACT]: 0,8–1,9 см (ср. 1,3 см) (marker thickness, cm) (EV-VN-S011-0808)",1,1,VKM-SRC-011,EV-VN-S011-0808,VKM_REGIONAL:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"Положение 19,3 м ниже подошвы МГ (SRC-011 §2.1; в тексте — «ниже пласта МГ», т.е. вне верхней пачки по определению §1.2). Относится к «верхней части ПдКС» по заголовку §2.1."
MK_DVOYNIK,Маркирующий горизонт «Двойник»,Двойник,marker,PDKS_MIDDLE,5,86,3,FALSE,LITHOSTRAT,глинисто-ангидритовый прослой ± галит,P1br2,Двойник,"VKM-SRC-011 p.43 [VKM_REGIONAL; FACT]: 1,4–3,6 см (ср. 3,2 см) (marker thickness, cm) (EV-VN-S011-0809)",1,1,VKM-SRC-011,EV-VN-S011-0809,VKM_REGIONAL:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"Положение 21,0 м ниже подошвы МГ (SRC-011 §2.1; в тексте — «ниже пласта МГ», т.е. вне верхней пачки по определению §1.2). Относится к «верхней части ПдКС» по заголовку §2.1."
MK_MOSHCHNY,Маркирующий горизонт «Мощный»,Мощный,marker,PDKS_MIDDLE,6,87,3,FALSE,LITHOSTRAT,глинисто-ангидритовый прослой ± галит,P1br2,Мощный,"VKM-SRC-011 p.43 [VKM_REGIONAL; FACT]: 11,5–23,0 см (ср. 14,6) (marker thickness, cm) (EV-VN-S011-0810) || VKM-SRC-011 p.88 [BKPRU4; FACT]: (толщина не указана) (EV-VN-S011-1597)",2,1,VKM-SRC-011,EV-VN-S011-0810;EV-VN-S011-1597,VKM_REGIONAL:1; BKPRU4:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"Положение 22,0 м ниже подошвы МГ (SRC-011 §2.1; в тексте — «ниже пласта МГ», т.е. вне верхней пачки по определению §1.2). Относится к «верхней части ПдКС» по заголовку §2.1."
MK_SREDNY,Маркирующий горизонт «Средний»,Средний,marker,PDKS_MIDDLE,7,88,3,FALSE,LITHOSTRAT,глинисто-ангидритовый прослой ± галит,P1br2,Средний,"VKM-SRC-011 p.43 [VKM_REGIONAL; FACT]: 2,2–3,8 см (ср. 3 см) (marker thickness, cm) (EV-VN-S011-0811)",1,1,VKM-SRC-011,EV-VN-S011-0811,VKM_REGIONAL:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"Положение 23,0 м ниже подошвы МГ (SRC-011 §2.1; в тексте — «ниже пласта МГ», т.е. вне верхней пачки по определению §1.2). Относится к «верхней части ПдКС» по заголовку §2.1."
MK_KHAMELEON,Маркирующий горизонт «Хамелеон»,Хамелеон,marker,PDKS_MIDDLE,8,89,3,FALSE,LITHOSTRAT,глинисто-ангидритовый прослой ± галит,P1br2,Хамелеон,"VKM-SRC-011 p.43 [VKM_REGIONAL; FACT]: 2,2–7,2 см (ср. 4,7 см) (marker thickness, cm) (EV-VN-S011-0812)",1,1,VKM-SRC-011,EV-VN-S011-0812,VKM_REGIONAL:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"Положение 23,4 м ниже подошвы МГ (SRC-011 §2.1; в тексте — «ниже пласта МГ», т.е. вне верхней пачки по определению §1.2). Относится к «верхней части ПдКС» по заголовку §2.1."
MK_ILYA,Маркирующий горизонт «Илья»,Илья,marker,PDKS_MIDDLE,9,90,3,FALSE,LITHOSTRAT,глинисто-ангидритовый прослой ± галит,P1br2,Илья,"VKM-SRC-011 p.43 [VKM_REGIONAL; FACT]: 16–23,6 см (ср. 19,8 см) (marker thickness, cm) (EV-VN-S011-0813)",1,1,VKM-SRC-011,EV-VN-S011-0813,VKM_REGIONAL:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"Положение 41,1 м ниже подошвы МГ (SRC-011 §2.1; в тексте — «ниже пласта МГ», т.е. вне верхней пачки по определению §1.2). Относится к «верхней части ПдКС» по заголовку §2.1."
MK_DOBRYNYA,Маркирующий горизонт «Добрыня»,Добрыня,marker,PDKS_MIDDLE,10,91,3,FALSE,LITHOSTRAT,глинисто-ангидритовый прослой ± галит,P1br2,Добрыня,"VKM-SRC-011 p.43 [VKM_REGIONAL; FACT]: 5,5–10 см (ср. 7,7 см) (marker thickness, cm) (EV-VN-S011-0814)",1,1,VKM-SRC-011,EV-VN-S011-0814,VKM_REGIONAL:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"Положение 42,3 м ниже подошвы МГ (SRC-011 §2.1; в тексте — «ниже пласта МГ», т.е. вне верхней пачки по определению §1.2). Относится к «верхней части ПдКС» по заголовку §2.1."
MK_POPOVICH,Маркирующий горизонт «Попович»,Попович,marker,PDKS_MIDDLE,11,92,3,FALSE,LITHOSTRAT,глинисто-ангидритовый прослой ± галит,P1br2,Попович,"VKM-SRC-011 p.43 [VKM_REGIONAL; FACT]: 14,4–26,1 см (ср. 20,3 см) (marker thickness, cm) (EV-VN-S011-0815)",1,1,VKM-SRC-011,EV-VN-S011-0815,VKM_REGIONAL:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"Положение 43,5 м ниже подошвы МГ (SRC-011 §2.1; в тексте — «ниже пласта МГ», т.е. вне верхней пачки по определению §1.2). Относится к «верхней части ПдКС» по заголовку §2.1."
PDKS_U_L1,Слой 1 верхней пачки ПдКС (схема ОАО «Уралкалий»),сл.1,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,каменная соль (шпатовый/перистый галит) с глинисто-ангидритовыми прослоями,P1br2,слой 1 ПдКС; Сл. 1,"VKM-SRC-011 p.43 [VKM_REGIONAL; FACT]: 0,61–1,39 (EV-VN-S011-0821) || VKM-SRC-011 p.177 [BKPRU4; FACT]: 1.00 (EV-VN-S011-3887)",2,1,VKM-SRC-011,EV-VN-S011-0821;EV-VN-S011-3887,VKM_REGIONAL:1; BKPRU4:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"21 слой, нумерация сверху вниз (SRC-011 p.43–44, Табл. 2.1 — БКПРУ-4). Промышленная пачка ПдКС на БКПРУ-4 — слои 9–16."
PDKS_U_L2,Слой 2 верхней пачки ПдКС (схема ОАО «Уралкалий»),сл.2,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,каменная соль (шпатовый/перистый галит) с глинисто-ангидритовыми прослоями,P1br2,слой 2 ПдКС; Сл. 2,"VKM-SRC-011 p.43 [VKM_REGIONAL; FACT]: 1,05–1,34 (EV-VN-S011-0822) || VKM-SRC-011 p.177 [BKPRU4; FACT]: 0.70 (EV-VN-S011-3888)",2,1,VKM-SRC-011,EV-VN-S011-0822;EV-VN-S011-3888,VKM_REGIONAL:1; BKPRU4:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"21 слой, нумерация сверху вниз (SRC-011 p.43–44, Табл. 2.1 — БКПРУ-4). Промышленная пачка ПдКС на БКПРУ-4 — слои 9–16."
PDKS_U_L3,Слой 3 верхней пачки ПдКС (схема ОАО «Уралкалий»),сл.3,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,каменная соль (шпатовый/перистый галит) с глинисто-ангидритовыми прослоями,P1br2,слой 3 ПдКС; Сл. 3,"VKM-SRC-011 p.43 [VKM_REGIONAL; FACT]: 0,80–1,33 (EV-VN-S011-0823) || VKM-SRC-011 p.177 [BKPRU4; FACT]: 1.06 (EV-VN-S011-3889)",2,1,VKM-SRC-011,EV-VN-S011-0823;EV-VN-S011-3889,VKM_REGIONAL:1; BKPRU4:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"21 слой, нумерация сверху вниз (SRC-011 p.43–44, Табл. 2.1 — БКПРУ-4). Промышленная пачка ПдКС на БКПРУ-4 — слои 9–16."
PDKS_U_L4,Слой 4 верхней пачки ПдКС (схема ОАО «Уралкалий»),сл.4,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,каменная соль (шпатовый/перистый галит) с глинисто-ангидритовыми прослоями,P1br2,слой 4 ПдКС; Сл. 4,"VKM-SRC-011 p.43 [VKM_REGIONAL; FACT]: 1,13–1,45 (EV-VN-S011-0824) || VKM-SRC-011 p.177 [BKPRU4; FACT]: 1.29 (EV-VN-S011-3890)",2,1,VKM-SRC-011,EV-VN-S011-0824;EV-VN-S011-3890,VKM_REGIONAL:1; BKPRU4:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"21 слой, нумерация сверху вниз (SRC-011 p.43–44, Табл. 2.1 — БКПРУ-4). Промышленная пачка ПдКС на БКПРУ-4 — слои 9–16."
PDKS_U_L5,Слой 5 верхней пачки ПдКС (схема ОАО «Уралкалий»),сл.5,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,каменная соль (шпатовый/перистый галит) с глинисто-ангидритовыми прослоями,P1br2,слой 5 ПдКС; Сл. 5,"VKM-SRC-011 p.44 [VKM_REGIONAL; FACT]: 0,78–1,11 (EV-VN-S011-0825) || VKM-SRC-011 p.177 [BKPRU4; FACT]: 0.94 (EV-VN-S011-3891)",2,1,VKM-SRC-011,EV-VN-S011-0825;EV-VN-S011-3891,VKM_REGIONAL:1; BKPRU4:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"21 слой, нумерация сверху вниз (SRC-011 p.43–44, Табл. 2.1 — БКПРУ-4). Промышленная пачка ПдКС на БКПРУ-4 — слои 9–16."
PDKS_U_L6,Слой 6 верхней пачки ПдКС (схема ОАО «Уралкалий»),сл.6,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,каменная соль (шпатовый/перистый галит) с глинисто-ангидритовыми прослоями,P1br2,слой 6 ПдКС; Сл. 6,"VKM-SRC-011 p.44 [VKM_REGIONAL; FACT]: 0,53–1,23 (EV-VN-S011-0826) || VKM-SRC-011 p.177 [BKPRU4; FACT]: 0.88 (EV-VN-S011-3892)",2,1,VKM-SRC-011,EV-VN-S011-0826;EV-VN-S011-3892,VKM_REGIONAL:1; BKPRU4:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"21 слой, нумерация сверху вниз (SRC-011 p.43–44, Табл. 2.1 — БКПРУ-4). Промышленная пачка ПдКС на БКПРУ-4 — слои 9–16."
PDKS_U_L7,Слой 7 верхней пачки ПдКС (схема ОАО «Уралкалий»),сл.7,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,каменная соль (шпатовый/перистый галит) с глинисто-ангидритовыми прослоями,P1br2,слой 7 ПдКС; Сл. 7,"VKM-SRC-011 p.44 [VKM_REGIONAL; FACT]: 0,47–0,63 (EV-VN-S011-0827) || VKM-SRC-011 p.177 [BKPRU4; FACT]: 0.55 (EV-VN-S011-3893)",2,1,VKM-SRC-011,EV-VN-S011-0827;EV-VN-S011-3893,VKM_REGIONAL:1; BKPRU4:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"21 слой, нумерация сверху вниз (SRC-011 p.43–44, Табл. 2.1 — БКПРУ-4). Промышленная пачка ПдКС на БКПРУ-4 — слои 9–16."
PDKS_U_L8,Слой 8 верхней пачки ПдКС (схема ОАО «Уралкалий»),сл.8,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,каменная соль (шпатовый/перистый галит) с глинисто-ангидритовыми прослоями,P1br2,слой 8 ПдКС; Сл. 8,"VKM-SRC-011 p.44 [VKM_REGIONAL; FACT]: 0,11–0,27 (EV-VN-S011-0828) || VKM-SRC-011 p.177 [BKPRU4; FACT]: 0.20 (EV-VN-S011-3894)",2,1,VKM-SRC-011,EV-VN-S011-0828;EV-VN-S011-3894,VKM_REGIONAL:1; BKPRU4:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"21 слой, нумерация сверху вниз (SRC-011 p.43–44, Табл. 2.1 — БКПРУ-4). Промышленная пачка ПдКС на БКПРУ-4 — слои 9–16."
PDKS_U_L9,Слой 9 верхней пачки ПдКС (схема ОАО «Уралкалий»),сл.9,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,каменная соль (шпатовый/перистый галит) с глинисто-ангидритовыми прослоями,P1br2,слой 9 ПдКС; Сл. 9,"VKM-SRC-011 p.44 [VKM_REGIONAL; FACT]: 0,86–1,22 (EV-VN-S011-0829) || VKM-SRC-011 p.177 [BKPRU4; FACT]: 1.04 (EV-VN-S011-3895)",2,1,VKM-SRC-011,EV-VN-S011-0829;EV-VN-S011-3895,VKM_REGIONAL:1; BKPRU4:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"21 слой, нумерация сверху вниз (SRC-011 p.43–44, Табл. 2.1 — БКПРУ-4). Промышленная пачка ПдКС на БКПРУ-4 — слои 9–16."
PDKS_U_L10,Слой 10 верхней пачки ПдКС (схема ОАО «Уралкалий»),сл.10,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,каменная соль (шпатовый/перистый галит) с глинисто-ангидритовыми прослоями,P1br2,слой 10 ПдКС; Сл. 10,"VKM-SRC-011 p.44 [VKM_REGIONAL; FACT]: 0,53–0,71 (EV-VN-S011-0830) || VKM-SRC-011 p.177 [BKPRU4; FACT]: 0.62 (EV-VN-S011-3896)",2,1,VKM-SRC-011,EV-VN-S011-0830;EV-VN-S011-3896,VKM_REGIONAL:1; BKPRU4:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"21 слой, нумерация сверху вниз (SRC-011 p.43–44, Табл. 2.1 — БКПРУ-4). Промышленная пачка ПдКС на БКПРУ-4 — слои 9–16."
PDKS_U_L11,Слой 11 верхней пачки ПдКС (схема ОАО «Уралкалий»),сл.11,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,каменная соль (шпатовый/перистый галит) с глинисто-ангидритовыми прослоями,P1br2,слой 11 ПдКС; Сл. 11,"VKM-SRC-011 p.44 [VKM_REGIONAL; FACT]: 1,01–1,86 (EV-VN-S011-0831) || VKM-SRC-011 p.177 [BKPRU4; FACT]: 1.43 (EV-VN-S011-3897)",2,1,VKM-SRC-011,EV-VN-S011-0831;EV-VN-S011-3897,VKM_REGIONAL:1; BKPRU4:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"21 слой, нумерация сверху вниз (SRC-011 p.43–44, Табл. 2.1 — БКПРУ-4). Промышленная пачка ПдКС на БКПРУ-4 — слои 9–16."
PDKS_U_L12,Слой 12 верхней пачки ПдКС (схема ОАО «Уралкалий»),сл.12,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,каменная соль (шпатовый/перистый галит) с глинисто-ангидритовыми прослоями,P1br2,слой 12 ПдКС; Сл. 12,"VKM-SRC-011 p.44 [VKM_REGIONAL; FACT]: 0,26–0,42 (EV-VN-S011-0832) || VKM-SRC-011 p.177 [BKPRU4; FACT]: 0.38 (EV-VN-S011-3898)",2,1,VKM-SRC-011,EV-VN-S011-0832;EV-VN-S011-3898,VKM_REGIONAL:1; BKPRU4:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"21 слой, нумерация сверху вниз (SRC-011 p.43–44, Табл. 2.1 — БКПРУ-4). Промышленная пачка ПдКС на БКПРУ-4 — слои 9–16."
PDKS_U_L13,Слой 13 верхней пачки ПдКС (схема ОАО «Уралкалий»),сл.13,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,каменная соль (шпатовый/перистый галит) с глинисто-ангидритовыми прослоями,P1br2,слой 13 ПдКС; Сл. 13,"VKM-SRC-011 p.44 [VKM_REGIONAL; FACT]: 0,52–0,61 (EV-VN-S011-0833) || VKM-SRC-011 p.177 [BKPRU4; FACT]: 0.56 (EV-VN-S011-3899)",2,1,VKM-SRC-011,EV-VN-S011-0833;EV-VN-S011-3899,VKM_REGIONAL:1; BKPRU4:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"21 слой, нумерация сверху вниз (SRC-011 p.43–44, Табл. 2.1 — БКПРУ-4). Промышленная пачка ПдКС на БКПРУ-4 — слои 9–16."
PDKS_U_L14,Слой 14 верхней пачки ПдКС (схема ОАО «Уралкалий»),сл.14,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,каменная соль (шпатовый/перистый галит) с глинисто-ангидритовыми прослоями,P1br2,слой 14 ПдКС; Сл. 14,"VKM-SRC-011 p.44 [VKM_REGIONAL; FACT]: 0,62–0,90 (EV-VN-S011-0834) || VKM-SRC-011 p.177 [BKPRU4; FACT]: 0.76 (EV-VN-S011-3900)",2,1,VKM-SRC-011,EV-VN-S011-0834;EV-VN-S011-3900,VKM_REGIONAL:1; BKPRU4:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"21 слой, нумерация сверху вниз (SRC-011 p.43–44, Табл. 2.1 — БКПРУ-4). Промышленная пачка ПдКС на БКПРУ-4 — слои 9–16."
PDKS_U_L15,Слой 15 верхней пачки ПдКС (схема ОАО «Уралкалий»),сл.15,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,каменная соль (шпатовый/перистый галит) с глинисто-ангидритовыми прослоями,P1br2,слой 15 ПдКС; Сл. 15,"VKM-SRC-011 p.44 [VKM_REGIONAL; FACT]: 0,95–1,23 (EV-VN-S011-0835) || VKM-SRC-011 p.177 [BKPRU4; FACT]: 1.09 (EV-VN-S011-3901)",2,1,VKM-SRC-011,EV-VN-S011-0835;EV-VN-S011-3901,VKM_REGIONAL:1; BKPRU4:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"21 слой, нумерация сверху вниз (SRC-011 p.43–44, Табл. 2.1 — БКПРУ-4). Промышленная пачка ПдКС на БКПРУ-4 — слои 9–16."
PDKS_U_L16,Слой 16 верхней пачки ПдКС (схема ОАО «Уралкалий»),сл.16,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,каменная соль (шпатовый/перистый галит) с глинисто-ангидритовыми прослоями,P1br2,слой 16 ПдКС; Сл. 16,"VKM-SRC-011 p.44 [VKM_REGIONAL; FACT]: 1,03–1,36 (EV-VN-S011-0836) || VKM-SRC-011 p.177 [BKPRU4; FACT]: 1.20 (EV-VN-S011-3902)",2,1,VKM-SRC-011,EV-VN-S011-0836;EV-VN-S011-3902,VKM_REGIONAL:1; BKPRU4:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"21 слой, нумерация сверху вниз (SRC-011 p.43–44, Табл. 2.1 — БКПРУ-4). Промышленная пачка ПдКС на БКПРУ-4 — слои 9–16."
PDKS_U_L17,Слой 17 верхней пачки ПдКС (схема ОАО «Уралкалий»),сл.17,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,каменная соль (шпатовый/перистый галит) с глинисто-ангидритовыми прослоями,P1br2,слой 17 ПдКС; Сл. 17,"VKM-SRC-011 p.44 [VKM_REGIONAL; FACT]: 0,69–1,01 (EV-VN-S011-0837) || VKM-SRC-011 p.177 [BKPRU4; FACT]: 0.85 (EV-VN-S011-3903)",2,1,VKM-SRC-011,EV-VN-S011-0837;EV-VN-S011-3903,VKM_REGIONAL:1; BKPRU4:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"21 слой, нумерация сверху вниз (SRC-011 p.43–44, Табл. 2.1 — БКПРУ-4). Промышленная пачка ПдКС на БКПРУ-4 — слои 9–16."
PDKS_U_L18,Слой 18 верхней пачки ПдКС (схема ОАО «Уралкалий»),сл.18,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,каменная соль (шпатовый/перистый галит) с глинисто-ангидритовыми прослоями,P1br2,слой 18 ПдКС; Сл. 18,"VKM-SRC-011 p.44 [VKM_REGIONAL; FACT]: 0,67–0,89 (EV-VN-S011-0838) || VKM-SRC-011 p.177 [BKPRU4; FACT]: 0.78 (EV-VN-S011-3904)",2,1,VKM-SRC-011,EV-VN-S011-0838;EV-VN-S011-3904,VKM_REGIONAL:1; BKPRU4:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"21 слой, нумерация сверху вниз (SRC-011 p.43–44, Табл. 2.1 — БКПРУ-4). Промышленная пачка ПдКС на БКПРУ-4 — слои 9–16."
PDKS_U_L19,Слой 19 верхней пачки ПдКС (схема ОАО «Уралкалий»),сл.19,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,каменная соль (шпатовый/перистый галит) с глинисто-ангидритовыми прослоями,P1br2,слой 19 ПдКС; Сл. 19,"VKM-SRC-011 p.44 [VKM_REGIONAL; FACT]: 0,65–0,97 (EV-VN-S011-0839) || VKM-SRC-011 p.177 [BKPRU4; FACT]: 0.81 (EV-VN-S011-3905)",2,1,VKM-SRC-011,EV-VN-S011-0839;EV-VN-S011-3905,VKM_REGIONAL:1; BKPRU4:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"21 слой, нумерация сверху вниз (SRC-011 p.43–44, Табл. 2.1 — БКПРУ-4). Промышленная пачка ПдКС на БКПРУ-4 — слои 9–16."
PDKS_U_L20,Слой 20 верхней пачки ПдКС (схема ОАО «Уралкалий»),сл.20,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,каменная соль (шпатовый/перистый галит) с глинисто-ангидритовыми прослоями,P1br2,слой 20 ПдКС; Сл. 20,"VKM-SRC-011 p.44 [VKM_REGIONAL; FACT]: 1,48–2,24 (EV-VN-S011-0840) || VKM-SRC-011 p.177 [BKPRU4; FACT]: 1.91 (EV-VN-S011-3906)",2,1,VKM-SRC-011,EV-VN-S011-0840;EV-VN-S011-3906,VKM_REGIONAL:1; BKPRU4:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"21 слой, нумерация сверху вниз (SRC-011 p.43–44, Табл. 2.1 — БКПРУ-4). Промышленная пачка ПдКС на БКПРУ-4 — слои 9–16."
PDKS_U_L21,Слой 21 верхней пачки ПдКС (схема ОАО «Уралкалий»),сл.21,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,каменная соль (шпатовый/перистый галит) с глинисто-ангидритовыми прослоями,P1br2,слой 21 ПдКС; Сл. 21,"VKM-SRC-011 p.44 [VKM_REGIONAL; FACT]: 0,49–0,66 (EV-VN-S011-0841) || VKM-SRC-011 p.177 [BKPRU4; FACT]: 0.58 (EV-VN-S011-3907)",2,1,VKM-SRC-011,EV-VN-S011-0841;EV-VN-S011-3907,VKM_REGIONAL:1; BKPRU4:1,0,нет SKRU-1-специфичных данных о мощности,FACT,VKM_REGIONAL,LOW,"21 слой, нумерация сверху вниз (SRC-011 p.43–44, Табл. 2.1 — БКПРУ-4). Промышленная пачка ПдКС на БКПРУ-4 — слои 9–16."
PDKS_U_KS1,"Слой КС-1 верхней пачки ПдКС (схема ОАО «Сильвинит», СКРУ-3)",КС-1,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,каменная соль,P1br2,КС-1,,0,0,,,,0,нет SKRU-1-специфичных данных о мощности,UNKNOWN,VKM_REGIONAL,N/A,"Схема геологической службы СКРУ-3 (О.Ф. Корочкина и др.), нумерация снизу вверх (SRC-011 p.45)."
PDKS_U_KS2,"Слой КС-2 верхней пачки ПдКС (схема ОАО «Сильвинит», СКРУ-3)",КС-2,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,каменная соль,P1br2,КС-2,,0,0,,,,0,нет SKRU-1-специфичных данных о мощности,UNKNOWN,VKM_REGIONAL,N/A,"Схема геологической службы СКРУ-3 (О.Ф. Корочкина и др.), нумерация снизу вверх (SRC-011 p.45)."
PDKS_U_KS3,"Слой КС-3 верхней пачки ПдКС (схема ОАО «Сильвинит», СКРУ-3)",КС-3,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,каменная соль,P1br2,КС-3,,0,0,,,,0,нет SKRU-1-специфичных данных о мощности,UNKNOWN,VKM_REGIONAL,N/A,"Схема геологической службы СКРУ-3 (О.Ф. Корочкина и др.), нумерация снизу вверх (SRC-011 p.45)."
PDKS_U_KS4,"Слой КС-4 верхней пачки ПдКС (схема ОАО «Сильвинит», СКРУ-3)",КС-4,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,каменная соль,P1br2,КС-4,,0,0,,,,0,нет SKRU-1-специфичных данных о мощности,UNKNOWN,VKM_REGIONAL,N/A,"Схема геологической службы СКРУ-3 (О.Ф. Корочкина и др.), нумерация снизу вверх (SRC-011 p.45)."
PDKS_U_KS5,"Слой КС-5 верхней пачки ПдКС (схема ОАО «Сильвинит», СКРУ-3)",КС-5,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,каменная соль,P1br2,КС-5,,0,0,,,,0,нет SKRU-1-специфичных данных о мощности,UNKNOWN,VKM_REGIONAL,N/A,"Схема геологической службы СКРУ-3 (О.Ф. Корочкина и др.), нумерация снизу вверх (SRC-011 p.45)."
PDKS_U_KS6,"Слой КС-6 верхней пачки ПдКС (схема ОАО «Сильвинит», СКРУ-3)",КС-6,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,каменная соль,P1br2,КС-6,,0,0,,,,0,нет SKRU-1-специфичных данных о мощности,UNKNOWN,VKM_REGIONAL,N/A,"Схема геологической службы СКРУ-3 (О.Ф. Корочкина и др.), нумерация снизу вверх (SRC-011 p.45)."
PDKS_U_KS7,"Слой КС-7 верхней пачки ПдКС (схема ОАО «Сильвинит», СКРУ-3)",КС-7,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,каменная соль,P1br2,КС-7,,0,0,,,,0,нет SKRU-1-специфичных данных о мощности,UNKNOWN,VKM_REGIONAL,N/A,"Схема геологической службы СКРУ-3 (О.Ф. Корочкина и др.), нумерация снизу вверх (SRC-011 p.45)."
PDKS_U_KS8,"Слой КС-8 верхней пачки ПдКС (схема ОАО «Сильвинит», СКРУ-3)",КС-8,other,PDKS_UPPER,,,,TRUE,SUBDIVISION_ALT,каменная соль,P1br2,КС-8,,0,0,,,,0,нет SKRU-1-специфичных данных о мощности,UNKNOWN,VKM_REGIONAL,N/A,"Схема геологической службы СКРУ-3 (О.Ф. Корочкина и др.), нумерация снизу вверх (SRC-011 p.45)."
