obs_id,unit_id,unit_name_canonical,unit_as_printed,abbrev_as_printed,source_id,pdf_page,printed_page,locator,vn_id,existing_evidence_ids,record_kind,scope,site_as_printed,spatial_level,observation_type,thickness_as_printed,thickness_min_m,thickness_max_m,thickness_mean_m,numeric_parse,above_as_printed,below_as_printed,lithology_as_printed,status,evidence_type,extraction_method,quote_check,confidence,transferability_to_SKRU1,notes
STO-0042,S_KR2,Пласт Красный-II (слои 1–7),"Сильвинитовая пачка: КрIIIв, КрIIIб, КрIIIа, КрII, КрI, А + межпластовая каменная соль",P1br3 (СП),VKM-SRC-011,12,22-23,§1.2 сильвинитовая пачка,EV-VN-S011-0229,EV-GEO-0031;EV-GEO-0032;EV-GEO-0033;EV-GEO-0034;EV-GEO-0041,stratigraphic_unit,VKM_REGIONAL,сильвинитовая пачка,seam,RANGE_MEAN,"0,8–11,9 ср. 4,1",0.8,11.9,4.1,MANUAL_FROM_PRINTED,карналлитовая пачка (пласт Б),верхняя пачка ПдКС,"красные сильвиниты КрIII–КрI, полосчатый сильвинит А; КрIII sub-seams three-layered (sylvinite–salt 0,2–0,4 (до 2) м–sylvinite); КрII 7 layers (odd rich, even poor) 0,8–11,9 м ср. 4,1; КрI 25 annual layers (sylvite 1–3 см, halite 1–7 см) 0,1–4,2 м ср",FACT,DESCRIPTIVE,TEXT_LAYER,FUZZY_72,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"refs [66],[63]"
STO-0043,S_KR1,Пласт Красный-I,"Сильвинитовая пачка: КрIIIв, КрIIIб, КрIIIа, КрII, КрI, А + межпластовая каменная соль",P1br3 (СП),VKM-SRC-011,12,22-23,§1.2 сильвинитовая пачка,EV-VN-S011-0229,EV-GEO-0031;EV-GEO-0032;EV-GEO-0033;EV-GEO-0034;EV-GEO-0041,stratigraphic_unit,VKM_REGIONAL,сильвинитовая пачка,seam,RANGE_MEAN,"0,1–4,2 ср. 1,1",0.1,4.2,1.1,MANUAL_FROM_PRINTED,карналлитовая пачка (пласт Б),верхняя пачка ПдКС,"красные сильвиниты КрIII–КрI, полосчатый сильвинит А; КрIII sub-seams three-layered (sylvinite–salt 0,2–0,4 (до 2) м–sylvinite); КрII 7 layers (odd rich, even poor) 0,8–11,9 м ср. 4,1; КрI 25 annual layers (sylvite 1–3 см, halite 1–7 см) 0,1–4,2 м ср",FACT,DESCRIPTIVE,TEXT_LAYER,FUZZY_72,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"refs [66],[63]"
STO-0044,S_KR3,"Пласт Красный-III (слои а, б, в)","Сильвинитовая пачка: КрIIIв, КрIIIб, КрIIIа, КрII, КрI, А + межпластовая каменная соль",P1br3 (СП),VKM-SRC-011,12,22-23,§1.2 сильвинитовая пачка,EV-VN-S011-0229,EV-GEO-0031;EV-GEO-0032;EV-GEO-0033;EV-GEO-0034;EV-GEO-0041,stratigraphic_unit,VKM_REGIONAL,сильвинитовая пачка,seam,SUBUNIT_RANGE,"межслоевая соль КрIII 0,2–4,5 (цитата)",,,,MANUAL_FROM_PRINTED,карналлитовая пачка (пласт Б),верхняя пачка ПдКС,"красные сильвиниты КрIII–КрI, полосчатый сильвинит А; КрIII sub-seams three-layered (sylvinite–salt 0,2–0,4 (до 2) м–sylvinite); КрII 7 layers (odd rich, even poor) 0,8–11,9 м ср. 4,1; КрI 25 annual layers (sylvite 1–3 см, halite 1–7 см) 0,1–4,2 м ср",FACT,DESCRIPTIVE,TEXT_LAYER,FUZZY_72,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"две прослойки соли внутри КрIII 0,2–4,5 м | refs [66],[63]"
STO-0045,S_A,Пласт А (полосчатый сильвинит),Пласт А (полосчатый сильвинит) и межпластье А-КрI с прослоем А`,А; А-КрI; А`,VKM-SRC-011,13,24-25,"§1.2 пласт А, А-КрI",EV-VN-S011-0233,EV-GEO-0039;EV-GEO-0040;EV-GEO-0041,stratigraphic_unit,VKM_REGIONAL,А,seam,RANGE,"0,3–3,6",0.3,3.6,,MANUAL_FROM_PRINTED,Б,КрI,полосчатый сильвинит,FACT,DESCRIPTIVE,TEXT_LAYER,FUZZY_83,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),
STO-0046,S_AP,Прослой-спутник А' (А1),Пласт А (полосчатый сильвинит) и межпластье А-КрI с прослоем А`,А; А-КрI; А`,VKM-SRC-011,13,24-25,"§1.2 пласт А, А-КрI",EV-VN-S011-0233,EV-GEO-0039;EV-GEO-0040;EV-GEO-0041,stratigraphic_unit,VKM_REGIONAL,А,seam,SINGLE,"А` 0,25; глинисто-ангидритовый прослой под А` 0,03–0,05 (реже 0,2–0,3)",,,0.25,MANUAL_FROM_PRINTED,Б,КрI,полосчатый сильвинит,FACT,DESCRIPTIVE,TEXT_LAYER,FUZZY_83,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"в 0,2 м от кровли А-КрI"
STO-0047,KP,Карналлитовая (сильвинито-карналлитовая) зона/пачка,Карналлитовая (сильвинито-карналлитовая) пачка: нижняя карналлитовая часть Б–Е и верхняя карналлито-галитовая Е-Ж–К [122],P1br3 (КП),VKM-SRC-011,13,24-25,§1.2 карналлитовая пачка,EV-VN-S011-0235,EV-GEO-0042;EV-GEO-0043;EV-GEO-0044;EV-GEO-0045;EV-GEO-0046;EV-GEO-0047;EV-GEO-0048;EV-GEO-0049,stratigraphic_unit,VKM_REGIONAL,карналлитовая пачка,seam,RANGE_MEAN,"38–80, ср. 53,8",38,80,53.8,MANUAL_FROM_PRINTED,ПКС,пласт А,"carnallite rock / variegated sylvinite / rock salt replacement; interseam grey banded rock salt, mean 1,6→6,1 m upward; В has 6 layers В1–В6 (Шешуков [341]); satellite В' 0,35 m below roof of Б-В (0,4 m carnallitic / 0,25 m sylvinitic)",FACT,DESCRIPTIVE,TEXT_LAYER,EXACT,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),И and К each contain one rock-salt layer mid-seam
STO-0048,KP_LOWER,Нижняя (богатая) часть карналлитовой пачки (Б–Е),Карналлитовая (сильвинито-карналлитовая) пачка: нижняя карналлитовая часть Б–Е и верхняя карналлито-галитовая Е-Ж–К [122],P1br3 (КП),VKM-SRC-011,13,24-25,§1.2 карналлитовая пачка,EV-VN-S011-0235,EV-GEO-0042;EV-GEO-0043;EV-GEO-0044;EV-GEO-0045;EV-GEO-0046;EV-GEO-0047;EV-GEO-0048;EV-GEO-0049,stratigraphic_unit,VKM_REGIONAL,карналлитовая пачка,seam,RANGE_MEAN,"нижняя 20,2–60,5 ср. 34,9",20.2,60.5,34.9,MANUAL_FROM_PRINTED,ПКС,пласт А,"carnallite rock / variegated sylvinite / rock salt replacement; interseam grey banded rock salt, mean 1,6→6,1 m upward; В has 6 layers В1–В6 (Шешуков [341]); satellite В' 0,35 m below roof of Б-В (0,4 m carnallitic / 0,25 m sylvinitic)",FACT,DESCRIPTIVE,TEXT_LAYER,EXACT,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),И and К each contain one rock-salt layer mid-seam
STO-0049,KP_UPPER,Верхняя (бедная) часть карналлитовой пачки (Е/Ж–К),Карналлитовая (сильвинито-карналлитовая) пачка: нижняя карналлитовая часть Б–Е и верхняя карналлито-галитовая Е-Ж–К [122],P1br3 (КП),VKM-SRC-011,13,24-25,§1.2 карналлитовая пачка,EV-VN-S011-0235,EV-GEO-0042;EV-GEO-0043;EV-GEO-0044;EV-GEO-0045;EV-GEO-0046;EV-GEO-0047;EV-GEO-0048;EV-GEO-0049,stratigraphic_unit,VKM_REGIONAL,карналлитовая пачка,seam,RANGE_MEAN,"верхняя 15,7–25,0 ср. 19,5",15.7,25.0,19.5,MANUAL_FROM_PRINTED,ПКС,пласт А,"carnallite rock / variegated sylvinite / rock salt replacement; interseam grey banded rock salt, mean 1,6→6,1 m upward; В has 6 layers В1–В6 (Шешуков [341]); satellite В' 0,35 m below roof of Б-В (0,4 m carnallitic / 0,25 m sylvinitic)",FACT,DESCRIPTIVE,TEXT_LAYER,EXACT,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),И and К each contain one rock-salt layer mid-seam
STO-0050,S_VP,Слой-спутник В',Карналлитовая (сильвинито-карналлитовая) пачка: нижняя карналлитовая часть Б–Е и верхняя карналлито-галитовая Е-Ж–К [122],P1br3 (КП),VKM-SRC-011,13,24-25,§1.2 карналлитовая пачка,EV-VN-S011-0235,EV-GEO-0042;EV-GEO-0043;EV-GEO-0044;EV-GEO-0045;EV-GEO-0046;EV-GEO-0047;EV-GEO-0048;EV-GEO-0049,stratigraphic_unit,VKM_REGIONAL,карналлитовая пачка,seam,BY_COMPOSITION,"В' 0,4 (карналлитовый) / 0,25 (сильвинитовый); 0,35 м ниже кровли Б-В",,,,MANUAL_FROM_PRINTED,ПКС,пласт А,"carnallite rock / variegated sylvinite / rock salt replacement; interseam grey banded rock salt, mean 1,6→6,1 m upward; В has 6 layers В1–В6 (Шешуков [341]); satellite В' 0,35 m below roof of Б-В (0,4 m carnallitic / 0,25 m sylvinitic)",FACT,DESCRIPTIVE,TEXT_LAYER,EXACT,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),И and К each contain one rock-salt layer mid-seam
STO-0051,PKS,Покровная каменная соль,Покровная каменная соль,ПКС (P1br4),VKM-SRC-011,14,26-27,§1.2 ПКС,EV-VN-S011-0252,EV-GEO-0052;EV-GEO-0054,stratigraphic_unit,VKM_REGIONAL,ПКС,seam,RANGE_MEAN,"16–22, ср. 20",16.0,22.0,20.0,REGEX,"СМТ (P1sl1, переходная пачка ПП)",пласт К,"каменная соль, тонкая неровная слоистость, мелкозернистая, светлее ПдКС; редкие вкрапления карналлита и сильвина внизу; стяжения ангидрита; разделена на светлую (нижн.) и темную (верхн.) пачки по «галопелитовой паре» (19,5–33,5 см; два глинисто-ангид",FACT,DESCRIPTIVE,TEXT_LAYER,FUZZY_75,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),absent on crests of some uplifts (important: direct contact of potash seams with overburden)
STO-0052,SMT,Соляно-мергельная толща (нижнесоликамская подсвита),Соляно-мергельная толща (нижнесоликамская подсвита),"СМТ, P1sl1 (ритмопачки P1sl1^1…P1sl1^9)",VKM-SRC-011,17,32-33,"§1.2 СМТ, рис. 1.23",EV-VN-S011-0277,EV-GEO-0055;EV-GEO-0058,stratigraphic_unit,VKM_REGIONAL,СМТ,seam,RANGE_MEAN,"15–160, ср. ≈100",15,160,100,MANUAL_FROM_PRINTED,ТКТ (P1sl2),ПКС,"marls & clays 65%, rock salt 30%, gypsum & anhydrite 5%; 7 lower rhythm-packs = clay/marl bed + rock salt or gypsum bed; 8th: marls, clay-carbonate-sulphate below, clay-gypsum above; 9th: clay & carbonate with gypsum, rarely anhydrite; thin salt in 8",FACT,LITERATURE_CITED,TEXT_LAYER,EXACT,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),after [283] and unpublished fund materials Ю.А. Третьяков 1979; distributed over the whole deposit
STO-0053,PP,Переходная пачка,Переходная пачка (ПП); соленосная толща = соляная толща + ПП,ПП,VKM-SRC-011,18,34-35,§1.2 переходная пачка,EV-VN-S011-0301,EV-GEO-0056;EV-GEO-0057,stratigraphic_unit,VKM_REGIONAL,ПП,seam,MAX_MEAN,"до 88 (скв. 179), ср. 20",,88,20,MANUAL_FROM_PRINTED,СМТ (несоленосная часть),ПКС,пласты каменной соли от первых дециметров до 10 м; максимальное число пластов в центрах крупных отрицательных структур,FACT,DESCRIPTIVE,TEXT_LAYER,FUZZY_78,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),"roof = salt mirror (соляное зеркало), NOT a stratigraphic level → diachronous surface; two lowest salt beds nearly deposit-wide"
STO-0054,FN_STRUCT_COMPLEX,Структурные комплексы соляной толщи I–IV (Голубев),"Структурные комплексы соляной толщи (Голубев [56,60]): I — ПдКС (верхн. до 90 м вскрыто выработками); II — сильвинитовая пачка КрIII–А (+Б где пестрый сильвинит); III — нижняя карналлитовая Б–Е (~50 м",СК I–IV,VKM-SRC-011,22,42-43,§1.3.2 структурные комплексы,EV-VN-S011-0356,EV-GEO-0099,stratigraphic_unit,VKM_REGIONAL,ВКМС,deposit,SUBUNIT_RANGE,I: ≤90 вскрыто выработками; III: ~50,,,,MANUAL_FROM_PRINTED,,,deformation-style units (mechanical stratigraphy),FACT,DESCRIPTIVE,TEXT_LAYER,FUZZY_80,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),I: disharmonic asymmetric folds of 2–6 m salt packs; amplitude 1–5 m (Berezniki uplift) to 6–8 m (Solikamsk uplift); overturned limbs stretched and ruptured with horizontal displacement up to 1–3 m; 'Трещины отсутствуют'; granular halite deforms more than feathery halite
STO-0055,S_L,"Пласт Л (непостоянный, выделялся В.И. Копниным)",пласт Л (выделялся В.И. Копниным [123] в разрезе некоторых скважин),Л,VKM-SRC-011,26,50-51,текст с.51,EV-VN-S011-0473,,stratigraphic_unit,VKM_REGIONAL,ВКМС,deposit,DEFINITION,not given,,,,NONE,пласт К (кровля карналлитовой пачки),ПКС (покровная каменная соль),продуктивный (карналлитовый/калийный) пласт — не постоянен,FACT,LITERATURE_CITED,TEXT_LAYER,EXACT,HIGH,REGIONAL_PRIOR (не значение СКРУ-1),Upper part of carnallite pack (top of Е to top of К) has inconstant number of productive seams incl. additional ones; seam Л not in standard scheme.
STO-0056,SEQUENCE,,sequence of section units at BKPRU-1 (top→bottom),Q / ПЦТ / ТКТ / СМТ / ПП / ПКС / КП / СП / МГ (marker within ПдКС) / ПдКС / ГАТ,VKM-SRC-011,27,52-53,Рис. 1.42 (разрез 1040–99),EV-VN-S011-0488,,stratigraphic_unit,BKPRU1,линия 1040–99,survey_line,SEQUENCE_ORDERING,not printed; read from section graphically only,,,,NONE,ground surface (≈+100…+120 m A.O.),ГАТ (below ≈−500…−560 m A.O. at borehole 16–99),Q quaternary; ПЦТ пестроцветная толща; ТКТ терригенно-карбонатная толща; СМТ соляно-мергельная толща; ПП переходная пачка; ПКС покровная каменная соль; КП карналлитовая пачка (калийная зона) ; СП сильвинитовая пачка; МГ маркирующая глина; ПдКС подсти,FACT,INTERPRETATION,VISUAL_READ,NOT_FOUND,HIGH,OTHER_VKM_SITE (аналог; не СКРУ-1),Запись документирует порядок/набор единиц (см. abbrev_as_printed) | Ordering confirmed visually. ПП pinches out/thins eastward; ТКТ outcrops under Q toward W (ПЦТ at W end); СМТ thickens E.
STO-0057,SEQUENCE,,productive seams of sylvinite and lower carnallite zone at BKPRU-1 (bottom→top on section),"КрIII (3 sub-seams, superscripts а/б/в) – КрII – КрI – А – Б – В",VKM-SRC-011,28,54-55,Рис. 1.44,EV-VN-S011-0508,,stratigraphic_unit,BKPRU1,линия II-II БКПРУ-1,survey_line,SEQUENCE_ORDERING,not printed,,,,NONE,В (carnallite),КрIII lowest,"КрIII, КрII: sylvinite red (4) with banded (3) parts; КрI red sylvinite; А banded sylvinite; Б variegated sylvinite/banded; В carnallite rock (1); rock salt interlayers (5) between",FACT,INTERPRETATION,VISUAL_READ,EXACT,HIGH,OTHER_VKM_SITE (аналог; не СКРУ-1),Запись документирует порядок/набор единиц (см. abbrev_as_printed) | Visual ordering of seams КрIII→В confirmed; superscript letters of the three КрIII sub-seams not legible at 200 dpi.
