site_group,obs_class,schema_modality,n_catalog_rows,n_datasets,measurement_years_printed,item_kinds,values_in_corpus,source_ids,scope,locators,sites_detail,cat_ids,vn_ids,usable_for_skru1,status_mix,latent_state_link,confidence,status,notes
общий метод,GPR,gpr,12,0,,LAB_OR_PHYSICAL_MODEL:12,TEXT_VALUES:7; DESCRIPTION_ONLY:5,VKM-SRC-040,GENERAL_METHOD,"VKM-SRC-040 p71 [§2.2.5 p.71]; VKM-SRC-040 p73 [§2.2.5 p.73]; VKM-SRC-040 p74 [§2.2.5 p.73–74, Рис. 2.29]; VKM-SRC-040 p75 [§2.2.5 p.75–76, Рис. 2.31 [38]]; VKM-SRC-040 p76 [§2.2.5 p.76]; VKM-SRC-040 p77 [§2.2.5 p.76–77, Рис. 2.32–2.33]; VKM-SRC-040 p80 [§2.2.5 p.80, Рис. 2.34]; VKM-SRC-040 p82 [§2.2.5 p.82, Рис. 2.35]; VKM-SRC-040 p88 [§3.1 p.88, Рис. 3.1]; VKM-SRC-040 p88 [§3.1 p.88, Рис. 3.2]; VKM-SRC-040 p91 [§3.1 p.91–92, Рис. 3.3–3.4]; VKM-SRC-040 p93 [§3.1 p.92–93, Рис. 3.5]",общий метод (без площадки),MON-0300; MON-0301; MON-0302; MON-0303; MON-0304; MON-0305; MON-0306; MON-0307; MON-0308; MON-0309; MON-0310; MON-0311,EV-VN-S040-0162; EV-VN-S040-0169; EV-VN-S040-0173; EV-VN-S040-0176; EV-VN-S040-0178; EV-VN-S040-0179; EV-VN-S040-0183; EV-VN-S040-0185; EV-VN-S040-0198; EV-VN-S040-0200; EV-VN-S040-0202; EV-VN-S040-0208,METHOD/OPERATOR_PRIOR:12,FACT:12,"геометрия границ (слои, выработки, пустоты, крепь) + ЭМ-свойства (ε_r→v, затухание; влажность/трещиноватость)",HIGH:12,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
общий метод,GRAVIMETRY_ELECTROMETRY,other,4,0,,LAB_OR_PHYSICAL_MODEL:4,DESCRIPTION_ONLY:4,VKM-SRC-040,GENERAL_METHOD,"VKM-SRC-040 p49 [§2.2.1, p.49-50, рис. 2.10-2.11]; VKM-SRC-040 p51 [§2.2.1, рис. 2.11-2.12]; VKM-SRC-040 p52 [§2.2.1 ВЭЗ]; VKM-SRC-040 p53 [§2.2.1, Методика обработки ВЭЗ; Рис",общий метод (без площадки),MON-0370; MON-0371; MON-0372; MON-0373,EV-VN-S040-0116; EV-VN-S040-0117; EV-VN-S040-0119; EV-VN-S040-0129,METHOD/OPERATOR_PRIOR:4,FACT:4,"Δg / ρ_к — косвенные признаки разуплотнения, обводнения ВЗТ; не смещение",HIGH:3; MEDIUM:1,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
общий метод,INSAR,insar,30,1,,METHOD_PROPERTY:16; SENSOR_SPEC:5; DESIGN_SPEC:3; DATASET:1; DATA_ACCESS_ILLUSTRATION:1; CITED_DESCRIPTION:1; SYSTEM_DESCRIPTION:1; CONFLICT:1; METHOD_OVERVIEW:1,SPEC_OR_DESCRIPTION_ONLY:28; FIGURE_VALUES_DIGITIZED_APPROX:1; TEXT_VALUES:1,VKM-SRC-001; VKM-SRC-002; VKM-SRC-003; VKM-SRC-004; VKM-SRC-006; VKM-SRC-007; VKM-SRC-009; VKM-SRC-010; VKM-SRC-023,GENERAL_METHOD,"VKM-SRC-001 p15 [текст с.15]; VKM-SRC-001 p18 [Рис.7]; VKM-SRC-001 p18 [текст с.18]; VKM-SRC-001 p18 [текст с.18-19]; VKM-SRC-001 p19 [текст с.19]; VKM-SRC-002 p4 [слайд 4 'Sentinel-1a, -1b' (скриншот; VKM-SRC-003 p7 [Введение]; VKM-SRC-003 p24 [§1.2.2]; VKM-SRC-003 p28 [§1.3]; VKM-SRC-003 p85 [§4.1 выводы (конец раздела)]; VKM-SRC-003 p90 [§4.2.3]; VKM-SRC-003 p91 [§4.2.3]; VKM-SRC-003 p93 [§4.2.5, рис. 4.9]; VKM-SRC-003 p115 [Заключение, п.5]; VKM-SRC-004 p3 [Методика]; VKM-SRC-004 p3 [Методика]; VKM-SRC-004 p4 [Методика]; VKM-SRC-004 p4 [Методика]; VKM-SRC-004 p5 [Методика]; VKM-SRC-006 p10 [§1.1, с. 10]; VKM-SRC-006 p13 [§1.1, с. 13]; VKM-SRC-006 p13 [§1.1, с. 13]; VKM-SRC-006 p13 [§1.1, с. 13]; VKM-SRC-006 p14 [§1.1, с. 14]; VKM-SRC-006 p52 [§5.1]; VKM-SRC-006 p84 [§6.5 p.84]; VKM-SRC-007 p4 [Введение, verification need]; VKM-SRC-009 p4 [§8 vs standard LOS geometry]; VKM-SRC-010 p3 [Методы DInSAR, SBaS, PS]; VKM-SRC-023 p105 [rendered p.105; §4.3 para 4]",AOI Пермь (не ВКМ); иллюстрация доступа к данным Sentinel-1 || общий метод (LOS→вертикаль) || общий метод (без площадки),MON-0088; MON-0092; MON-0093; MON-0094; MON-0095; MON-0096; MON-0105; MON-0107; MON-0108; MON-0148; MON-0149; MON-0150; MON-0151; MON-0155; MON-0158; MON-0159; MON-0161; MON-0162; MON-0163; MON-0183; MON-0184; MON-0185; MON-0186; MON-0187; MON-0188; MON-0192; MON-0194; MON-0206; MON-0216; MON-0226,EV-VN-S001-0049; EV-VN-S001-0062; EV-VN-S001-0064; EV-VN-S001-0065; EV-VN-S001-0067; EV-VN-S002-0005; EV-VN-S003-0018; EV-VN-S003-0079; EV-VN-S003-0092; EV-VN-S003-0317; EV-VN-S003-0348; EV-VN-S003-0352; EV-VN-S003-0357; EV-VN-S003-0401; EV-VN-S004-0017; EV-VN-S004-0018; EV-VN-S004-0022; EV-VN-S004-0023; EV-VN-S004-0025; EV-VN-S006-0019; EV-VN-S006-0033; EV-VN-S006-0035; EV-VN-S006-0036; EV-VN-S006-0037; EV-VN-S006-0124; EV-VN-S006-0196; EV-VN-S007-0012; EV-VN-S009-0024; EV-VN-S010-0007; EV-VN-S023-0472,METHOD/OPERATOR_PRIOR:28; METHOD_ONLY:1; DISCOVERY_ONLY:1,FACT:27; ENGINEERING_ASSUMPTION:3,u_LOS = u·ê_LOS относительно опорной точки и первой сцены (пиксель/PS); «субвертикальное» = u_LOS/cosθ при допущении u_h≈0,HIGH:26; MEDIUM:4,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
общий метод,IN_SITU_TEST,other,1,0,,SYSTEM_DESCRIPTION:1,SPEC_OR_DESCRIPTION_ONLY:1,VKM-SRC-025,GENERAL_METHOD,VKM-SRC-025 p174 [§7.4],общий метод (без площадки),MON-0420,EV-VN-S025-0996,METHOD/OPERATOR_PRIOR:1,FACT:1,локальное напряжение/хрупкость массива в точке испытания,HIGH:1,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
общий метод,LEVELLING,levelling,4,0,,NORMATIVE_SPEC:2; METHOD_PROPERTY:1; SYSTEM_DESCRIPTION:1,SPEC_OR_DESCRIPTION_ONLY:4,VKM-SRC-001; VKM-SRC-020; VKM-SRC-023,GENERAL_METHOD,"VKM-SRC-001 p3 [Актуальность проблемы]; VKM-SRC-020 p123 [§3.5 п.3, с.123]; VKM-SRC-020 p123 [§3.5 п.3, с.123-124]; VKM-SRC-023 p16 [rendered p.16; §1.2]",общий метод (без площадки) || подземные выработки (общее): нивелирование пунктов сетей,MON-0001; MON-0042; MON-0043; MON-0046,EV-VN-S001-0003; EV-VN-S020-0300; EV-VN-S020-0301; EV-VN-S023-0044,METHOD/OPERATOR_PRIOR:4,FACT:4,"u_z(репер,t) − u_z(репер,t0) относительно исходных реперов; точечная опора; эпохи кампаний",HIGH:3; MEDIUM:1,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
общий метод,OPTICAL_REMOTE_SENSING,other,2,0,,SENSOR_SPEC:1; SYSTEM_DESCRIPTION:1,SPEC_OR_DESCRIPTION_ONLY:2,VKM-SRC-006,GENERAL_METHOD,"VKM-SRC-006 p10 [§1.1, с. 10]; VKM-SRC-006 p75 [§6.3 p.75, рис. 6.6]",общий метод (без площадки),MON-0388; MON-0390,EV-VN-S006-0025; EV-VN-S006-0177,METHOD/OPERATOR_PRIOR:2,FACT:2,"морфология поверхности (провалы, линеаменты), LST — не смещение",HIGH:1; MEDIUM:1,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
общий метод,PROFILE_LINE_STATION,profile_line,1,0,,NORMATIVE_SPEC:1,SPEC_OR_DESCRIPTION_ONLY:1,VKM-SRC-024,GENERAL_METHOD,"VKM-SRC-024 p49 [§6.1.1, ref [12]]",общий метод (без площадки),MON-0065,EV-VN-S024-0114,METHOD/OPERATOR_PRIOR:1,FACT:1,"u_z и горизонтальная компонента вдоль линии (полная серия) в реперах через 20–50 м; производные: наклон, кривизна, ε",HIGH:1,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
общий метод,SEISMIC_SURVEY,seismic_survey,4,0,,LAB_OR_PHYSICAL_MODEL:3; METHOD_OVERVIEW:1,DESCRIPTION_ONLY:2; SPEC_OR_DESCRIPTION_ONLY:1; TEXT_VALUES:1,VKM-SRC-012; VKM-SRC-040,GENERAL_METHOD,"VKM-SRC-012 p21 [§1.3]; VKM-SRC-040 p55 [§2.2.2]; VKM-SRC-040 p56 [§2.2.2, Рис. 2.16]; VKM-SRC-040 p58 [§2.2.2 p.58]",общий метод (без площадки),MON-0352; MON-0359; MON-0360; MON-0361,EV-VN-S012-0051; EV-VN-S040-0134; EV-VN-S040-0136; EV-VN-S040-0140,METHOD/OPERATOR_PRIOR:4,FACT:4,"геометрия отражающих горизонтов (ОГ, ПВРО) и аномалии упругих свойств (статичная геометрия + Vp)",HIGH:3; MEDIUM:1,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
общий метод,SURVEY_CONTROL_NETWORK,other,6,0,,NORMATIVE_SPEC:4; SYSTEM_DESCRIPTION:1; METHOD_PROPERTY:1,SPEC_OR_DESCRIPTION_ONLY:6,VKM-SRC-020; VKM-SRC-024,GENERAL_METHOD,"VKM-SRC-020 p111 [§3.3]; VKM-SRC-020 p113 [§3.3, с.111-113]; VKM-SRC-020 p116 [§3.5 п.1]; VKM-SRC-020 p118 [§3.5 п.1, рис. 3.12]; VKM-SRC-024 p26 [§5.1.4, ref [1]]; VKM-SRC-024 p54 [§6.1.3]",общий метод (без площадки),MON-0399; MON-0400; MON-0401; MON-0402; MON-0403; MON-0408,EV-VN-S020-0286; EV-VN-S020-0289; EV-VN-S020-0294; EV-VN-S020-0295; EV-VN-S024-0061; EV-VN-S024-0142,METHOD/OPERATOR_PRIOR:6,FACT:5; MODEL_CHOICE:1,опорная система координат/высот (datum) для всех наблюдений,HIGH:6,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
общий метод,SURVEY_INSTRUMENTATION,other,1,0,,INSTRUMENT_SPEC:1,SPEC_OR_DESCRIPTION_ONLY:1,VKM-SRC-024,GENERAL_METHOD,"VKM-SRC-024 p47 [Табл. 3, 4; Рис. 14, 15]",общий метод (без площадки),MON-0410,EV-VN-S024-0108,METHOD/OPERATOR_PRIOR:1,FACT:1,паспортные характеристики приборов (априор ошибки),HIGH:1,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
общий метод,ULTRASONIC_ACOUSTIC_NDT,ultrasonic,9,0,,LAB_OR_PHYSICAL_MODEL:8; INSTRUMENT_SPEC:1,DESCRIPTION_ONLY:4; TEXT_VALUES:4; SPEC_OR_DESCRIPTION_ONLY:1,VKM-SRC-040,GENERAL_METHOD,"VKM-SRC-040 p59 [§2.2.3]; VKM-SRC-040 p61 [§2.2.3 p.61]; VKM-SRC-040 p62 [§2.2.3 p.62, Рис. 2.20]; VKM-SRC-040 p63 [§2.2.4]; VKM-SRC-040 p65 [§2.2.4 p.65; Рис. 2.24–2.25]; VKM-SRC-040 p65 [§2.2.4 p.65–66]; VKM-SRC-040 p87 [§3.1 p.87]; VKM-SRC-040 p94 [§3.2 p.94–95, Рис. 3.6]; VKM-SRC-040 p95 [§3.2 p.95, Рис. 3.7–3.8]",общий метод (без площадки),MON-0378; MON-0379; MON-0380; MON-0381; MON-0382; MON-0383; MON-0384; MON-0385; MON-0386,EV-VN-S040-0142; EV-VN-S040-0144; EV-VN-S040-0145; EV-VN-S040-0148; EV-VN-S040-0151; EV-VN-S040-0152; EV-VN-S040-0197; EV-VN-S040-0211; EV-VN-S040-0213,METHOD/OPERATOR_PRIOR:9,FACT:9,"толщина/дефекты крепи, скорость упругих волн в приконтурной зоне",HIGH:9,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
общий метод,UNDERGROUND_STATION,underground_station,10,0,,DESIGN_SPEC:6; METHOD_PROTOCOL:2; NORMATIVE_SPEC:1; METHOD_PROPERTY:1,SPEC_OR_DESCRIPTION_ONLY:10,VKM-SRC-024,GENERAL_METHOD,"VKM-SRC-024 p49 [§6.1.1, ref [11]]; VKM-SRC-024 p54 [§6.1.4]; VKM-SRC-024 p57 [§6.2.2]; VKM-SRC-024 p58 [§6.2.2 pp.57-58]; VKM-SRC-024 p59 [§6.2.3]; VKM-SRC-024 p62 [§6.2.3]; VKM-SRC-024 p63 [§6.2.4]; VKM-SRC-024 p65 [§6.2.4 pp.65-66]; VKM-SRC-024 p72 [§6.3.1 pp.72-73]; VKM-SRC-024 p76 [§6.3.1 p.76]",общий метод (без площадки),MON-0245; MON-0246; MON-0248; MON-0249; MON-0251; MON-0253; MON-0254; MON-0255; MON-0257; MON-0258,EV-VN-S024-0113; EV-VN-S024-0143; EV-VN-S024-0149; EV-VN-S024-0150; EV-VN-S024-0156; EV-VN-S024-0164; EV-VN-S024-0166; EV-VN-S024-0173; EV-VN-S024-0188; EV-VN-S024-0200,METHOD/OPERATOR_PRIOR:10,MODEL_CHOICE:9; FACT:1,"смещения контура выработки/глубинных реперов относительно опорных реперов ПНС: оседание кровли, расслоение, конвергенция",HIGH:10,DERIVATION,"агрегат строк каталога (подсчёт — DERIVATION; статусы строк — status_mix); годы — напечатанные в time_support наборов (DATASET), без вычислений"
