scenario_id,latent_world_id,dynamic_mechanism,experiment_role,observation_condition,missingness_mechanism,measurement_error_mechanism,base_seed,latent_seed,generator_seed,numeric_constraint_id,empirical_profile,empirical_period,nominal_interval_years,readable_min_magnitude_mm,reference_upper_mm,reference_floor_mm,structural_shape,temporal_parameters_json,process_motivation,observation_modality,pseudo_transition,numeric_scale_constrained,temporal_law_empirically_identified
V2-W010-O4,V2-W010,exponential_decay,development,reflector_seasonal,seasonal_reflector,thermal_reflector,104729,2486014221,2612603848,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,1,2015-2016,1,0.000000000,73.500000000,0.000000000,monotone_gradient,"{""base"":0.22240178400387178,""events"":[[0.25759090381634697,0.044559210046624505,0.45],[0.7698381131580897,0.057926973060611855,0.4]],""onset"":0.677355706440219,""power"":2.590210090714722,""steepness"":8.679562112060367,""tau"":0.4742035090917514}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_reflector_contamination,False,True,False
V2-W010-O5,V2-W010,exponential_decay,development,state_dependent_ordinary,state_dependent,ordinary_noise,104729,2486014221,4033570629,MUS-P1-LEVELING-2015-2016-SIGNED-DISP,1,2015-2016,1,0.000000000,73.500000000,0.000000000,monotone_gradient,"{""base"":0.22240178400387178,""events"":[[0.25759090381634697,0.044559210046624505,0.45],[0.7698381131580897,0.057926973060611855,0.4]],""onset"":0.677355706440219,""power"":2.590210090714722,""steepness"":8.679562112060367,""tau"":0.4742035090917514}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W011-O1,V2-W011,exponential_decay,development,ordinary_independent,independent,ordinary_noise,104729,3540910154,1117083275,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,17,2011-2016,5,68.900000000,177.600000000,0.000000000,broad_bowl,"{""base"":0.3503568767858809,""events"":[[0.24847188060036376,0.05801013315632669,0.45],[0.7372396214251469,0.0754131731032247,0.4]],""onset"":0.45813981085579997,""power"":1.9222191576939018,""steepness"":10.967795638157646,""tau"":0.39204267748070926}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W011-O2,V2-W011,exponential_decay,development,long_gap_gross,long_gap,gross_error,104729,3540910154,3743646930,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,17,2011-2016,5,68.900000000,177.600000000,0.000000000,broad_bowl,"{""base"":0.3503568767858809,""events"":[[0.24847188060036376,0.05801013315632669,0.45],[0.7372396214251469,0.0754131731032247,0.4]],""onset"":0.45813981085579997,""power"":1.9222191576939018,""steepness"":10.967795638157646,""tau"":0.39204267748070926}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W011-O3,V2-W011,exponential_decay,development,campaign_failure_systematic,planned_campaign_failure,systematic_shift,104729,3540910154,426594072,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,17,2011-2016,5,68.900000000,177.600000000,0.000000000,broad_bowl,"{""base"":0.3503568767858809,""events"":[[0.24847188060036376,0.05801013315632669,0.45],[0.7372396214251469,0.0754131731032247,0.4]],""onset"":0.45813981085579997,""power"":1.9222191576939018,""steepness"":10.967795638157646,""tau"":0.39204267748070926}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W011-O4,V2-W011,exponential_decay,development,reflector_seasonal,seasonal_reflector,thermal_reflector,104729,3540910154,3500674671,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,17,2011-2016,5,68.900000000,177.600000000,0.000000000,broad_bowl,"{""base"":0.3503568767858809,""events"":[[0.24847188060036376,0.05801013315632669,0.45],[0.7372396214251469,0.0754131731032247,0.4]],""onset"":0.45813981085579997,""power"":1.9222191576939018,""steepness"":10.967795638157646,""tau"":0.39204267748070926}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_reflector_contamination,False,True,False
V2-W011-O5,V2-W011,exponential_decay,development,state_dependent_ordinary,state_dependent,ordinary_noise,104729,3540910154,2267419490,MUS-P17-LEVELING-2011-2016-SIGNED-DISP,17,2011-2016,5,68.900000000,177.600000000,0.000000000,broad_bowl,"{""base"":0.3503568767858809,""events"":[[0.24847188060036376,0.05801013315632669,0.45],[0.7372396214251469,0.0754131731032247,0.4]],""onset"":0.45813981085579997,""power"":1.9222191576939018,""steepness"":10.967795638157646,""tau"":0.39204267748070926}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W012-O1,V2-W012,exponential_decay,development,ordinary_independent,independent,ordinary_noise,104729,2631542863,2978942629,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,17,2015-2016,1,11.000000000,28.100000000,11.000000000,broad_bowl,"{""base"":0.21890391798412204,""events"":[[0.3198058287543006,0.06763907076365003,0.45],[0.7472889268084967,0.08793079199274503,0.4]],""onset"":0.5798665380264756,""power"":2.407914549863291,""steepness"":13.614073564918902,""tau"":0.31462129608981193}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W012-O2,V2-W012,exponential_decay,development,long_gap_gross,long_gap,gross_error,104729,2631542863,4088267380,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,17,2015-2016,1,11.000000000,28.100000000,11.000000000,broad_bowl,"{""base"":0.21890391798412204,""events"":[[0.3198058287543006,0.06763907076365003,0.45],[0.7472889268084967,0.08793079199274503,0.4]],""onset"":0.5798665380264756,""power"":2.407914549863291,""steepness"":13.614073564918902,""tau"":0.31462129608981193}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W012-O3,V2-W012,exponential_decay,development,campaign_failure_systematic,planned_campaign_failure,systematic_shift,104729,2631542863,1423476376,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,17,2015-2016,1,11.000000000,28.100000000,11.000000000,broad_bowl,"{""base"":0.21890391798412204,""events"":[[0.3198058287543006,0.06763907076365003,0.45],[0.7472889268084967,0.08793079199274503,0.4]],""onset"":0.5798665380264756,""power"":2.407914549863291,""steepness"":13.614073564918902,""tau"":0.31462129608981193}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W012-O4,V2-W012,exponential_decay,development,reflector_seasonal,seasonal_reflector,thermal_reflector,104729,2631542863,1110400774,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,17,2015-2016,1,11.000000000,28.100000000,11.000000000,broad_bowl,"{""base"":0.21890391798412204,""events"":[[0.3198058287543006,0.06763907076365003,0.45],[0.7472889268084967,0.08793079199274503,0.4]],""onset"":0.5798665380264756,""power"":2.407914549863291,""steepness"":13.614073564918902,""tau"":0.31462129608981193}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_reflector_contamination,False,True,False
V2-W012-O5,V2-W012,exponential_decay,development,state_dependent_ordinary,state_dependent,ordinary_noise,104729,2631542863,4140196767,MUS-P17-LEVELING-2015-2016-SIGNED-DISP,17,2015-2016,1,11.000000000,28.100000000,11.000000000,broad_bowl,"{""base"":0.21890391798412204,""events"":[[0.3198058287543006,0.06763907076365003,0.45],[0.7472889268084967,0.08793079199274503,0.4]],""onset"":0.5798665380264756,""power"":2.407914549863291,""steepness"":13.614073564918902,""tau"":0.31462129608981193}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W013-O1,V2-W013,exponential_decay,development,ordinary_independent,independent,ordinary_noise,104729,554698605,1314167700,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,5,2011-2016,5,111.200000000,311.800000000,111.200000000,two_lobes,"{""base"":0.29751653603626765,""events"":[[0.3465581179491021,0.06599834938440122,0.45],[0.7133357196116048,0.08579785419972158,0.4]],""onset"":0.3677676793002893,""power"":1.9170003339882387,""steepness"":7.512403527802516,""tau"":0.3377507036997254}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W013-O2,V2-W013,exponential_decay,development,long_gap_gross,long_gap,gross_error,104729,554698605,3157573343,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,5,2011-2016,5,111.200000000,311.800000000,111.200000000,two_lobes,"{""base"":0.29751653603626765,""events"":[[0.3465581179491021,0.06599834938440122,0.45],[0.7133357196116048,0.08579785419972158,0.4]],""onset"":0.3677676793002893,""power"":1.9170003339882387,""steepness"":7.512403527802516,""tau"":0.3377507036997254}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W013-O3,V2-W013,exponential_decay,development,campaign_failure_systematic,planned_campaign_failure,systematic_shift,104729,554698605,157024233,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,5,2011-2016,5,111.200000000,311.800000000,111.200000000,two_lobes,"{""base"":0.29751653603626765,""events"":[[0.3465581179491021,0.06599834938440122,0.45],[0.7133357196116048,0.08579785419972158,0.4]],""onset"":0.3677676793002893,""power"":1.9170003339882387,""steepness"":7.512403527802516,""tau"":0.3377507036997254}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W013-O4,V2-W013,exponential_decay,development,reflector_seasonal,seasonal_reflector,thermal_reflector,104729,554698605,3765825895,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,5,2011-2016,5,111.200000000,311.800000000,111.200000000,two_lobes,"{""base"":0.29751653603626765,""events"":[[0.3465581179491021,0.06599834938440122,0.45],[0.7133357196116048,0.08579785419972158,0.4]],""onset"":0.3677676793002893,""power"":1.9170003339882387,""steepness"":7.512403527802516,""tau"":0.3377507036997254}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_reflector_contamination,False,True,False
V2-W013-O5,V2-W013,exponential_decay,development,state_dependent_ordinary,state_dependent,ordinary_noise,104729,554698605,1225771227,MUS-P5-LEVELING-2011-2016-SIGNED-DISP,5,2011-2016,5,111.200000000,311.800000000,111.200000000,two_lobes,"{""base"":0.29751653603626765,""events"":[[0.3465581179491021,0.06599834938440122,0.45],[0.7133357196116048,0.08579785419972158,0.4]],""onset"":0.3677676793002893,""power"":1.9170003339882387,""steepness"":7.512403527802516,""tau"":0.3377507036997254}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W014-O1,V2-W014,exponential_decay,development,ordinary_independent,independent,ordinary_noise,104729,3687533664,4161132323,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,5,2015-2016,1,12.600000000,59.000000000,12.600000000,two_lobes,"{""base"":0.3678867765764692,""events"":[[0.3082753089022735,0.04495589951713253,0.45],[0.7643908208792862,0.05844266937227229,0.4]],""onset"":0.4724610695074872,""power"":2.669165364878774,""steepness"":13.931867643651053,""tau"":0.1781555241403876}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W014-O2,V2-W014,exponential_decay,development,long_gap_gross,long_gap,gross_error,104729,3687533664,2460403103,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,5,2015-2016,1,12.600000000,59.000000000,12.600000000,two_lobes,"{""base"":0.3678867765764692,""events"":[[0.3082753089022735,0.04495589951713253,0.45],[0.7643908208792862,0.05844266937227229,0.4]],""onset"":0.4724610695074872,""power"":2.669165364878774,""steepness"":13.931867643651053,""tau"":0.1781555241403876}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W014-O3,V2-W014,exponential_decay,development,campaign_failure_systematic,planned_campaign_failure,systematic_shift,104729,3687533664,2578389475,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,5,2015-2016,1,12.600000000,59.000000000,12.600000000,two_lobes,"{""base"":0.3678867765764692,""events"":[[0.3082753089022735,0.04495589951713253,0.45],[0.7643908208792862,0.05844266937227229,0.4]],""onset"":0.4724610695074872,""power"":2.669165364878774,""steepness"":13.931867643651053,""tau"":0.1781555241403876}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W014-O4,V2-W014,exponential_decay,development,reflector_seasonal,seasonal_reflector,thermal_reflector,104729,3687533664,2070218177,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,5,2015-2016,1,12.600000000,59.000000000,12.600000000,two_lobes,"{""base"":0.3678867765764692,""events"":[[0.3082753089022735,0.04495589951713253,0.45],[0.7643908208792862,0.05844266937227229,0.4]],""onset"":0.4724610695074872,""power"":2.669165364878774,""steepness"":13.931867643651053,""tau"":0.1781555241403876}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_reflector_contamination,False,True,False
V2-W014-O5,V2-W014,exponential_decay,development,state_dependent_ordinary,state_dependent,ordinary_noise,104729,3687533664,1105027982,MUS-P5-LEVELING-2015-2016-SIGNED-DISP,5,2015-2016,1,12.600000000,59.000000000,12.600000000,two_lobes,"{""base"":0.3678867765764692,""events"":[[0.3082753089022735,0.04495589951713253,0.45],[0.7643908208792862,0.05844266937227229,0.4]],""onset"":0.4724610695074872,""power"":2.669165364878774,""steepness"":13.931867643651053,""tau"":0.1781555241403876}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W015-O1,V2-W015,exponential_decay,development,ordinary_independent,independent,ordinary_noise,104729,718391321,2938983595,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,6,2015-2016,1,0.000000000,49.100000000,0.000000000,localized_bowl,"{""base"":0.43568883124521074,""events"":[[0.3908230487642271,0.06630783451895259,0.45],[0.6674193531599923,0.08620018487463836,0.4]],""onset"":0.42882606814735724,""power"":2.264790939001998,""steepness"":11.867579344707528,""tau"":0.3766267565760407}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W015-O2,V2-W015,exponential_decay,development,long_gap_gross,long_gap,gross_error,104729,718391321,322386986,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,6,2015-2016,1,0.000000000,49.100000000,0.000000000,localized_bowl,"{""base"":0.43568883124521074,""events"":[[0.3908230487642271,0.06630783451895259,0.45],[0.6674193531599923,0.08620018487463836,0.4]],""onset"":0.42882606814735724,""power"":2.264790939001998,""steepness"":11.867579344707528,""tau"":0.3766267565760407}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W015-O3,V2-W015,exponential_decay,development,campaign_failure_systematic,planned_campaign_failure,systematic_shift,104729,718391321,930864613,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,6,2015-2016,1,0.000000000,49.100000000,0.000000000,localized_bowl,"{""base"":0.43568883124521074,""events"":[[0.3908230487642271,0.06630783451895259,0.45],[0.6674193531599923,0.08620018487463836,0.4]],""onset"":0.42882606814735724,""power"":2.264790939001998,""steepness"":11.867579344707528,""tau"":0.3766267565760407}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W015-O4,V2-W015,exponential_decay,development,reflector_seasonal,seasonal_reflector,thermal_reflector,104729,718391321,965057953,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,6,2015-2016,1,0.000000000,49.100000000,0.000000000,localized_bowl,"{""base"":0.43568883124521074,""events"":[[0.3908230487642271,0.06630783451895259,0.45],[0.6674193531599923,0.08620018487463836,0.4]],""onset"":0.42882606814735724,""power"":2.264790939001998,""steepness"":11.867579344707528,""tau"":0.3766267565760407}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_reflector_contamination,False,True,False
V2-W015-O5,V2-W015,exponential_decay,development,state_dependent_ordinary,state_dependent,ordinary_noise,104729,718391321,2729867657,MUS-P6-LEVELING-2015-2016-SIGNED-DISP,6,2015-2016,1,0.000000000,49.100000000,0.000000000,localized_bowl,"{""base"":0.43568883124521074,""events"":[[0.3908230487642271,0.06630783451895259,0.45],[0.6674193531599923,0.08620018487463836,0.4]],""onset"":0.42882606814735724,""power"":2.264790939001998,""steepness"":11.867579344707528,""tau"":0.3766267565760407}",source_reports_stabilization;exponential_law_is_engineering_stress,synthetic_leveling_proxy,False,True,False
V2-W016-O1,V2-W016,logarithmic_decay,development,ordinary_independent,independent,ordinary_noise,104729,889735696,1312610314,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1,2011-2016,5,76.400000000,364.300000000,0.000000000,monotone_gradient,"{""base"":0.20997405079175605,""events"":[[0.26077673207730195,0.05797460550564561,0.45],[0.7522734055684556,0.07536698715733929,0.4]],""onset"":0.4811934623748504,""power"":2.4780646652958116,""steepness"":12.736368415623357,""tau"":0.4623806354088009}",decay_model_misspecification_control_not_empirically_fitted,synthetic_leveling_proxy,False,True,False
V2-W016-O2,V2-W016,logarithmic_decay,development,long_gap_gross,long_gap,gross_error,104729,889735696,876120287,MUS-P1-LEVELING-2011-2016-SIGNED-DISP,1,2011-2016,5,76.400000000,364.300000000,0.000000000,monotone_gradient,"{""base"":0.20997405079175605,""events"":[[0.26077673207730195,0.05797460550564561,0.45],[0.7522734055684556,0.07536698715733929,0.4]],""onset"":0.4811934623748504,""power"":2.4780646652958116,""steepness"":12.736368415623357,""tau"":0.4623806354088009}",decay_model_misspecification_control_not_empirically_fitted,synthetic_leveling_proxy,False,True,False
