finding_id,stream,ext_id,finding,locator,affects,status,scope,confidence,conflict_with_local
F-SEIS-014,GEOPHYS_GPR,EXTWEB-GEOPHYS_GPR-013,"Abstract-level (LEAD): in the mine S-wave seismic method with reflection separation (ПВРО) used at VKM, reflections arriving from different half-spaces (roof/floor sides of the working) are distorted by the separation procedure; the distortion depends on acquisition/processing parameters, which must be chosen accordingly. Implication for the observation operator: ПВРО horizon picks are processing-dependent and need an explicit uncertainty model.",abstract (via search summary),"SGP-029; SGP-056; F-GPR-013 (ПВРО resolution 1.25 m, Zhukov et al. 2022)",FACT (abstract-level LEAD),VKM_REGIONAL,LOW,N
F-SEIS-015,GEOPHYS_GPR,EXTWEB-GEOPHYS_GPR-015,"No external Vp/Vs model of the VKM salt massif was obtained: Malovichko D.A. 1997 (conference abstract, 2 pp.) and Tsarev 2018 (Геофизика No.5; EXTWEB-GEOPHYS_GPR-016) are not online. GAP SGP-057 (massif-scale velocity model / impedance for SKRU-1) stays open; only lab Vp (SGP-019) and log Vp of 6 boreholes (SGP-021) exist locally.",negative search (1 query each),SGP-057; SGP-019; SGP-021; CW-1070; CW-1434,UNKNOWN,VKM_REGIONAL,HIGH (that nothing was found); n/a for values,N
F-SEIS-016,GEOPHYS_GPR,EXTWEB-GEOPHYS_GPR-014,"A 2025 review by GI UrO RAN (Sanfirov, Yaroslavtsev, Stepanov, Bychkov; Вестник АГГИ vol.1, pp. 28–46) covers current exploration-geophysics technologies for operating potash mines: seismic, electrical and gravity methods, geomechanical forecast, shafts and inter-chamber pillars. It is the most recent synthesis of VKM mine-geophysics practice found; not read.",bibliographic record + keywords (search summary),SGP-026..031; SGP-042; SGP-043; GPR bibliography rows; observation-operator catalogue (Phase 2),FACT (existence/scope),VKM_REGIONAL,MEDIUM,N
F-SEIS-017,GEOPHYS_GPR,EXTWEB-GEOPHYS_GPR-020,Abstract-level (LEAD): GI UrO RAN uses a combination of in-mine and surface seismic to map the boundaries of pinch-out zones of clay layers within the ВЗТ; these boundaries determine where mining can be conducted. Mine not named in the summary.,abstract (via search summary); Горное эхо 2020 No.2 pp. 57–62,SGP-056; HYD-144; HYD-155; SGP-026..031,FACT (abstract-level LEAD),VKM_REGIONAL,LOW,N — adds a concrete use case (clay pinch-out mapping) to the qualitative SGP-026/027 rows; no SKRU-1 profile established.
F-SEIS-018,GEOPHYS_GPR,EXTWEB-GEOPHYS_GPR-021,"A GI UrO RAN finite-element assessment of the ВЗТ at a VKM site of accelerated surface subsidence exists (Lomakin, Горное эхо 2020 No.4). The site is not identified in what was reachable; it is only a candidate primary source for the SKRU-1 block-115 accelerated-subsidence gap and must not be attributed to SKRU-1 without reading.",bibliographic record + keywords (search summary),SGP-060; SGP-003; EV-VN-S011-0572 (UNKNOWN magnitudes/dates),UNKNOWN,VKM_REGIONAL (site unknown),LOW,N
F-BG-001,BOREHOLES_GEOLOGY,EXTWEB-BOREHOLES_GEOLOGY-001,"Опубликована GIS-база 355 разломов и разломных зон Соликамской впадины в виде shp-файла в WGS84 с атрибутами (fault_id, AUTH, NAME, PARM, act, SNS1/2, SIDE, RATE, CONF, N_fault, method, strata, type, scale, prim). Это первая найденная публичная векторная геопривязанная версия разломов района СКРУ-1.",аннотация; раздел «Дополнительные материалы»,"GEOLOGY_EVIDENCE §3.4, §5 п.5; COORDINATE_DATUM_AUDIT GRID_SRC011_FIG146; CW-1595",FACT,VKM_REGIONAL,HIGH,N (дополняет: локально разломы только ячейками индексной сетки рис.1.46)
F-BG-002,BOREHOLES_GEOLOGY,EXTWEB-BOREHOLES_GEOLOGY-001,"В БД сохранена нумерация разломов из каталога «Разрывная тектоника ВКМС» (Кудряшов и др., 2004) в атрибуте N_fault и метод выделения (geol/RS/seis/grav/magn/elec). Значит разлом № 98 (единственный прямо связанный со СКРУ-1, блок 201) потенциально может быть найден в WGS84 по N_fault=98 — требуется проверка на самих данных (не скачивались).","раздел 3, табл. 1",EV-VN-S011-2089/-2090/-2651 (разлом №98); каталог 173 разломов прил.1 SRC-011; GEOLOGY_EVIDENCE §5 п.5,FACT (структура БД); UNKNOWN (наличие №98 в shp не проверено),VKM_REGIONAL,MEDIUM,N
F-BG-003,BOREHOLES_GEOLOGY,EXTWEB-BOREHOLES_GEOLOGY-001,"При перепроецировании схемы Кудряшова 2004 и сверке с оцифрованными первоисточниками авторы выявили пространственные невязки положения разломов: обычно сотни метров, в отдельных случаях несколько километров (рис. 2: примеры 986, 2450, 670 и 850 м относительно материалов Аверьянова 1992, Валеева 1974, Нояксовой 1990, Кассина 1985/1991).","раздел 4, рис. 2","каталог разломов SRC-011 прил.1 / рис.1.46 (реальная точность «не лучше одной ячейки» — теперь есть внешнее подтверждение, что и сама схема 2004 смещена); разлом №98: ось смещена ≈150 м от максимума оседаний (EV-VN-S011-2651)",FACT,VKM_REGIONAL,HIGH,"Y — частично: локально точность положения разлома №98 трактуется как ~150 м (погрешность геофизической интерпретации); внешний источник показывает, что схема 2004 года может отличаться от первоисточников на сотни м — км. Трассы по рис.1.46 нельзя считать точнее этого."
F-BG-004,BOREHOLES_GEOLOGY,EXTWEB-BOREHOLES_GEOLOGY-001,"БД аккумулирует разломы разных авторов без отбраковки (включая неподтверждённые); атрибут strata разделяет фундамент (В), сквозные PZ, подсолевые, солевые (Salt) и надсолевые (TopSalt) разломы; атрибут scale — масштаб исходной карты (1:10 000–1:1 000 000). Для 3D-мира СКРУ-1 это значит: наличие линии в БД ≠ доказанный разлом в соли.","раздел 2–3, табл. 3",GEOLOGY_EVIDENCE §3.4 (конфликт классификации №98: фундамент vs надсолевая толща); конкурирующие гипотезы надвигов,FACT,VKM_REGIONAL,HIGH,N
F-BG-005,BOREHOLES_GEOLOGY,EXTWEB-BOREHOLES_GEOLOGY-001,"Список фондовых первоисточников по разломам и разведке Соликамского участка (все в фондах ОАО «Уралкалий»/ТФГИ, не опубликованы): доразведка южных частей Соликамского и Ново-Соликамского участков 1991–1999 (Плотников Ю.А., 2002); ГДП-50 Верхнекамской площади «Геокарта» 1988–1991 (Харитонов Т.В., 1992); ГДП-200 листов О-40-III, О-40-IV и др. 1977–1980 (Денисов М.И., 1980); гравиметрия 1:25 000 1986–1990 (Нояксова); аэромагнитка (Кассин 1985, 1991); ВНИИГ (Джиноридзе 1987, 1997, 2002).","библиографический список, фондовые материалы 1–12",BOREHOLES §5 запросы данных п.1 (каталог координат/отметок устьев); ISS-NO-PRINTED-XY; история разведки Соликамского участка,FACT (существование отчётов),VKM_REGIONAL,HIGH,N
F-BG-006,BOREHOLES_GEOLOGY,EXTWEB-BOREHOLES_GEOLOGY-003,"Монография 2004 г. содержит инвентаризацию разрывных нарушений предшественников, новую схему разломов ВКМС на основе комплексной оценки достоверности и критику концепции региональных надвигов. Это первоисточник позиции SRC-011 против Соликамского надвига (конфликт SRC-011 vs SRC-012 в GEOLOGY_EVIDENCE §3.4).",аннотация GeoKniga,"GEOLOGY_EVIDENCE §3.4 (конфликт надвигов, EV-VN-S011-0381/-0470/-3867; EV-VN-S012-0130/-0131)",FACT (содержание монографии по аннотации),VKM_REGIONAL,MEDIUM,N
F-BG-007,BOREHOLES_GEOLOGY,EXTWEB-BOREHOLES_GEOLOGY-002,"Библиографические данные 1-го изд. Кудряшова: 2001, 429 с., ISBN 5-89095-041-X, ред. Раевский В.И. В локальных списках указано 427 с.",GeoKniga books/15554; РГБ 01000700139,CW-0008,FACT,VKM_REGIONAL,HIGH,Y — объём 427 vs 429 с. (библиографическая мелочь)
F-BG-008,BOREHOLES_GEOLOGY,EXTWEB-BOREHOLES_GEOLOGY-004,"В обзорной таблице измеренных температур массива (табл. 1.2) докторской диссертации Зайцева (2019) приведены калийные аналоги: рудник 4 РУ «Беларуськалий» (глубина 850 м, массив +24 °C) и рудник Гремячинского ГОКа (1100 м, +32 °C). Значений для рудников ВКМ в прочитанной части (с. 1–25) нет.","с. 18–19, табл. 1.2",GAP THM-035 / GAP-005; THM-005 (+9…+10 °C БКПРУ-3),FACT (для аналогов); UNKNOWN для СКРУ-1,OTHER_POTASH_SITE,MEDIUM,N — аналоги намного глубже СКРУ-1 (≈200–450 м); не переносятся
F-BG-009,BOREHOLES_GEOLOGY,EXTWEB-BOREHOLES_GEOLOGY-005,"Работа Дубининой (1960) о керне «скважины 75, пройденной в 1950 г. в районе Соликамского рудника» в сети не найдена. Вопрос тождества этой скважины со скв. 75 табл. 3.1 Лебедевой (BH-SOL-75) остаётся открытым; паспорт скв. 75 (дата, устье, забой) — UNKNOWN.",1 WebSearch (точное название),ISS-075-BIBLIO; BH-SOL-75; BOREHOLES §5 запрос 5,UNKNOWN,VKM_REGIONAL,HIGH (в отношении отсутствия в сети),N
F-BG-010,BOREHOLES_GEOLOGY,EXTWEB-BOREHOLES_GEOLOGY-006,"Аннотация Кашникова и др. (2019): поводом стали крупные аварии на рудниках ПАО «Уралкалий»; предложен метод выделения ослабленных зон в ВЗТ и продуктивной толще по совокупности лабораторных испытаний керна, широкополосного акустического каротажа скважин и наземной 2D-сейсморазведки; по статистическим связям статических и динамических параметров и обработке сейсмики построена геолого-геомеханическая модель с зонами разных свойств. Это подтверждает на уровне первоисточника цепочку метода ПНИПУ (SGP-028) и то, что 3D-свойства модели — производный продукт (INTERPOLATION/MODEL_CHOICE), а не наблюдения.","аннотация (DOAJ/журнал, через сводку поиска)",SGP-022; SGP-023; SGP-028; SGP-CF5; CW-0023; цель «опубликованные 3D-геомодели»,FACT (описание метода на уровне аннотации),VKM_REGIONAL,MEDIUM,"N — согласуется с локальными SGP-022/023/028. Число скважин, участок, сетка и координаты в аннотации не приводятся (UNKNOWN)."
F-BG-011,BOREHOLES_GEOLOGY,EXTWEB-BOREHOLES_GEOLOGY-007,"Статья Кашникова, Ермашова, Шустова, Лебедевой (Маркшейдерский вестник, 2019, № 1) в сети не найдена; четыре зависимых утверждения SRC-012 о построении геолого-геомеханической модели остаются вторичными (опора — диссертация Лебедевой, VKM-SRC-012, в корпусе).",1 WebSearch,CW-1425 (rank 57),UNKNOWN,VKM_REGIONAL,MEDIUM,N
F-BG-012,BOREHOLES_GEOLOGY,EXTWEB-BOREHOLES_GEOLOGY-009,"Аннотация монографии Джиноридзе (2000): обобщены тектонические, геофизические и литолого-геохимические данные по ВКМКС с 1925 г.; тектоника впервые рассмотрена с позиции примата горизонтальных движений; складчатые и разрывные дислокации классифицированы по механизму и времени образования. Это первоисточник «ВНИИГ-овской» тектонической концепции, с которой полемизирует SRC-011 (Кудряшов) в вопросе региональных надвигов. 42 зависимых утверждения корпуса по-прежнему вторичны.",аннотация (через сводку поиска),CW-0005 (rank 16); GEOLOGY_EVIDENCE §3.4 (конфликт надвигов: EV-VN-S011-0381/-0470/-3867 vs EV-VN-S012-0130/-0131),FACT (содержание по аннотации); связь с гипотезой надвигов — интерпретация,VKM_REGIONAL,MEDIUM,"Y (мелкое, библиографическое): ≈400 с. по сводке против 391 с. в локальной ссылке. По существу — N: конкурирующие гипотезы сохраняются обе."
F-BG-013,BOREHOLES_GEOLOGY,EXTWEB-BOREHOLES_GEOLOGY-010,"Запись РГБ монографии Иванова и Вороновой (1975) даёт подзаголовок «Стратиграфия, минералогия и петрография, тектоника, генезис» и объём 217 с. (в цитированиях 219 с.). По сводке поиска книга доступна в электронной библиотеке РГБ (LEAD) — это прямой маршрут Фазы 2 к 13 зависимым утверждениям SRC-011.",запись РГБ 01006928162 (выдача поиска),CW-0046 (rank 41),FACT (библиографическое); доступность — LEAD,VKM_REGIONAL,MEDIUM,Y (мелкое): 217 vs 219 с.
F-BG-014,BOREHOLES_GEOLOGY,EXTWEB-BOREHOLES_GEOLOGY-011,Статья Голубева (1977) подтверждена только как библиографическая запись; текст в сети не найден. 26 зависимых утверждений (схема структурных комплексов соляной толщи в SRC-011/SRC-040; «структурный комплекс I» в работах ВНИИ Галургии) остаются вторичными.,выдача поиска (цитирование в литературе),"CW-0045 (rank 36); F-GPR-012 (складки ПдКС «по Голубеву», поток GEOPHYS_GPR)",FACT (библиографическое),VKM_REGIONAL,LOW,Y (мелкое): вариант названия «…Верхнекамского калийного месторождения» — LEAD
F-BG-015,BOREHOLES_GEOLOGY,EXTWEB-BOREHOLES_GEOLOGY-012,"Существует кандидатская диссертация Трофимова В.И. (2005, Пермь, 182 с.) о геологическом обосновании закачки рассолов калийного производства в техногенные коллекторы надсолевого комплекса ВКМ — потенциальный первоисточник параметров надсолевых горизонтов. Участок работ и числовые данные не установлены; для рядов уровней/напоров СКРУ-1 (HYD-146/147) это пока ничего не даёт.",выдача поиска (сводка),HYD-018…HYD-020; HYD-126…HYD-130; HYD-146; HYD-147,FACT (существование),VKM_REGIONAL,MEDIUM,N
F-BG-016,BOREHOLES_GEOLOGY,EXTWEB-BOREHOLES_GEOLOGY-013,"На dissercat есть две близкие по названию кандидатские диссертации (25.00.11) об изучении/исследовании и прогнозировании разрывных нарушений ВКМС; авторы и годы не установлены. Это кандидаты на первоисточники оценки достоверности и нумерации разломов (каталог 173 разломов, разлом № 98) — цель Фазы 2.",выдача поиска (2 запроса),GEOLOGY_EVIDENCE §3.4; SGP-034; SGP-035; EV-VN-S011-2089/-2090/-2651,FACT (существование записей),VKM_REGIONAL,LOW,N
F-BG-017,BOREHOLES_GEOLOGY,EXTWEB-BOREHOLES_GEOLOGY-014,"Название диссертации Баяндиной (избирательное истирание керна сильвинитов при разведке ВКМ) указывает на документированный эффект потерь керна в разведочном бурении. Величина эффекта и то, затрагивает ли он глубины стратиграфических отбивок (а не только содержание KCl и мощности пластов), — UNKNOWN. Для каталога отбивок это повод держать флаг качества керна как открытый вопрос, не как поправку.",название (выдача поиска),borehole_picks.csv (флаги качества отбивок и мощностей); CW-1570,UNKNOWN,VKM_REGIONAL,LOW,N
F-BG-018,BOREHOLES_GEOLOGY,EXTWEB-BOREHOLES_GEOLOGY-015,"На запросы о лицензии «Соликамский участок» / горном отводе поиск выдал записи Сводного государственного реестра участков недр и лицензий РФГФ (iid 2676896, 2706374). Какие это участки и есть ли в записях координаты угловых точек — UNKNOWN (rfgf.ru заблокирован). Официальный реестр — наиболее вероятный публичный маршрут к границе лицензионного участка для первичной геопривязки поля СКРУ-1 (в дополнение к опорным скважинам 74/109/232/221).",выдача поиска,"COORDINATE_DATUM_AUDIT §8 п.1, п.5; BOREHOLES §3 (вершины отвода по скважинам 232, 148а, 109, 74); ISS-NO-PRINTED-XY",UNKNOWN,VKM_REGIONAL,LOW,N
F-BG-019,BOREHOLES_GEOLOGY,EXTWEB-BOREHOLES_GEOLOGY-017,"LEAD: в выдаче по лицензиям Уралкалия (ИО 2013, реестр РФГФ) упомянут «лицензионный участок ПЕМ 02551 ТЭ»; к Соликамскому участку/СКРУ-1 он не привязан. Использовать только как ключ поиска в Фазе 2, не как факт о СКРУ-1.",сводка поиска,COORDINATE_DATUM_AUDIT §8 п.1 (запрос СК/границ),UNKNOWN (LEAD),VKM_REGIONAL,LOW,N
F-BG-020,BOREHOLES_GEOLOGY,EXTWEB-BOREHOLES_GEOLOGY-018,"LEAD (научно-популярный пересказ работы ГИ УрО РАН, 2026): гравитационное поле Соликамской впадины плавно убывает к востоку почти на 30 мГал; соляная толща ВКМ образует линзу длиной около 230 км и мощностью до 500 м, создающую локальные аномалии; верхняя, обогащённая калийными солями часть образует отдельную меньшую линзу. Региональный контекст, для СКРУ-1 значений не даёт; первоисточник не установлен.",сводка поиска по новости «Поиск»,SGP-042; GEOLOGY_EVIDENCE §1,UNKNOWN (LEAD; вторичный источник),VKM_REGIONAL,LOW,N — локально мощность соляной толщи задаётся по SRC-011; сверять только с первоисточником.
F-BG-021,BOREHOLES_GEOLOGY,EXTWEB-BOREHOLES_GEOLOGY-019,"Вторичный источник (Википедия, через сводку поиска) датирует Соликамский участок 1961 г. — так же, как SRC-011 в перечне детально разведанных участков. Что означает 1961 — завершение детальной разведки или утверждение запасов — не разрешено; первичных фондовых отчётов по разведке Соликамского участка в сети не найдено.",сводка поиска,"EV-VN-S011-2690 (перечень детально разведанных участков, SRC-011 p.147); BOREHOLES §2.1 (контекст SOL); доступность во времени (available_from) разведочных данных",FACT (в SRC-011); внешнее подтверждение вторичное,VKM_REGIONAL,LOW,N
F-BG-022,BOREHOLES_GEOLOGY,EXTWEB-BOREHOLES_GEOLOGY-020,"LEAD: работа о совместной интерпретации наземной и шахтной гравиметрии ВКМ посвящена локализации опасной для горных работ геологической аномалии — эрозионного размыва — и разломов. Авторы, рудник и координаты не установлены.",сводка поиска (ResearchGate),"SGP-042; GEOLOGY_EVIDENCE §3.4, §3.8; HYD-144",UNKNOWN (LEAD),VKM_REGIONAL,LOW,N
