issue_id,issue_type,borehole_ids,ids_as_printed,sources,locators,vn_ids,description,evidence_for_identity,evidence_against_identity,decision,identity_confidence,what_would_resolve,status
ISS-AUTO-54,SAME_ID_DIFFERENT_CONTEXT,BH-BOR-S011-54;BH-UM11-54,54,VKM-SRC-011;VKM-SRC-014,"BH-BOR-S011-54: 011 p64, 011 p65 | BH-UM11-54: 014 p20, 014 p9",EV-VN-S011-1334;EV-VN-S011-1378;EV-VN-S014-0048;EV-VN-S014-0260,Номер «54» встречается в 2 несвязанных контекстах: BH-BOR-S011-54 [Боровицкая площадь (Боровицкий прогиб)]; BH-UM11-54 [Карта ВКМКС SRC-014 рис.1.1 / рис.1.7 (солеразведочные скважины)],,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-542,SAME_ID_DIFFERENT_CONTEXT,BH-DUR-S011-542;BH-M39-S011-542,542,VKM-SRC-011,"BH-DUR-S011-542: 011 p59, 011 p61, 011 p62 | BH-M39-S011-542: 011 p112",EV-VN-S011-1143;EV-VN-S011-1209;EV-VN-S011-1301;EV-VN-S011-1947,"Номер «542» встречается в 2 несвязанных контекстах: BH-DUR-S011-542 [Дуринская площадь (Гулинский/Усовский прогибы, Косиковский вал)]; BH-M39-S011-542 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-55,SAME_ID_DIFFERENT_CONTEXT,BH-TYU-S005-55;BH-BOR-S011-55;BH-M39-S011-55;BH-UM11-55,55,VKM-SRC-005;VKM-SRC-011;VKM-SRC-014,"BH-TYU-S005-55: 005 p2 | BH-BOR-S011-55: 011 p65 | BH-M39-S011-55: 011 p112 | BH-UM11-55: 014 p20, 014 p9",EV-VN-S005-0018;EV-VN-S011-1369;EV-VN-S011-1887;EV-VN-S014-0049;EV-VN-S014-0261,"Номер «55» встречается в 4 несвязанных контекстах: BH-TYU-S005-55 [Тюбегатанское месторождение (Узбекистан), участок пласта Нижний II]; BH-BOR-S011-55 [Боровицкая площадь (Боровицкий прогиб)]; BH-M39-S011-55 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)]; BH-UM11-55 [Карта ВКМКС SRC-014 рис.1.1 / рис.1.7 (солеразведочные скважины)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-57,SAME_ID_DIFFERENT_CONTEXT,BH-SWK-S011-57;BH-DUR-S011-57;BH-UM11-57;BH-OIL-S030-57,57,VKM-SRC-011;VKM-SRC-014;VKM-SRC-030,BH-SWK-S011-57: 011 p11 | BH-DUR-S011-57: 011 p61 | BH-UM11-57: 014 p9 | BH-OIL-S030-57: 030 p3,EV-VN-S011-0155;EV-VN-S011-1220;EV-VN-S014-0047;EV-VN-S030-0025,"Номер «57» встречается в 4 несвязанных контекстах: BH-SWK-S011-57 [ЮЗ часть ВКМС, участки пласта КрIV у оси Камского прогиба (SRC-011 рис]; BH-DUR-S011-57 [Дуринская площадь (Гулинский/Усовский прогибы, Косиковский вал)]; BH-UM11-57 [Карта ВКМКС SRC-014 рис.1.1 / рис.1.7 (солеразведочные скважины)]; BH-OIL-S030-57 [Нефтяные скважины Соликамской впадины (SRC-030)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-58,SAME_ID_DIFFERENT_CONTEXT,BH-BOR-S011-58;BH-UM11-58,58,VKM-SRC-011;VKM-SRC-014,BH-BOR-S011-58: 011 p64 | BH-UM11-58: 014 p9,EV-VN-S011-1351;EV-VN-S014-0044,Номер «58» встречается в 2 несвязанных контекстах: BH-BOR-S011-58 [Боровицкая площадь (Боровицкий прогиб)]; BH-UM11-58 [Карта ВКМКС SRC-014 рис.1.1 / рис.1.7 (солеразведочные скважины)],,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-590,SAME_ID_DIFFERENT_CONTEXT,BH-SWK-S011-590;BH-OIL-S030-590,590,VKM-SRC-011;VKM-SRC-030,BH-SWK-S011-590: 011 p11 | BH-OIL-S030-590: 030 p4,EV-VN-S011-0190;EV-VN-S030-0035,"Номер «590» встречается в 2 несвязанных контекстах: BH-SWK-S011-590 [ЮЗ часть ВКМС, участки пласта КрIV у оси Камского прогиба (SRC-011 рис]; BH-OIL-S030-590 [Нефтяные скважины Соликамской впадины (SRC-030)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-6,SAME_ID_DIFFERENT_CONTEXT,BH-HIST-S011-6;BH-SOL-6;BH-GREM-S024-6,6,VKM-SRC-011;VKM-SRC-014;VKM-SRC-024,BH-HIST-S011-6: 011 p146 | BH-SOL-6: 014 p78 | BH-GREM-S024-6: 024 p120,EV-VN-S011-2677;EV-VN-S014-0510;EV-VN-S024-0412,Номер «6» встречается в 3 несвязанных контекстах: BH-HIST-S011-6 [Первые солеразведочные скважины г. Соликамска 1925–1927 гг. (SRC-011 П]; BH-SOL-6 [Соликамский участок: шахтные поля СКРУ-1/СКРУ-2/СКРУ-3 и междушахтные ]; BH-GREM-S024-6 [Гремячинское месторождение (Волгоградская обл.)],,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,POSSIBLE_SAME,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-63,SAME_ID_DIFFERENT_CONTEXT,BH-SWK-S011-63;BH-M39-S011-63,63,VKM-SRC-011,BH-SWK-S011-63: 011 p11 | BH-M39-S011-63: 011 p112,EV-VN-S011-0204;EV-VN-S011-1861,"Номер «63» встречается в 2 несвязанных контекстах: BH-SWK-S011-63 [ЮЗ часть ВКМС, участки пласта КрIV у оси Камского прогиба (SRC-011 рис]; BH-M39-S011-63 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-639,SAME_ID_DIFFERENT_CONTEXT,BH-M135-639;BH-M39-S011-639,639,VKM-SRC-011;VKM-SRC-014,"BH-M135-639: 011 p24, 014 p19 | BH-M39-S011-639: 011 p112",EV-VN-S011-0403;EV-VN-S014-0233;EV-VN-S011-1937,Номер «639» встречается в 2 несвязанных контекстах: BH-M135-639 [Карта участков детальной разведки / шахтных полей центральной части ВК]; BH-M39-S011-639 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)],,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-64,SAME_ID_DIFFERENT_CONTEXT,BH-SWK-S011-64;BH-M39-S011-64,64,VKM-SRC-011,BH-SWK-S011-64: 011 p11 | BH-M39-S011-64: 011 p112,EV-VN-S011-0205;EV-VN-S011-1856,"Номер «64» встречается в 2 несвязанных контекстах: BH-SWK-S011-64 [ЮЗ часть ВКМС, участки пласта КрIV у оси Камского прогиба (SRC-011 рис]; BH-M39-S011-64 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-644,SAME_ID_DIFFERENT_CONTEXT,BH-M135-644;BH-DUR-S011-644,644,VKM-SRC-011;VKM-SRC-014,"BH-M135-644: 011 p24, 014 p19 | BH-DUR-S011-644: 011 p60",EV-VN-S011-0404;EV-VN-S014-0235;EV-VN-S011-1171,"Номер «644» встречается в 2 несвязанных контекстах: BH-M135-644 [Карта участков детальной разведки / шахтных полей центральной части ВК]; BH-DUR-S011-644 [Дуринская площадь (Гулинский/Усовский прогибы, Косиковский вал)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-649,SAME_ID_DIFFERENT_CONTEXT,BH-DUR-S011-649;BH-M39-S011-649,649,VKM-SRC-011,"BH-DUR-S011-649: 011 p60, 011 p61, 011 p62 | BH-M39-S011-649: 011 p112",EV-VN-S011-1175;EV-VN-S011-1212;EV-VN-S011-1302;EV-VN-S011-1941,"Номер «649» встречается в 2 несвязанных контекстах: BH-DUR-S011-649 [Дуринская площадь (Гулинский/Усовский прогибы, Косиковский вал)]; BH-M39-S011-649 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-650,SAME_ID_DIFFERENT_CONTEXT,BH-M211-S011-650;BH-DUR-S011-650,650,VKM-SRC-011,BH-M211-S011-650: 011 p47 | BH-DUR-S011-650: 011 p61,EV-VN-S011-0925;EV-VN-S011-1188,"Номер «650» встречается в 2 несвязанных контекстах: BH-M211-S011-650 [SRC-011 рис.2.11 (участки 2, 3, 9 локальной изменчивости)]; BH-DUR-S011-650 [Дуринская площадь (Гулинский/Усовский прогибы, Косиковский вал)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-657,SAME_ID_DIFFERENT_CONTEXT,BH-DUR-S011-657;BH-M39-S011-657,657,VKM-SRC-011,"BH-DUR-S011-657: 011 p59, 011 p61, 011 p62 | BH-M39-S011-657: 011 p112",EV-VN-S011-1139;EV-VN-S011-1205;EV-VN-S011-1298;EV-VN-S011-1945,"Номер «657» встречается в 2 несвязанных контекстах: BH-DUR-S011-657 [Дуринская площадь (Гулинский/Усовский прогибы, Косиковский вал)]; BH-M39-S011-657 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-658,SAME_ID_DIFFERENT_CONTEXT,BH-DUR-S011-658;BH-M39-S011-658,658,VKM-SRC-011,"BH-DUR-S011-658: 011 p31, 011 p59, 011 p61, 011 p62, 011 p63 | BH-M39-S011-658: 011 p112",EV-VN-S011-0563;EV-VN-S011-1140;EV-VN-S011-1207;EV-VN-S011-1299;EV-VN-S011-1314;EV-VN-S011-1950,"Номер «658» встречается в 2 несвязанных контекстах: BH-DUR-S011-658 [Дуринская площадь (Гулинский/Усовский прогибы, Косиковский вал)]; BH-M39-S011-658 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-659,SAME_ID_DIFFERENT_CONTEXT,BH-DUR-S011-659;BH-B4-659,659,VKM-SRC-011;VKM-SRC-014,BH-DUR-S011-659: 011 p31 | BH-B4-659: 014 p103,EV-VN-S011-0564;EV-VN-S014-0687,"Номер «659» встречается в 2 несвязанных контекстах: BH-DUR-S011-659 [Дуринская площадь (Гулинский/Усовский прогибы, Косиковский вал)]; BH-B4-659 [БКПРУ-4, поверхностные скважины]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,LIKELY_DIFFERENT,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-66,SAME_ID_DIFFERENT_CONTEXT,BH-SWK-S011-66;BH-M39-S011-66,66,VKM-SRC-011,BH-SWK-S011-66: 011 p11 | BH-M39-S011-66: 011 p112,EV-VN-S011-0207;EV-VN-S011-1917,"Номер «66» встречается в 2 несвязанных контекстах: BH-SWK-S011-66 [ЮЗ часть ВКМС, участки пласта КрIV у оси Камского прогиба (SRC-011 рис]; BH-M39-S011-66 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-660,SAME_ID_DIFFERENT_CONTEXT,BH-DUR-S011-660;BH-M39-S011-660,660,VKM-SRC-011,BH-DUR-S011-660: 011 p61 | BH-M39-S011-660: 011 p112,EV-VN-S011-1208;EV-VN-S011-1946,"Номер «660» встречается в 2 несвязанных контекстах: BH-DUR-S011-660 [Дуринская площадь (Гулинский/Усовский прогибы, Косиковский вал)]; BH-M39-S011-660 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-67,SAME_ID_DIFFERENT_CONTEXT,BH-SWK-S011-67;BH-M39-S011-67,67,VKM-SRC-011,BH-SWK-S011-67: 011 p11 | BH-M39-S011-67: 011 p112,EV-VN-S011-0208;EV-VN-S011-1909,"Номер «67» встречается в 2 несвязанных контекстах: BH-SWK-S011-67 [ЮЗ часть ВКМС, участки пласта КрIV у оси Камского прогиба (SRC-011 рис]; BH-M39-S011-67 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-68,SAME_ID_DIFFERENT_CONTEXT,BH-SWK-S011-68;BH-SOL-68,68,VKM-SRC-011;VKM-SRC-014,BH-SWK-S011-68: 011 p11 | BH-SOL-68: 014 p78,EV-VN-S011-0156;EV-VN-S014-0493,"Номер «68» встречается в 2 несвязанных контекстах: BH-SWK-S011-68 [ЮЗ часть ВКМС, участки пласта КрIV у оси Камского прогиба (SRC-011 рис]; BH-SOL-68 [Соликамский участок: шахтные поля СКРУ-1/СКРУ-2/СКРУ-3 и междушахтные ]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-69,SAME_ID_DIFFERENT_CONTEXT,BH-SWK-S011-69;BH-SOL-69;BH-SECBL-69,69,VKM-SRC-011;VKM-SRC-014;VKM-SRC-020,BH-SWK-S011-69: 011 p11 | BH-SOL-69: 014 p78 | BH-SECBL-69: 020 p8,EV-VN-S011-0157;EV-VN-S014-0520;EV-VN-S020-0054,"Номер «69» встречается в 3 несвязанных контекстах: BH-SWK-S011-69 [ЮЗ часть ВКМС, участки пласта КрIV у оси Камского прогиба (SRC-011 рис]; BH-SOL-69 [Соликамский участок: шахтные поля СКРУ-1/СКРУ-2/СКРУ-3 и междушахтные ]; BH-SECBL-69 [Широтный разрез Березниковского района (Усольский купол – Камский прог]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,LIKELY_DIFFERENT,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-7,SAME_ID_DIFFERENT_CONTEXT,BH-HIST-S011-7;BH-SOL-7;BH-GREM-S024-7,7,VKM-SRC-011;VKM-SRC-014;VKM-SRC-024,"BH-HIST-S011-7: 011 p146 | BH-SOL-7: 014 p78 | BH-GREM-S024-7: 024 p100, 024 p120",EV-VN-S011-2678;EV-VN-S014-0492;EV-VN-S024-0299;EV-VN-S024-0399,Номер «7» встречается в 3 несвязанных контекстах: BH-HIST-S011-7 [Первые солеразведочные скважины г. Соликамска 1925–1927 гг. (SRC-011 П]; BH-SOL-7 [Соликамский участок: шахтные поля СКРУ-1/СКРУ-2/СКРУ-3 и междушахтные ]; BH-GREM-S024-7 [Гремячинское месторождение (Волгоградская обл.)],,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,POSSIBLE_SAME,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-71,SAME_ID_DIFFERENT_CONTEXT,BH-SWK-S011-71;BH-DUR-S011-71;BH-M39-S011-71,71,VKM-SRC-011,BH-SWK-S011-71: 011 p11 | BH-DUR-S011-71: 011 p62 | BH-M39-S011-71: 011 p112,EV-VN-S011-0209;EV-VN-S011-1252;EV-VN-S011-1952,"Номер «71» встречается в 3 несвязанных контекстах: BH-SWK-S011-71 [ЮЗ часть ВКМС, участки пласта КрIV у оси Камского прогиба (SRC-011 рис]; BH-DUR-S011-71 [Дуринская площадь (Гулинский/Усовский прогибы, Косиковский вал)]; BH-M39-S011-71 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-718,SAME_ID_DIFFERENT_CONTEXT,BH-SECI-718;BH-KLEST-S011-718,718,VKM-SRC-011;VKM-SRC-014;VKM-SRC-023;VKM-SRC-025,"BH-SECI-718: 011 p7, 014 p17, 023 p28, 025 p8 | BH-KLEST-S011-718: 011 p112",EV-VN-S011-0097;EV-VN-S014-0188;EV-VN-S023-0101;EV-VN-S025-0039;EV-VN-S011-1830,Номер «718» встречается в 2 несвязанных контекстах: BH-SECI-718 [Региональный широтный разрез I–I Соликамской впадины (SRC-011 рис.1.5 ]; BH-KLEST-S011-718 [ЮЗ склон Клестовского поднятия (SRC-011 с.223)],,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-743,SAME_ID_DIFFERENT_CONTEXT,BH-SECI-743;BH-KHAR-S011-743;BH-M39-S011-743,743,VKM-SRC-011;VKM-SRC-014;VKM-SRC-023;VKM-SRC-025,"BH-SECI-743: 011 p7, 014 p17, 023 p28, 025 p8 | BH-KHAR-S011-743: 011 p111 | BH-M39-S011-743: 011 p112",EV-VN-S011-0103;EV-VN-S014-0194;EV-VN-S023-0107;EV-VN-S025-0045;EV-VN-S011-1820;EV-VN-S011-1911,Номер «743» встречается в 3 несвязанных контекстах: BH-SECI-743 [Региональный широтный разрез I–I Соликамской впадины (SRC-011 рис.1.5 ]; BH-KHAR-S011-743 [Харюшинское поднятие (SRC-011 рис.3.8)]; BH-M39-S011-743 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)],,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-745,SAME_ID_DIFFERENT_CONTEXT,BH-SECI-745;BH-KHAR-S011-745,745,VKM-SRC-011;VKM-SRC-014;VKM-SRC-023;VKM-SRC-025,"BH-SECI-745: 011 p7, 014 p17, 023 p28, 025 p8 | BH-KHAR-S011-745: 011 p111",EV-VN-S011-0104;EV-VN-S014-0196;EV-VN-S023-0108;EV-VN-S025-0046;EV-VN-S011-1822,Номер «745» встречается в 2 несвязанных контекстах: BH-SECI-745 [Региональный широтный разрез I–I Соликамской впадины (SRC-011 рис.1.5 ]; BH-KHAR-S011-745 [Харюшинское поднятие (SRC-011 рис.3.8)],,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-749,SAME_ID_DIFFERENT_CONTEXT,BH-SECI-749;BH-DUR-S011-749,749,VKM-SRC-011;VKM-SRC-014;VKM-SRC-023;VKM-SRC-025,"BH-SECI-749: 011 p7, 014 p17, 023 p28, 025 p8 | BH-DUR-S011-749: 011 p61",EV-VN-S011-0110;EV-VN-S014-0201;EV-VN-S023-0114;EV-VN-S025-0052;EV-VN-S011-1198,"Номер «749» встречается в 2 несвязанных контекстах: BH-SECI-749 [Региональный широтный разрез I–I Соликамской впадины (SRC-011 рис.1.5 ]; BH-DUR-S011-749 [Дуринская площадь (Гулинский/Усовский прогибы, Косиковский вал)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-79,SAME_ID_DIFFERENT_CONTEXT,BH-SWK-S011-79;BH-M39-S011-79,79,VKM-SRC-011,BH-SWK-S011-79: 011 p11 | BH-M39-S011-79: 011 p112,EV-VN-S011-0211;EV-VN-S011-1855,"Номер «79» встречается в 2 несвязанных контекстах: BH-SWK-S011-79 [ЮЗ часть ВКМС, участки пласта КрIV у оси Камского прогиба (SRC-011 рис]; BH-M39-S011-79 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-8,SAME_ID_DIFFERENT_CONTEXT,BH-M39-S011-8;BH-HIST-S011-8;BH-SOL-8;BH-GREM-S024-8;BH-VOLGA-S029-8,8,VKM-SRC-011;VKM-SRC-014;VKM-SRC-024;VKM-SRC-029,"BH-M39-S011-8: 011 p112 | BH-HIST-S011-8: 011 p146 | BH-SOL-8: 014 p78 | BH-GREM-S024-8: 024 p100, 024 p120, 024 p94 | BH-VOLGA-S029-8: 029 p140",EV-VN-S011-1922;EV-VN-S011-2679;EV-VN-S014-0499;EV-VN-S024-0257;EV-VN-S024-0297;EV-VN-S024-0393;EV-VN-S029-0270,"Номер «8» встречается в 5 несвязанных контекстах: BH-M39-S011-8 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)]; BH-HIST-S011-8 [Первые солеразведочные скважины г. Соликамска 1925–1927 гг. (SRC-011 П]; BH-SOL-8 [Соликамский участок: шахтные поля СКРУ-1/СКРУ-2/СКРУ-3 и междушахтные ]; BH-GREM-S024-8 [Гремячинское месторождение (Волгоградская обл.)]; BH-VOLGA-S029-8 [ЕвроХим-ВолгаКалий, ПТШ №1 (Гремячинское)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-800,SAME_ID_DIFFERENT_CONTEXT,BH-SWK-S011-800;BH-M39-S011-800,800,VKM-SRC-011,BH-SWK-S011-800: 011 p11 | BH-M39-S011-800: 011 p112,EV-VN-S011-0182;EV-VN-S011-1956,"Номер «800» встречается в 2 несвязанных контекстах: BH-SWK-S011-800 [ЮЗ часть ВКМС, участки пласта КрIV у оси Камского прогиба (SRC-011 рис]; BH-M39-S011-800 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-81,SAME_ID_DIFFERENT_CONTEXT,BH-B1-81;BH-DUR-S011-81,81,VKM-SRC-011,"BH-B1-81: 011 p35 | BH-DUR-S011-81: 011 p60, 011 p61, 011 p62, 011 p67",EV-VN-S011-0662;EV-VN-S011-1167;EV-VN-S011-1191;EV-VN-S011-1251;EV-VN-S011-1303;EV-VN-S011-1412,"Номер «81» встречается в 2 несвязанных контекстах: BH-B1-81 [БКПРУ-1 (Березники), поверхностные скважины]; BH-DUR-S011-81 [Дуринская площадь (Гулинский/Усовский прогибы, Косиковский вал)]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,LIKELY_DIFFERENT,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-82,SAME_ID_DIFFERENT_CONTEXT,BH-M39-S011-82;BH-TEACH-S020-82,82,VKM-SRC-011;VKM-SRC-020,BH-M39-S011-82: 011 p112 | BH-TEACH-S020-82: 020 p110,EV-VN-S011-1954;EV-VN-S020-0267,Номер «82» встречается в 2 несвязанных контекстах: BH-M39-S011-82 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)]; BH-TEACH-S020-82 [Учебная иллюстрация без привязки (SRC-020 рис.3.5)],,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,DIFFERENT_OR_OFFSITE,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-854,SAME_ID_DIFFERENT_CONTEXT,BH-BOR-S011-854;BH-M39-S011-854,854,VKM-SRC-011,BH-BOR-S011-854: 011 p65 | BH-M39-S011-854: 011 p112,EV-VN-S011-1374;EV-VN-S011-1889,Номер «854» встречается в 2 несвязанных контекстах: BH-BOR-S011-854 [Боровицкая площадь (Боровицкий прогиб)]; BH-M39-S011-854 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)],,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-86,SAME_ID_DIFFERENT_CONTEXT,BH-M211-S011-86;BH-SOL-86,86,VKM-SRC-011;VKM-SRC-014,BH-M211-S011-86: 011 p47 | BH-SOL-86: 014 p78,EV-VN-S011-0936;EV-VN-S014-0501,"Номер «86» встречается в 2 несвязанных контекстах: BH-M211-S011-86 [SRC-011 рис.2.11 (участки 2, 3, 9 локальной изменчивости)]; BH-SOL-86 [Соликамский участок: шахтные поля СКРУ-1/СКРУ-2/СКРУ-3 и междушахтные ]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-874,SAME_ID_DIFFERENT_CONTEXT,BH-SECI-874;BH-M39-S011-874,874,VKM-SRC-011;VKM-SRC-014;VKM-SRC-023;VKM-SRC-025,"BH-SECI-874: 011 p7, 014 p17, 023 p28, 025 p8 | BH-M39-S011-874: 011 p112",EV-VN-S011-0100;EV-VN-S014-0191;EV-VN-S023-0104;EV-VN-S025-0042;EV-VN-S011-1914,Номер «874» встречается в 2 несвязанных контекстах: BH-SECI-874 [Региональный широтный разрез I–I Соликамской впадины (SRC-011 рис.1.5 ]; BH-M39-S011-874 [Карта ВКМС масштаба месторождения (SRC-011 рис.3.9)],,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-89,SAME_ID_DIFFERENT_CONTEXT,BH-TYU-S005-89;BH-SECBL-89;BH-B1-89;BH-UM11-89;BH-M135-89,89,VKM-SRC-005;VKM-SRC-011;VKM-SRC-014;VKM-SRC-037,"BH-TYU-S005-89: 005 p2 | BH-SECBL-89: 011 p24, 037 p6 | BH-B1-89: 011 p27 | BH-UM11-89: 014 p9 | BH-M135-89: 014 p19",EV-VN-S005-0015;EV-VN-S011-0425;EV-VN-S037-0071;EV-VN-S011-0496;EV-VN-S014-0081;EV-VN-S014-0245,"Номер «89» встречается в 5 несвязанных контекстах: BH-TYU-S005-89 [Тюбегатанское месторождение (Узбекистан), участок пласта Нижний II]; BH-SECBL-89 [Широтный разрез Березниковского района (Усольский купол – Камский прог]; BH-B1-89 [БКПРУ-1 (Березники), поверхностные скважины]; BH-UM11-89 [Карта ВКМКС SRC-014 рис.1.1 / рис.1.7 (солеразведочные скважины)]; BH-M135-89 [Карта участков детальной разведки / шахтных полей центральной части ВК]",,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
ISS-AUTO-895,SAME_ID_DIFFERENT_CONTEXT,BH-SECI-895;BH-UM11-895,895,VKM-SRC-011;VKM-SRC-014;VKM-SRC-023;VKM-SRC-025,"BH-SECI-895: 011 p7, 014 p17, 023 p28, 025 p8 | BH-UM11-895: 014 p9",EV-VN-S011-0093;EV-VN-S014-0184;EV-VN-S023-0097;EV-VN-S025-0035;EV-VN-S014-0057,Номер «895» встречается в 2 несвязанных контекстах: BH-SECI-895 [Региональный широтный разрез I–I Соликамской впадины (SRC-011 рис.1.5 ]; BH-UM11-895 [Карта ВКМКС SRC-014 рис.1.1 / рис.1.7 (солеразведочные скважины)],,Идентичность не доказана (нет общей привязки/координат).,KEPT_SEPARATE,UNDETERMINED,Координаты/каталог скважин по площадям.,OPEN
