pick_id,borehole_id,borehole_id_as_printed,unit_as_printed,unit_canonical_guess,pick_kind,reference,reference_detail,top_depth_m,bottom_depth_m,top_abs_m,bottom_abs_m,thickness_m,value_as_printed,tvd_as_printed,units,source_id,locator,vn_id,extraction_method,quote_check,visual_check,pick_quality,order_check,status,scope,scale,confidence,notes
PK-00062,BH-DUR-S011-550,550,песчаник с магнетитом и малахитом,UNRESOLVED:песчаник с магнетитом и малахитом,STRAT_BOUNDARY,depth_below_collar,,241,251.2,,,,top_depth_m=241.0; bottom_depth_m=251.2,,m,VKM-SRC-011,p.64 стр. 127,EV-VN-S011-1343,TEXT_LAYER,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00063,BH-DUR-S011-550,550,известняк с пирит-кальцитовыми жилами,UNRESOLVED:известняк с пирит-кальцитовыми жилами,STRAT_BOUNDARY,depth_below_collar,,251.2,285.3,,,,top_depth_m=251.2; bottom_depth_m=285.3,,m,VKM-SRC-011,p.64 стр. 127,EV-VN-S011-1343,TEXT_LAYER,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00064,BH-DUR-S011-648,648,каменная соль с калиепроявлениями,UNRESOLVED:каменная соль с калиепроявлениями,STRAT_BOUNDARY,depth_below_collar,,374.4,383.4,,,,top_depth_m=374.4; bottom_depth_m=383.4,,m,VKM-SRC-011,p.61 стр. 120-121,EV-VN-S011-1196,TEXT_LAYER,NOT_FOUND,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00065,BH-DUR-S011-648,648,каменная соль с вкрапленностью красного сильвина,UNRESOLVED:каменная соль с вкрапленностью красного сильвина,STRAT_BOUNDARY,depth_below_collar,,383.4,401.2,,,,top_depth_m=383.4; bottom_depth_m=401.2,,m,VKM-SRC-011,p.61 стр. 120-121,EV-VN-S011-1196,TEXT_LAYER,NOT_FOUND,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00066,BH-DUR-S011-648,648,ПЦТ трещиноватые участки,ПЦТ,STRAT_BOUNDARY,depth_below_collar,,11,348,,,,top_depth_m=11; bottom_depth_m=348,,m,VKM-SRC-011,p.63 стр. 124-125,EV-VN-S011-1311,TEXT_LAYER,NOT_FOUND,,NUMERIC,ORDER_OK,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00067,BH-DUR-S011-648,648,ПдКС падение 60-90°,ПдКС,STRAT_BOUNDARY,depth_below_collar,,374,383,,,,top_depth_m=374; bottom_depth_m=383,,m,VKM-SRC-011,p.63 стр. 124-125,EV-VN-S011-1311,TEXT_LAYER,NOT_FOUND,,NUMERIC,ORDER_OK,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00068,BH-DUR-S011-648,648,ПдКС падение 0-50°,ПдКС,STRAT_BOUNDARY,depth_below_collar,,453,555,,,,top_depth_m=453; bottom_depth_m=555,,m,VKM-SRC-011,p.63 стр. 124-125,EV-VN-S011-1311,TEXT_LAYER,NOT_FOUND,,NUMERIC,ORDER_OK,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00069,BH-DUR-S011-648,648,ПдКС падение 0-10°,ПдКС,STRAT_BOUNDARY,depth_below_collar,,615,618,,,,top_depth_m=615; bottom_depth_m=618,,m,VKM-SRC-011,p.63 стр. 124-125,EV-VN-S011-1311,TEXT_LAYER,NOT_FOUND,,NUMERIC,ORDER_OK,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00070,BH-DUR-S011-648,648,халькопирит в конгломерате ПЦТ,ПЦТ,STRAT_BOUNDARY,depth_below_collar,,293.7,295.3,,,,top_depth_m=293.7; bottom_depth_m=295.3,,m,VKM-SRC-011,p.63 стр. 124-125,EV-VN-S011-1311,TEXT_LAYER,NOT_FOUND,,NUMERIC,ORDER_OK,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00071,BH-DUR-S011-551,551,зона дробления (контакт ПЦТ/соляная толща),ПЦТ,STRAT_BOUNDARY,thickness_only,,,,,,41,thickness_m=41,,m,VKM-SRC-011,p.63 стр. 124-125,EV-VN-S011-1309,TEXT_LAYER,NOT_FOUND,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00072,BH-DUR-S011-690,скв. 690,калийная залежь (true thickness),UNRESOLVED:калийная залежь (true thickness),STRAT_BOUNDARY,thickness_only,,,,,,49.5,thickness_m=49.5,,m,VKM-SRC-011,p.113 p.225,EV-VN-S011-1968,TEXT_LAYER,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00073,BH-DUR-S011-209a,209а,ПП (переходная пачка) roof,ПП,STRAT_BOUNDARY,depth_below_collar,,562.7,630.5,-416.9,,69,top_depth_m=562.7; bottom_depth_m=630.5; top_abs_m=-416.9; thickness_m=69,,m,VKM-SRC-011,p.59 стр. 117,EV-VN-S011-1127,TEXT_LAYER,FUZZY_74,,NUMERIC,ORDER_OK,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00074,BH-DUR-S011-209a,209а,ПКС,ПКС,STRAT_BOUNDARY,thickness_only,,,,,,24,thickness_m=24.0,,m,VKM-SRC-011,p.61 стр. 120-121,EV-VN-S011-1192,TEXT_LAYER,NOT_FOUND,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00075,BH-DUR-S011-209a,209а,каменная соль под ПП (вероятно ПКС),UNRESOLVED:каменная соль под ПП (вероятно ПКС),STRAT_BOUNDARY,thickness_only,,,,,,24.1,thickness_m=24.1,,m,VKM-SRC-011,p.62 стр. 122,EV-VN-S011-1260,TEXT_LAYER,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00076,BH-DUR-S011-209a,209а,ПЦТ,ПЦТ,STRAT_BOUNDARY,thickness_only,,,,,,353,thickness_m=353,,m,VKM-SRC-011,p.62 стр. 122-123,EV-VN-S011-1291,TEXT_LAYER,NOT_FOUND,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00077,BH-DUR-S011-209a,209а,Каменная соль,lithology:Каменная соль,LITHO_INTERVAL,depth_below_collar,,562.7,565.8,,,3.1,"562,7–565,8 (3,10)",,m,VKM-SRC-011,p.60 Табл. 2.15,EV-VN-S011-1159,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,Табл. 2.15: состав ПП в скв. 209а (Дуринская площадь)
PK-00078,BH-DUR-S011-209a,209а,Мергель,lithology:Мергель,LITHO_INTERVAL,depth_below_collar,,565.8,567.8,,,2,"565,8–567,8 (2,00)",,m,VKM-SRC-011,p.60 Табл. 2.15,EV-VN-S011-1159,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,Табл. 2.15: состав ПП в скв. 209а (Дуринская площадь)
PK-00079,BH-DUR-S011-209a,209а,Каменная соль,lithology:Каменная соль,LITHO_INTERVAL,depth_below_collar,,567.8,583.1,,,15.3,"567,8–583,1 (15,30)",,m,VKM-SRC-011,p.60 Табл. 2.15,EV-VN-S011-1159,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,Табл. 2.15: состав ПП в скв. 209а (Дуринская площадь)
PK-00080,BH-DUR-S011-209a,209а,Мергель,lithology:Мергель,LITHO_INTERVAL,depth_below_collar,,583.1,613.8,,,30.7,"583,1–613,8 (30,70)",,m,VKM-SRC-011,p.60 Табл. 2.15,EV-VN-S011-1159,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,Табл. 2.15: состав ПП в скв. 209а (Дуринская площадь)
PK-00081,BH-DUR-S011-209a,209а,Ангидрит,lithology:Ангидрит,LITHO_INTERVAL,depth_below_collar,,613.8,615.2,,,1.4,"613,8–615,2 (1,40)",,m,VKM-SRC-011,p.60 Табл. 2.15,EV-VN-S011-1159,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,Табл. 2.15: состав ПП в скв. 209а (Дуринская площадь)
PK-00082,BH-DUR-S011-209a,209а,Каменная соль,lithology:Каменная соль,LITHO_INTERVAL,depth_below_collar,,615.2,619.9,,,4.7,"615,2–619,9 (4,70)",,m,VKM-SRC-011,p.60 Табл. 2.15,EV-VN-S011-1159,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,Табл. 2.15: состав ПП в скв. 209а (Дуринская площадь)
PK-00083,BH-DUR-S011-209a,209а,Мергель,lithology:Мергель,LITHO_INTERVAL,depth_below_collar,,619.9,622.75,,,2.85,"619,9–622,75 (2,85)",,m,VKM-SRC-011,p.60 Табл. 2.15,EV-VN-S011-1159,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,Табл. 2.15: состав ПП в скв. 209а (Дуринская площадь)
PK-00084,BH-DUR-S011-209a,209а,Каменная соль,lithology:Каменная соль,LITHO_INTERVAL,depth_below_collar,,622.75,626.3,,,3.55,"622,75–626,3 (3,55)",,m,VKM-SRC-011,p.60 Табл. 2.15,EV-VN-S011-1159,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,Табл. 2.15: состав ПП в скв. 209а (Дуринская площадь)
PK-00085,BH-DUR-S011-209a,209а,Мергель,lithology:Мергель,LITHO_INTERVAL,depth_below_collar,,626.3,630.5,,,4.2,"626,3–630,5 (4,20)",,m,VKM-SRC-011,p.60 Табл. 2.15,EV-VN-S011-1159,OCR_VISUALLY_CONFIRMED,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,Табл. 2.15: состав ПП в скв. 209а (Дуринская площадь)
PK-00086,BH-DUR-S011-689,689,ПдКС (нижний калийный пласт - кровля ГАТ),ПдКС,STRAT_BOUNDARY,thickness_only,,,,,,27,thickness_m=27,,m,VKM-SRC-011,p.62 стр. 122,EV-VN-S011-1257,TEXT_LAYER,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00087,BH-DUR-S011-689,689,пестрый сильвинит в ПдКС,ПдКС,STRAT_BOUNDARY,thickness_only,,,,,,2,thickness_m=2,,m,VKM-SRC-011,p.64 стр. 127,EV-VN-S011-1337,TEXT_LAYER,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00088,BH-DUR-S011-689,689,пестрый сильвинит в ПдКС,ПдКС,STRAT_BOUNDARY,thickness_only,,,,,,1.1,thickness_m=1.1,,m,VKM-SRC-011,p.64 стр. 127,EV-VN-S011-1337,TEXT_LAYER,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00089,BH-DUR-S011-689,скв. 689,сильвинитовая пачка,СЗ,STRAT_BOUNDARY,thickness_only,,,,,,13.8,thickness_m=13.8,,m,VKM-SRC-011,p.113 p.225-226,EV-VN-S011-1967,TEXT_LAYER,EXACT,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,note: vs normal 20 m
PK-00090,BH-DUR-S011-451,451,нефтепроявление (ПдКС),ПдКС,STRAT_BOUNDARY,depth_below_collar,,641,,,,,top_depth_m=641,,m,VKM-SRC-011,p.64 стр. 126-127,EV-VN-S011-1339,TEXT_LAYER,NOT_FOUND,,NUMERIC,ORDER_OK,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00091,BH-DUR-S011-658,658,зона дробления,UNRESOLVED:зона дробления,STRAT_BOUNDARY,depth_below_collar,,138.3,158.8,,,,top_depth_m=138.3; bottom_depth_m=158.8,,m,VKM-SRC-011,p.63 стр. 124-125,EV-VN-S011-1314,TEXT_LAYER,NOT_FOUND,,NUMERIC,,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00092,BH-CHASH-S011-175,175,кровля ГАТ,ГАТ,STRAT_BOUNDARY,depth_below_collar,,731.5,,-501,,,top_depth_m=731.5; top_abs_m=-501.0,,m,VKM-SRC-011,p.34 табл. 1.15; рис. 1.61б,EV-VN-S011-0617,OCR_VISUALLY_CONFIRMED,NOT_FOUND,,NUMERIC,ORDER_OK,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00093,BH-CHASH-S011-175,175,зона поглощения бурового раствора в ГАТ,ГАТ,STRAT_BOUNDARY,absolute_elevation,,,,-571.5,-659.5,,top_abs_m=-571.5; bottom_abs_m=-659.5,,m,VKM-SRC-011,p.34 табл. 1.15; рис. 1.61б,EV-VN-S011-0617,OCR_VISUALLY_CONFIRMED,NOT_FOUND,,NUMERIC,ORDER_OK,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00094,BH-CHASH-S011-183,183,кровля ГАТ,ГАТ,STRAT_BOUNDARY,depth_below_collar,,709,,-518,,,top_depth_m=709.0; top_abs_m=-518.0,,m,VKM-SRC-011,p.34 табл. 1.15; рис. 1.61б,EV-VN-S011-0618,OCR_VISUALLY_CONFIRMED,NOT_FOUND,,NUMERIC,ORDER_OK,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00095,BH-CHASH-S011-183,183,зона поглощения 1 (ГАТ),ГАТ,STRAT_BOUNDARY,absolute_elevation,,,,-529,-539,,top_abs_m=-529.0; bottom_abs_m=-539.0,,m,VKM-SRC-011,p.34 табл. 1.15; рис. 1.61б,EV-VN-S011-0618,OCR_VISUALLY_CONFIRMED,NOT_FOUND,,NUMERIC,ORDER_OK,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00096,BH-CHASH-S011-183,183,зона поглощения 2 (ГАТ),ГАТ,STRAT_BOUNDARY,absolute_elevation,,,,-569,-579,,top_abs_m=-569.0; bottom_abs_m=-579.0,,m,VKM-SRC-011,p.34 табл. 1.15; рис. 1.61б,EV-VN-S011-0618,OCR_VISUALLY_CONFIRMED,NOT_FOUND,,NUMERIC,ORDER_OK,FACT,OTHER_VKM_SITE,FIELD,HIGH,
PK-00097,BH-B1GEO-S011-24,24,почвенно-растительный слой / песок (Q),UNRESOLVED:почвенно-растительный слой / песок (Q),STRAT_BOUNDARY,depth_below_collar,,0,,,,,top_depth_m=0.0,,m,VKM-SRC-011,p.36 Рис. 1.69 (render 250 dpi clip),EV-VN-S011-0675,GRAPH_DIGITIZED_APPROX,EXACT,sweep visual read (not re-checked in this stream),GRAPH_DIGITIZED_APPROX,,FACT,BKPRU1,FIELD,MEDIUM,
PK-00098,BH-B1GEO-S011-24,24,глина (Q),UNRESOLVED:глина (Q),QUALITATIVE,unknown,,,,,,,,,m,VKM-SRC-011,p.36 Рис. 1.69 (render 250 dpi clip),EV-VN-S011-0675,GRAPH_DIGITIZED_APPROX,EXACT,sweep visual read (not re-checked in this stream),QUALITATIVE_NO_VALUE,,FACT,BKPRU1,FIELD,MEDIUM,
PK-00099,BH-B1GEO-S011-24,24,"мергели и глинистые известняки ТКТ (top, graph-read abs.)",ТКТ,QUALITATIVE,unknown,,,,,,,,,m,VKM-SRC-011,p.36 Рис. 1.69 (render 250 dpi clip),EV-VN-S011-0675,GRAPH_DIGITIZED_APPROX,EXACT,sweep visual read (not re-checked in this stream),QUALITATIVE_NO_VALUE,,FACT,BKPRU1,FIELD,MEDIUM,
PK-00100,BH-B1GEO-S011-23,23,почвенно-растительный слой / песок (Q),UNRESOLVED:почвенно-растительный слой / песок (Q),STRAT_BOUNDARY,depth_below_collar,,0,,,,,top_depth_m=0.0,,m,VKM-SRC-011,p.36 Рис. 1.69 (render 250 dpi clip),EV-VN-S011-0676,GRAPH_DIGITIZED_APPROX,EXACT,sweep visual read (not re-checked in this stream),GRAPH_DIGITIZED_APPROX,,FACT,BKPRU1,FIELD,MEDIUM,
PK-00101,BH-B1GEO-S011-23,23,глина (Q),UNRESOLVED:глина (Q),QUALITATIVE,unknown,,,,,,,,,m,VKM-SRC-011,p.36 Рис. 1.69 (render 250 dpi clip),EV-VN-S011-0676,GRAPH_DIGITIZED_APPROX,EXACT,sweep visual read (not re-checked in this stream),QUALITATIVE_NO_VALUE,,FACT,BKPRU1,FIELD,MEDIUM,
PK-00102,BH-B1GEO-S011-23,23,"мергели и глинистые известняки ТКТ (top, graph-read abs.)",ТКТ,QUALITATIVE,unknown,,,,,,,,,m,VKM-SRC-011,p.36 Рис. 1.69 (render 250 dpi clip),EV-VN-S011-0676,GRAPH_DIGITIZED_APPROX,EXACT,sweep visual read (not re-checked in this stream),QUALITATIVE_NO_VALUE,,FACT,BKPRU1,FIELD,MEDIUM,
PK-00103,BH-B1GEO-S011-5,5,почвенно-растительный слой / песок (Q),UNRESOLVED:почвенно-растительный слой / песок (Q),STRAT_BOUNDARY,depth_below_collar,,0,,,,,top_depth_m=0.0,,m,VKM-SRC-011,p.36 Рис. 1.69 (render 250 dpi clip),EV-VN-S011-0677,GRAPH_DIGITIZED_APPROX,EXACT,sweep visual read (not re-checked in this stream),GRAPH_DIGITIZED_APPROX,,FACT,BKPRU1,FIELD,MEDIUM,
PK-00104,BH-B1GEO-S011-5,5,глина (Q),UNRESOLVED:глина (Q),QUALITATIVE,unknown,,,,,,,,,m,VKM-SRC-011,p.36 Рис. 1.69 (render 250 dpi clip),EV-VN-S011-0677,GRAPH_DIGITIZED_APPROX,EXACT,sweep visual read (not re-checked in this stream),QUALITATIVE_NO_VALUE,,FACT,BKPRU1,FIELD,MEDIUM,
PK-00105,BH-B1GEO-S011-5,5,"мергели и глинистые известняки ТКТ (top, graph-read abs.)",ТКТ,QUALITATIVE,unknown,,,,,,,,,m,VKM-SRC-011,p.36 Рис. 1.69 (render 250 dpi clip),EV-VN-S011-0677,GRAPH_DIGITIZED_APPROX,EXACT,sweep visual read (not re-checked in this stream),QUALITATIVE_NO_VALUE,,FACT,BKPRU1,FIELD,MEDIUM,
PK-00106,BH-B1GEO-S011-22,22,почвенно-растительный слой / песок (Q),UNRESOLVED:почвенно-растительный слой / песок (Q),STRAT_BOUNDARY,depth_below_collar,,0,,,,,top_depth_m=0.0,,m,VKM-SRC-011,p.36 Рис. 1.69 (render 250 dpi clip),EV-VN-S011-0678,GRAPH_DIGITIZED_APPROX,EXACT,sweep visual read (not re-checked in this stream),GRAPH_DIGITIZED_APPROX,,FACT,BKPRU1,FIELD,MEDIUM,
PK-00107,BH-B1GEO-S011-22,22,глина (Q),UNRESOLVED:глина (Q),QUALITATIVE,unknown,,,,,,,,,m,VKM-SRC-011,p.36 Рис. 1.69 (render 250 dpi clip),EV-VN-S011-0678,GRAPH_DIGITIZED_APPROX,EXACT,sweep visual read (not re-checked in this stream),QUALITATIVE_NO_VALUE,,FACT,BKPRU1,FIELD,MEDIUM,
PK-00108,BH-B1GEO-S011-22,22,"мергели и глинистые известняки ТКТ (top, graph-read abs.)",ТКТ,QUALITATIVE,unknown,,,,,,,,,m,VKM-SRC-011,p.36 Рис. 1.69 (render 250 dpi clip),EV-VN-S011-0678,GRAPH_DIGITIZED_APPROX,EXACT,sweep visual read (not re-checked in this stream),QUALITATIVE_NO_VALUE,,FACT,BKPRU1,FIELD,MEDIUM,
PK-00109,BH-B1GEO-S011-21,21,почвенно-растительный слой / песок (Q),UNRESOLVED:почвенно-растительный слой / песок (Q),STRAT_BOUNDARY,depth_below_collar,,0,,,,,top_depth_m=0.0,,m,VKM-SRC-011,p.36 Рис. 1.69 (render 250 dpi clip),EV-VN-S011-0679,GRAPH_DIGITIZED_APPROX,EXACT,sweep visual read (not re-checked in this stream),GRAPH_DIGITIZED_APPROX,,FACT,BKPRU1,FIELD,MEDIUM,
PK-00110,BH-B1GEO-S011-21,21,глина (Q),UNRESOLVED:глина (Q),QUALITATIVE,unknown,,,,,,,,,m,VKM-SRC-011,p.36 Рис. 1.69 (render 250 dpi clip),EV-VN-S011-0679,GRAPH_DIGITIZED_APPROX,EXACT,sweep visual read (not re-checked in this stream),QUALITATIVE_NO_VALUE,,FACT,BKPRU1,FIELD,MEDIUM,
PK-00111,BH-B1GEO-S011-21,21,"мергели и глинистые известняки ТКТ (top, graph-read abs.)",ТКТ,QUALITATIVE,unknown,,,,,,,,,m,VKM-SRC-011,p.36 Рис. 1.69 (render 250 dpi clip),EV-VN-S011-0679,GRAPH_DIGITIZED_APPROX,EXACT,sweep visual read (not re-checked in this stream),QUALITATIVE_NO_VALUE,,FACT,BKPRU1,FIELD,MEDIUM,
PK-00112,BH-HIST-S011-11,11,кровля солей (immediately below),кровля соляной толщи (соляное зеркало),QUALITATIVE,unknown,,,,,,,,,m,VKM-SRC-011,p.39 текст с.76,EV-VN-S011-0717,TEXT_LAYER,EXACT,,QUALITATIVE_NO_VALUE,,FACT,VKM_REGIONAL,FIELD,HIGH,"note: brine-horizon loss at 101,15 м 'непосредственно над солями'"
PK-00113,BH-M211-S011-642,скв. 642,potash deposit (all beds) — completely replaced by salt rock,UNRESOLVED:potash deposit (all beds) — completely replaced by salt rock,QUALITATIVE,unknown,,,,,,,,,m,VKM-SRC-011,p.177 English SUMMARY 2.2 Variability of mineral composition of pay beds,EV-VN-S011-3883,TEXT_LAYER,FUZZY_93,,QUALITATIVE_NO_VALUE,,FACT,VKM_REGIONAL,FIELD,HIGH,
PK-00114,BH-SOL-30,30,Терригенно-карбонатная толща (ТКТ),ТКТ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",5.15,,,,,"5,15",,m,VKM-SRC-012,p.64 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0313,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00115,BH-SOL-30,30,Соляно-мергельная толща (СМТ),СМТ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",35,,,,,"35,0",,m,VKM-SRC-012,p.64 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0313,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00116,BH-SOL-30,30,Гипсоносные глины и гипсы,ГГГ (гипсоносные глины и гипсы),STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",119.1,,,,,"119,1",,m,VKM-SRC-012,p.64 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0313,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00117,BH-SOL-30,30,Покровная каменная соль (ПКС),ПКС,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",157.05,,,,,"157,05",,m,VKM-SRC-012,p.64 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0313,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
PK-00118,BH-SOL-30,30,Карналлитовая зона (СКЗ),СКЗ,STRAT_BOUNDARY,depth_below_collar,"Табл. 3.1 «глубина»: от поверхности или MD от стола ротора — не указано (для 234с совпадает с MD_RKB рис.3.10, ISS-T31-DATUM)",183.13,,,,,"183,13",,m,VKM-SRC-012,p.64 Табл. 3.1 / Рис. 3.2,EV-VN-S012-0313,OCR_VISUALLY_CONFIRMED,NOT_FOUND,Text-layer cross-check this stream (SRC-012 p64–65 table tokens): TEXT_LAYER_MATCH_11_COLUMNS,NUMERIC,ORDER_OK,FACT,SKRU1,FIELD,HIGH,"Табл. 3.1: шапка «Глубина залегания кровли, м»; текст с.63 называет те же числа «глубины залегания почв» — конвенция кровля/почва противоречива (см. issue PICK-CONV-T31); значение записано как напечатано в столбце"
